Team,ATS Record,Cover %,MOV,ATS +/-
New York,170-147-4,53.6%,5.6,+0.5
Orlando,132-117-3,53.0%,4.5,-0.6
Philadelphia,239-212-9,53.0%,6.5,+0.2
Portland,215-195-8,52.4%,5.5,+0.2
Boston,376-345-16,52.2%,6.9,+0.1
Okla City,267-246-8,52.1%,7.5,+0.6
LA Clippers,319-295-6,52.0%,7.0,+0.2
Memphis,220-207-8,51.5%,5.5,+0.1
Milwaukee,325-306-17,51.5%,6.7,-0.3
San Antonio,239-227-7,51.3%,7.5,+0.5
Utah,252-243-14,50.9%,7.0,+0.2
Dallas,228-220-12,50.9%,5.4,-0.3
Golden State,374-361-21,50.9%,8.5,0.0
Indiana,224-219-11,50.6%,5.0,-0.3
Houston,257-254-7,50.3%,6.5,-0.3
Chicago,167-167-5,50.0%,4.2,-1.0
Toronto,280-281-4,49.9%,6.2,-0.1
Charlotte,150-151-2,49.8%,4.6,-0.3
Detroit,129-131-3,49.6%,4.4,-0.6
Miami,253-261-17,49.2%,4.3,-1.0
Phoenix,217-224-6,49.2%,4.9,-1.1
New Orleans,185-192-4,49.1%,4.4,-0.8
Cleveland,271-285-16,48.7%,6.6,-0.3
Denver,272-292-12,48.2%,5.6,-0.8
Atlanta,208-224-5,48.2%,4.0,-1.5
LA Lakers,184-207-7,47.1%,4.4,-1.4
Sacramento,154-175-11,46.8%,3.6,-1.6
Brooklyn,150-173-4,46.4%,4.3,-1.0
Washington,154-185-7,45.4%,3.5,-1.6
Minnesota,173-214-7,44.7%,5.1,-0.8
