Team,Over Record,Over %,Under %,Total +/-
Okla City,9-3-1,75.0%,25.0%,+8.3
Indiana,18-9-2,66.7%,33.3%,+3.5
Atlanta,24-12-0,66.7%,33.3%,+1.6
Philadelphia,27-17-0,61.4%,38.6%,+4.0
Denver,15-10-0,60.0%,40.0%,+7.8
Sacramento,19-13-1,59.4%,40.6%,+2.3
San Antonio,22-16-0,57.9%,42.1%,+3.4
LA Clippers,16-12-2,57.1%,42.9%,+3.8
Toronto,24-20-0,54.6%,45.5%,-0.6
Cleveland,6-5-0,54.6%,45.5%,+4.4
Utah,28-24-1,53.9%,46.2%,+2.4
New Orleans,26-23-1,53.1%,46.9%,+2.0
Detroit,15-15-1,50.0%,50.0%,+0.6
Chicago,19-20-0,48.7%,51.3%,+0.9
Phoenix,18-19-0,48.7%,51.4%,+2.1
Dallas,17-18-0,48.6%,51.4%,-0.5
Minnesota,14-15-0,48.3%,51.7%,+0.1
LA Lakers,12-13-0,48.0%,52.0%,-0.7
Memphis,12-13-0,48.0%,52.0%,+0.7
Washington,24-27-0,47.1%,52.9%,-3.5
Portland,17-20-2,46.0%,54.1%,-1.6
New York,11-13-0,45.8%,54.2%,+0.3
Brooklyn,20-25-0,44.4%,55.6%,-1.0
Houston,11-14-0,44.0%,56.0%,-2.5
Orlando,16-21-0,43.2%,56.8%,-1.1
Boston,8-11-0,42.1%,57.9%,-4.3
Golden State,12-17-0,41.4%,58.6%,-1.9
Miami,15-23-0,39.5%,60.5%,-3.1
Charlotte,18-32-0,36.0%,64.0%,-4.4
Milwaukee,9-20-0,31.0%,69.0%,-5.5
