Team,Over Record,Over %,Under %,Total +/-
Denver,188-137-4,57.9%,42.2%,+1.9
Washington,298-234-8,56.0%,44.0%,+1.8
Minnesota,241-193-3,55.5%,44.5%,+2.0
San Antonio,228-198-7,53.5%,46.5%,+0.8
Utah,194-172-7,53.0%,47.0%,+2.6
Indiana,232-210-7,52.5%,47.5%,+1.7
Atlanta,249-228-6,52.2%,47.8%,+1.4
Portland,251-231-6,52.1%,47.9%,+0.3
LA Lakers,236-219-3,51.9%,48.1%,+0.2
Memphis,241-224-3,51.8%,48.2%,+0.9
Toronto,189-179-3,51.4%,48.6%,+0.3
Chicago,269-256-6,51.2%,48.8%,+1.2
Philadelphia,205-202-6,50.4%,49.6%,+0.1
Brooklyn,268-272-7,49.6%,50.4%,+0.9
Orlando,281-286-6,49.6%,50.4%,-0.3
Phoenix,222-227-6,49.4%,50.6%,+0.3
New Orleans,239-245-5,49.4%,50.6%,+0.2
Houston,192-199-4,49.1%,50.9%,+0.5
LA Clippers,149-155-7,49.0%,51.0%,+1.1
Detroit,268-282-10,48.7%,51.3%,+0.3
Sacramento,239-254-7,48.5%,51.5%,+0.2
Miami,195-208-1,48.4%,51.6%,-0.7
Milwaukee,127-136-2,48.3%,51.7%,-0.5
New York,241-259-8,48.2%,51.8%,+0.1
Golden State,120-131-3,47.8%,52.2%,-0.5
Cleveland,175-192-1,47.7%,52.3%,-0.3
Charlotte,256-282-5,47.6%,52.4%,-0.8
Dallas,216-239-5,47.5%,52.5%,0.0
Okla City,169-197-3,46.2%,53.8%,-1.3
Boston,99-122-3,44.8%,55.2%,-1.5
