Team,Over Record,Over %,Under %,Total +/-
Portland,110-83-5,57.0%,43.0%,+3.4
Philadelphia,111-85-3,56.6%,43.4%,+2.1
Washington,109-85-3,56.2%,43.8%,+1.0
Houston,103-87-7,54.2%,45.8%,+2.4
Phoenix,118-100-0,54.1%,45.9%,+1.3
LA Clippers,112-97-5,53.6%,46.4%,+3.3
Toronto,106-92-0,53.5%,46.5%,0.0
Milwaukee,109-96-1,53.2%,46.8%,+1.6
Atlanta,100-89-3,52.9%,47.1%,+2.1
Cleveland,110-100-3,52.4%,47.6%,+0.3
Chicago,99-95-2,51.0%,49.0%,+1.6
Orlando,92-91-1,50.3%,49.7%,-0.7
Indiana,95-94-1,50.3%,49.7%,+0.4
Sacramento,102-103-4,49.8%,50.2%,+0.7
Boston,91-94-3,49.2%,50.8%,+0.7
New Orleans,98-102-1,49.0%,51.0%,-0.7
Brooklyn,96-100-1,49.0%,51.0%,-0.5
San Antonio,91-95-4,48.9%,51.1%,-0.1
Utah,91-95-0,48.9%,51.1%,+2.4
Detroit,98-103-1,48.8%,51.2%,-1.1
Denver,100-106-3,48.5%,51.5%,+1.4
Charlotte,82-87-1,48.5%,51.5%,-0.7
New York,94-102-3,48.0%,52.0%,-0.2
LA Lakers,96-105-2,47.8%,52.2%,-1.6
Minnesota,94-103-2,47.7%,52.3%,-0.9
Memphis,92-105-4,46.7%,53.3%,-1.4
Okla City,87-104-3,45.6%,54.5%,-1.5
Miami,93-113-0,45.2%,54.9%,-1.4
Golden State,99-124-1,44.4%,55.6%,-0.1
Dallas,74-97-3,43.3%,56.7%,-1.0
