Team,ATS Record,Cover %,MOV,ATS +/-
Indiana,198-155-10,56.1%,2.4,+1.7
Golden State,201-168-8,54.5%,3.7,+0.6
New Orleans,183-161-3,53.2%,0.2,+0.8
Okla City,176-155-8,53.2%,2.1,+0.5
Detroit,181-164-7,52.5%,0.4,+0.9
San Antonio,185-168-7,52.4%,4.6,+0.6
Dallas,182-166-7,52.3%,2.8,+0.4
Cleveland,205-188-3,52.2%,2.5,+0.5
Portland,167-154-6,52.0%,0.0,0.0
Miami,197-184-7,51.7%,2.7,+0.5
Houston,186-177-2,51.2%,2.7,+0.5
Brooklyn,180-175-7,50.7%,-1.2,+0.5
Memphis,190-185-7,50.7%,0.8,+0.8
Philadelphia,178-178-6,50.0%,-1.2,-0.3
Boston,178-179-13,49.9%,3.0,0.0
Milwaukee,193-198-10,49.4%,1.0,0.0
New York,160-165-4,49.2%,-1.9,-0.5
Toronto,155-160-8,49.2%,0.5,-0.6
Chicago,183-189-9,49.2%,-0.8,-0.2
LA Clippers,172-181-3,48.7%,1.4,-0.6
Utah,165-175-10,48.5%,1.6,-0.1
Denver,162-175-6,48.1%,2.2,-0.5
LA Lakers,155-168-4,48.0%,1.5,+0.1
Orlando,153-175-8,46.7%,-2.0,-1.5
Washington,158-181-9,46.6%,-2.2,-0.7
Charlotte,146-169-6,46.4%,-3.8,-1.0
Sacramento,148-173-9,46.1%,-2.1,-0.5
Atlanta,166-195-0,46.0%,-1.3,-0.4
Minnesota,146-179-3,44.9%,-1.1,-0.7
Phoenix,137-184-7,42.7%,-0.5,-2.2
