Team,Over Record,Over %,Under %,Total +/-
LA Lakers,14-6-0,70.0%,30.0%,+4.2
Golden State,12-6-0,66.7%,33.3%,+4.8
Utah,8-4-0,66.7%,33.3%,+10.0
Dallas,8-4-0,66.7%,33.3%,+0.7
New Orleans,5-3-0,62.5%,37.5%,+2.4
Brooklyn,6-4-0,60.0%,40.0%,-3.2
Houston,12-8-0,60.0%,40.0%,+4.0
Denver,13-10-0,56.5%,43.5%,+2.1
Atlanta,9-7-0,56.3%,43.8%,-0.1
New York,13-11-0,54.2%,45.8%,+1.0
Detroit,13-12-0,52.0%,48.0%,+0.6
Okla City,15-14-0,51.7%,48.3%,0.0
Miami,9-9-0,50.0%,50.0%,+2.1
Chicago,8-8-0,50.0%,50.0%,+2.2
Milwaukee,7-7-0,50.0%,50.0%,+0.8
Portland,7-7-0,50.0%,50.0%,-1.1
San Antonio,12-12-0,50.0%,50.0%,+0.7
Orlando,9-10-0,47.4%,52.6%,+0.4
Philadelphia,8-9-0,47.1%,52.9%,+2.1
Memphis,7-8-0,46.7%,53.3%,-1.3
Charlotte,5-6-0,45.5%,54.6%,+2.5
Boston,9-11-0,45.0%,55.0%,-0.8
Minnesota,9-12-0,42.9%,57.1%,+3.7
Cleveland,8-11-0,42.1%,57.9%,-2.2
Phoenix,8-11-0,42.1%,57.9%,-1.2
Sacramento,3-5-0,37.5%,62.5%,+3.1
LA Clippers,4-7-0,36.4%,63.6%,-5.1
Toronto,7-13-0,35.0%,65.0%,-6.0
Indiana,1-5-0,16.7%,83.3%,-7.2
Washington,1-7-0,12.5%,87.5%,-12.6
