Rank,Hotness Score,Matchup,Time,Location
1,97.2,#37 Iowa  at  #30 UCLA,9:00 PM,Pauley Pavilion presented by Wescom
2,95.5,#56 Indiana  at  #28 Ohio St,8:00 PM,Value City Arena
3,93.9,#52 Boise St  at  #58 New Mexico,11:00 PM,The Pit
4,92.0,#85 Providence  at  #44 Villanova,7:00 PM,William B. Finneran Pavilion
5,90.9,#54 VCU  at  #90 St Josephs,7:00 PM,Michael J. Hagan Arena
6,87.2,#106 DePaul  at  #71 Georgetown,8:00 PM,Capital One Arena
7,76.9,#140 Ohio  at  #134 Akron,6:00 PM,James A. Rhodes Arena
8,69.2,#179 Youngs St  at  #153 WI-Milwkee,8:00 PM,UW-Milwaukee Panther Arena
9,33.7,#283 Air Force  at  #275 Fresno St,10:00 PM,Save Mart Center
10,27.6,#250 Rob Morris  at  #338 WI-Grn Bay,7:00 PM,Resch Center
