Rank,Hotness Score,Matchup,Time,Location
1,89.9,#110 W Kentucky  at  #20 Michigan,8:00 PM,Crisler Center
2,87.6,#132 S Dakota St  at  #7 Alabama,3:00 PM,Coleman Coliseum
3,83.7,#147 Winthrop  at  #48 Indiana,4:00 PM,Simon Skjodt Assembly Hall
4,82.7,#156 Northeastrn  at  #46 Northwestern,1:30 PM,Welsh-Ryan Arena
5,82.0,#168 Indiana St  at  #25 Ohio St,12:00 PM,Value City Arena
6,81.5,#172 Toledo  at  #27 Purdue,6:00 PM,Mackey Arena
7,81.3,#169 Longwood  at  #37 S Methodist,2:00 PM,Moody Coliseum
8,81.2,#143 Belmont  at  #85 Drake,3:00 PM,Knapp Center
9,80.4,#176 Weber St  at  #30 Oregon,5:00 PM,Matthew Knight Arena
10,74.7,#200 Valparaiso  at  #69 Bradley,4:00 PM,Carver Arena
11,73.0,#186 Norfolk St  at  #114 High Point,2:00 PM,Nido and Mariana Qubein Arena
12,72.9,#163 IL-Chicago  at  #142 Illinois St,5:00 PM,CEFCU Arena - Home of the Redbirds
13,72.0,#178 TX-Arlington  at  #130 Texas St,5:00 PM,Strahan Arena at the University Events Center
14,71.7,#204 S Illinois  at  #96 N Iowa,2:00 PM,McLeod Center
15,70.8,#127 St. Thomas  at  #194 UC Riverside,5:00 PM,SRC Arena
16,69.8,#244 S Car State  at  #36 Georgia,2:00 PM,Stegeman Coliseum
17,63.2,#285 Campbell  at  #23 N Carolina,8:00 PM,Dean E. Smith Center
18,62.6,#290 NW State  at  #29 Texas,12:00 PM,Moody Center
19,60.4,#181 Wright St  at  #216 Cleveland St,3:00 PM,Wolstein Center
20,58.8,#307 U Penn  at  #31 Penn St,1:00 PM,Bryce Jordan Center
21,57.3,#153 Hofstra  at  #257 Quinnipiac,1:00 PM,M&T Bank Arena
22,51.3,#351 Stetson  at  #8 Florida,1:00 PM,Exactech Arena at the Stephen C. O'Connell Center
23,50.2,#251 Boston U  at  #207 Maine,2:00 PM,Memorial Gym
24,49.0,#354 Prairie View  at  #42 Oklahoma,2:00 PM,Lloyd Noble Center
24,49.0,#361 Chicago St  at  #17 Illinois,2:00 PM,State Farm Center
26,48.5,#213 N Kentucky  at  #258 Rob Morris,2:00 PM,UPMC Events Center
27,46.6,#231 Maryland BC  at  #250 American,4:00 PM,Bender Arena
28,46.0,#364 Miss Val St  at  #54 LSU,7:00 PM,Pete Maravich Assembly Center
29,45.3,#344 Morgan St  at  #109 Minnesota,2:00 PM,Williams Arena
30,44.5,#350 NJIT  at  #103 Washington,3:00 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
31,44.4,#135 IPFW  at  #337 WI-Grn Bay,2:00 PM,Resch Center
32,44.1,#336 IU Indy  at  #133 WI-Milwkee,2:00 PM,Klotsche Center
33,43.6,#342 Buffalo  at  #129 Temple,3:00 PM,The Liacouras Center
34,42.6,#317 Detroit  at  #177 Youngs St,2:00 PM,Zidian Family Arena at Beeghly Center
35,41.8,#230 UTSA  at  #282 Army,3:00 PM,Christl Arena
36,41.2,#190 Missouri St  at  #316 Evansville,4:00 PM,Ford Center
37,37.0,#268 Harvard  at  #271 Iona,1:00 PM,Hynes Athletics Center
38,36.5,#311 Navy  at  #223 Wm & Mary,1:00 PM,Kaplan Arena
39,35.8,#308 Binghamton  at  #235 Marist,2:00 PM,McCann Arena
40,31.7,#323 Stony Brook  at  #241 Albany,2:00 PM,Broadview Center
41,27.4,#318 Stonehill  at  #276 Lafayette,1:00 PM,Kirby Sports Center
42,18.7,#322 Le Moyne  at  #319 Niagara,2:00 PM,Gallagher Center
43,15.8,#346 Florida A&M  at  #309 Tarleton St,6:00 PM,Wisdom Gym
44,--,Waldorf  at  #281 North Dakota,3:00 PM,Betty Engelstad Sioux Center
44,--,Johnson & Wales U. (RI)  at  #219 Central Conn,1:00 PM,William H. Detrick Gymnasium
44,--,Texas Lutheran  at  #260 Incar Word,6:00 PM,Alice P. McDermott Convocation Center
44,--,Friends University  at  #105 Wichita St,6:00 PM,Charles Koch Arena
44,--,Asbury College  at  #107 Lipscomb,5:00 PM,Allen Arena
44,--,Midway  at  #138 James Mad,5:00 PM,Atlantic Union Bank Center
44,--,Brescia  at  #295 Austin Peay,5:00 PM,F&M Bank Arena
44,--,Brewton Parker College  at  #222 Kennesaw St,2:00 PM,KSU Convocation Center
44,--,Westminster College (Mo.)  at  #262 SE Missouri,3:00 PM,Show Me Center
44,--,Southwestern Christian  at  #341 Central Ark,5:00 PM,Farris Center
44,--,Schreiner  at  #160 TX A&M-CC,4:30 PM,Dugan Wellness Center
44,--,Regis College  at  #314 Holy Cross,2:00 PM,Hart Center
44,--,Milligan  at  #326 TN Tech,2:00 PM,Hooper Eblen Center
44,--,Manhattanville  at  #289 Sacred Hrt,2:00 PM,William H. Pitt Health and Recreation Center
44,--,Heidelberg  at  #120 Kent St,3:30 PM,Memorial Athletic and Convocation Center
44,--,Neumann  at  #255 Lehigh,3:30 PM,Stabler Arena
44,--,Warner University  at  #278 Coastal Car,3:30 PM,HTC Center
