Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Texas,Northwestern St.,28.0,140.,130,[],False
Ohio St.,Ohio St.,-18.0,159.,186,[],False
Florida,Florida,-38.5,160.5.,130,[],False
Quinnipiac,Quinnipiac,2.0,138.5.,144,[],False
Lafayette,Stonehill,5.0,134.5.,135,[],False
Iona,Harvard,5.0,140.,128,[],False
Penn St.,Pennsylvania,26.0,151.5.,152,[],False
William & Mary,Navy,7.5,159.,158,[],False
Northwestern,Northwestern,-14.5,137.5.,145,[],False
Minnesota,Morgan St.,23.0,144.,158,[],False
Milwaukee,IUPUI,16.5,148.5.,169,[],False
Albany,Stony Brook,9.0,149.,147,[],False
Maine,Boston U,4.5,131.,115,[],False
Youngstown St.,Detroit Mercy,14.5,137.,137 pushed the pre-game total of 137.,[],False
Southern Methodist,Longwood,18.5,153.5.,180,[],False
Marist,Marist,-6.5,131.5.,120,[],False
Northern Iowa,Northern Iowa,-10.5,146.,145,[],False
High Point,Norfolk State,9.0,145.5.,151,[],False
Robert Morris,Robert Morris,-1.0,134.5.,190,[],False
Niagara,Niagara,-4.5,142.5.,157,[],False
Oklahoma,Prairie View A&M,29.5,161.,156,[],False
Georgia,South Carolina State,24.5,142.5.,151,[],False
Illinois,Illinois,-38.0,150.5.,181,[],False
Drake,Drake,-8.5,140.5.,111,[],False
Army,Army,3.0,155.,153,[],False
Temple,Temple,-15.0,151.,162,[],False
Alabama,Alabama,-22.0,166.5.,187,[],False
Washington,Washington,-25.5,138.,143,[],False
Cleveland St.,Cleveland St.,-1.5,144.5.,142,[],False
Green Bay,Purdue Fort Wayne,-8.5,158.5.,150,[],False
Evansville,Evansville,4.0,133.,97,[],False
Bradley,Valparaiso,14.0,149.5.,156,[],False
Indiana,Winthrop,16.0,163.,145,[],False
American U.,UMBC,5.0,148.5.,189,[],False
Tarleton State,Tarleton State,-9.5,133.5.,130,[],False
Illinois St.,Illinois-Chicago,4.0,143.,140,[],False
UC Riverside,UC Riverside,-1.5,149.,160,[],False
Oregon,Oregon,-20.5,143.5.,138,[],False
Texas State,Texas-Arlington,6.0,147.5.,152,[],False
Purdue,Toledo,21.5,155.5.,147,[],False
Louisiana State,Louisiana State,-40.0,142.,155,[],False
Michigan,Michigan,-21.0,159.5.,176,[],False
North Carolina,Campbell,28.5,155.5.,178,[],False
