Rank,Hotness Score,Matchup,Time,Location
1,99.3,#12 Michigan St  at  #11 Maryland,6:30 PM,Xfinity Center
2,97.8,#29 Mississippi  at  #2 Auburn,7:00 PM,Neville Arena
3,96.7,#17 Kentucky  at  #53 Oklahoma,9:00 PM,Lloyd Noble Center
4,96.4,#38 Texas  at  #37 Arkansas,9:00 PM,Bud Walton Arena
5,95.8,#55 Vanderbilt  at  #22 Texas A&M,7:00 PM,Reed Arena
6,95.6,#30 Ohio St  at  #59 USC,10:30 PM,Galen Center
7,95.3,#26 BYU  at  #63 Arizona St,9:30 PM,Desert Financial Arena
8,95.1,#65 Utah  at  #8 Arizona,9:00 PM,McKale Memorial Center
8,95.1,#46 Utah St  at  #52 Boise St,10:30 PM,ExtraMile Arena
10,95.0,#13 St John's  at  #68 Butler,9:00 PM,Hinkle Fieldhouse
11,94.2,#57 Penn St  at  #47 Indiana,8:30 PM,Simon Skjodt Assembly Hall
12,93.2,#80 Georgetown  at  #28 UConn,6:30 PM,XL Center
13,92.3,#85 Notre Dame  at  #24 Clemson,7:00 PM,Littlejohn Coliseum
14,92.0,#64 Kansas St  at  #72 UCF,7:00 PM,Addition Financial Arena
15,89.4,#73 San Francisco  at  #91 Oregon St,11:00 PM,Gill Coliseum
16,89.2,#40 SMU  at  #113 California,11:00 PM,Haas Pavilion
17,88.7,#101 Virginia  at  #61 Wake Forest,9:00 PM,Lawrence Joel Veterans Memorial Coliseum
18,88.6,#116 DePaul  at  #31 Creighton,9:00 PM,CHI Health Center Omaha
19,87.1,#103 St Bonaventure  at  #81 Saint Joseph's,7:00 PM,Michael J. Hagan Arena
20,86.0,#92 NC State  at  #106 Syracuse,7:00 PM,JMA Wireless Dome
21,85.5,#76 Dayton  at  #123 Rhode Island,7:00 PM,Thomas M. Ryan Center
22,83.7,#110 G Washington  at  #108 Loyola Chi,8:00 PM,Joseph J. Gentile Arena
23,82.7,#44 Villanova  at  #161 Seton Hall,8:30 PM,Prudential Center
24,80.1,#144 Illinois Chicago  at  #102 N Iowa,7:00 PM,McLeod Center
25,79.4,#178 Rice  at  #49 Memphis,8:00 PM,FedExForum
26,78.8,#163 Boston College  at  #87 Stanford,9:00 PM,Maples Pavilion
27,72.8,#210 Fordham  at  #74 George Mason,7:00 PM,EagleBank Arena
28,70.0,#173 S Florida  at  #155 Temple,7:00 PM,The Liacouras Center
29,69.5,#93 Bradley  at  #224 Valparaiso,9:00 PM,Athletics-Recreation Center
30,67.9,#77 Drake  at  #241 Evansville,8:00 PM,Ford Center
31,67.0,#130 Duquesne  at  #216 La Salle,6:30 PM,John Glaser Arena
32,62.6,#151 Belmont  at  #227 Missouri St,8:00 PM,Great Southern Bank Arena
33,62.1,#237 Queens  at  #138 N Alabama,7:00 PM,CB&S Bank Arena at Flowers Hall
34,60.7,#235 Charlotte  at  #152 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
35,60.6,#242 Mercer  at  #142 E Tennessee St,6:00 PM,Freedom Hall Civic Center
36,59.7,#244 South Dakota  at  #148 N Dakota St,8:00 PM,Scheels Center
37,57.9,#94 Arkansas St  at  #290 Louisiana,8:30 PM,Cajundome
38,55.6,#245 Presbyterian  at  #177 NC Asheville,6:30 PM,Kimmel Arena
39,53.4,#189 Radford  at  #251 Gardner-Webb,7:00 PM,Paul Porter Arena
40,53.1,#136 S Alabama  at  #292 Southern Miss,8:30 PM,Reed Green Coliseum
41,48.7,#211 E Kentucky  at  #260 N Florida,7:00 PM,UNF Arena
42,47.6,#342 SC Upstate  at  #90 High Point,7:00 PM,Nido and Mariana Qubein Arena
43,45.5,#348 C Arkansas  at  #99 Lipscomb,8:00 PM,Allen Arena
44,43.6,#140 Wofford  at  #338 W Carolina,7:00 PM,Ramsey Center
45,38.4,#280 Navy  at  #250 American,7:00 PM,Bender Arena
46,37.9,#358 The Citadel  at  #149 Furman,7:00 PM,Bon Secours Wellness Arena
47,37.5,#221 Bucknell  at  #313 Loyola MD,7:00 PM,Reitz Arena
48,37.1,#345 Bellarmine  at  #175 FGCU,7:00 PM,Alico Arena
49,33.4,#317 Holy Cross  at  #240 Colgate,7:00 PM,Cotterell Court
50,30.4,#291 Boston U  at  #287 Lehigh,6:00 PM,Stabler Arena
51,30.2,#256 Georgia St  at  #322 Coastal Car,7:30 PM,HTC Center
51,30.2,#355 Stetson  at  #209 Jacksonville,7:00 PM,Swisher Gymnasium
53,19.0,#288 Austin Peay  at  #349 W Georgia,7:00 PM,The Coliseum
54,18.3,#277 NC Central  at  #361 Maryland ES,8:00 PM,Hytche Athletic Center
