Rank,Hotness Score,Matchup,Time,Location
1,99.5,#15 Alabama  vs.  #5 Illinois,9:00 PM,United Center
2,99.4,#11 Arizona  at  #8 UConn,7:00 PM,Harry A. Gampel Pavilion
3,92.0,#74 S Florida  at  #52 Oklahoma St,8:00 PM,Gallagher-Iba Arena
4,91.5,#86 Dayton  at  #47 Marquette,7:30 PM,Fiserv Forum
5,87.3,#135 Middle Tenn  at  #9 Michigan,6:30 PM,Crisler Center
6,79.6,#108 UC Irvine  at  #147 Utah Valley,8:00 PM,UCCU Center
7,78.7,#189 Arkansas St  at  #28 Saint Mary's,10:00 PM,University Credit Union Pavilion
8,76.7,#156 Hofstra  at  #123 Temple,7:00 PM,The Liacouras Center
9,75.8,#37 Villanova  at  #210 La Salle,7:00 PM,John E. Glaser Arena
10,75.5,#188 Harvard  at  #79 Penn St,6:30 PM,Bryce Jordan Center
11,73.1,#125 Wyoming  at  #175 Sam Houston,7:30 PM,Bernard G. Johnson Coliseum
12,72.7,#180 S Alabama  at  #121 Jacksonville St,7:00 PM,Pete Mathews Coliseum
13,71.5,#133 Youngstown St  at  #181 Toledo,7:00 PM,Savage Arena
14,66.3,#211 William & Mary  at  #132 Bowling Green,7:00 PM,Stroh Center
15,66.1,#187 Campbell  at  #172 Weber St,10:00 PM,Dee Events Center
16,64.0,#167 Louisiana Tech  at  #199 Indiana St,7:00 PM,Hulman Center
17,62.9,#274 Mt St Mary's  at  #60 Maryland,7:00 PM,Xfinity Center
18,61.7,#218 Bethune  at  #169 Ohio,7:00 PM,Convocation Center
18,61.7,#290 North Dakota  at  #39 Creighton,8:00 PM,CHI Health Center Omaha
20,60.8,#285 UMBC  at  #62 G Washington,7:00 PM,Charles E. Smith Center
21,60.4,#260 Lipscomb  at  #112 Belmont,8:30 PM,Curb Event Center
22,59.6,#219 FGCU  at  #183 Samford,7:00 PM,Pete Hanna Center
23,57.3,#317 Jackson St  at  #25 Auburn,9:00 PM,Neville Arena
24,53.8,#324 Bryant  at  #58 Virginia Tech,7:00 PM,Cassell Coliseum
25,53.6,#302 Loyola MD  at  #110 Duquesne,7:00 PM,UPMC Cooper Fieldhouse
26,52.4,#328 Kansas City  at  #69 TCU,8:00 PM,Schollmaier Arena
27,51.7,#279 VMI  at  #158 Richmond,7:00 PM,Robins Center
28,49.9,#346 Bellarmine  at  #53 Notre Dame,7:00 PM,Purcell Pavilion at the Joyce Center
29,44.4,#343 UMass Lowell  at  #118 Bradley,8:00 PM,Carver Arena
30,44.0,#196 NC Asheville  at  #298 W Carolina,7:30 PM,Ramsey Center
31,43.6,#320 S Utah  at  #164 Washington St,11:00 PM,Friel Court at Beasley Coliseum
32,33.8,#321 N Florida  at  #231 Wofford,7:00 PM,Jerry Richardson Indoor Stadium
33,32.8,#297 Maine  at  #264 Merrimack,7:30 PM,Hammel Court
34,32.5,#308 Tenn Tech  at  #255 SC Upstate,7:00 PM,G.B. Hodge Center
35,32.2,#198 Chattanooga  at  #359 S Carolina St,7:00 PM,Smith-Hammond Middleton Memorial Center
36,30.5,#276 Valparaiso  at  #303 Cleveland St,7:00 PM,Wolstein Center
37,20.4,#292 Alabama St  at  #336 Air Force,6:00 PM,Clune Arena
38,12.7,#310 Howard  at  #361 Stetson,7:00 PM,Insight Credit Union Arena at Edmunds Center
39,--,Jamestown  at  #140 N Dakota St,8:00 PM,Scheels Center
39,--,North Greenville  at  #352 The Citadel,7:00 PM,McAlister Field House
39,--,Tiffin  at  #316 E Illinois,8:00 PM,Groniger Arena at Charles P. Lantz Complex
39,--,Dallas Christian  at  #322 E Texas A&M,7:30 PM,The Field House
39,--,City College of New York  at  #241 Quinnipiac,7:00 PM,M&T Bank Arena
39,--,William Carey  at  #240 SE Louisiana,7:00 PM,Pride Roofing University Center
39,--,Misericordia  at  #340 Binghamton,6:07 PM,Events Center
39,--,St. Thomas (TX)  at  #191 UTEP,9:00 PM,Don Haskins Center
39,--,Ohio Christian  at  #193 Furman,6:30 PM,Timmons Arena
39,--,Nobel University  at  #295 Long Beach St,10:00 PM,The Walter Pyramid
39,--,Evergreen State  at  #176 Portland St,10:00 PM,Viking Pavilion
39,--,Concordia (NE)  at  #226 Omaha,8:00 PM,Baxter Arena
