Rank,Hotness Score,Matchup,Time,Location
1,99.7,#5 Florida  at  #7 Tennessee,12:00 PM,Thompson-Boling Arena at Food City Center
2,99.0,#10 Kansas  at  #20 Baylor,4:00 PM,Paul and Alejandra Foster Pavilion
3,98.9,#13 Texas Tech  at  #1 Houston,6:00 PM,Fertitta Center
4,98.6,#2 Auburn  at  #25 Mississippi,2:00 PM,The Sandy and John Black Pavilion at Ole Miss
5,98.1,#8 Gonzaga  at  #36 St Marys,11:00 PM,University Credit Union Pavilion
6,97.8,#26 Connecticut  at  #17 Marquette,8:00 PM,Fiserv Forum
7,97.4,#38 Georgia  at  #6 Alabama,4:00 PM,Coleman Coliseum
7,97.4,#35 Missouri  at  #27 Miss State,1:00 PM,Humphrey Coliseum
9,97.3,#32 N Carolina  at  #3 Duke,6:30 PM,Cameron Indoor Stadium
10,96.3,#22 Wisconsin  at  #50 Northwestern,2:00 PM,Welsh-Ryan Arena
11,96.2,#9 Arizona  at  #60 Arizona St,1:00 PM,Desert Financial Arena
11,96.2,#30 Creighton  at  #48 Villanova,1:00 PM,William B. Finneran Pavilion
13,96.1,#49 Arkansas  at  #16 Kentucky,9:00 PM,Rupp Arena at Central Bank Center
14,95.6,#15 Michigan St  at  #61 USC,4:30 PM,Galen Center
14,95.6,#28 BYU  at  #59 UCF,4:00 PM,Addition Financial Arena
14,95.6,#19 Michigan  at  #62 Rutgers,3:30 PM,Jersey Mike's Arena
14,95.6,#33 Texas  at  #56 LSU,6:00 PM,Pete Maravich Assembly Center
18,95.2,#53 New Mexico  at  #40 Utah St,9:30 PM,Dee Glen Smith Spectrum
19,95.0,#34 Pittsburgh  at  #64 Wake Forest,12:00 PM,Lawrence Joel Veterans Memorial Coliseum
20,94.9,#51 Vanderbilt  at  #45 Oklahoma,3:30 PM,Lloyd Noble Center
21,94.0,#73 Kansas St  at  #4 Iowa St,2:00 PM,James H. Hilton Coliseum
22,93.6,#21 Texas A&M  at  #81 S Carolina,8:30 PM,Colonial Life Arena
23,93.4,#70 Stanford  at  #44 S Methodist,6:00 PM,Moody Coliseum
24,92.8,#84 Providence  at  #18 St Johns,12:00 PM,Madison Square Garden
25,92.7,#31 Clemson  at  #83 NC State,1:30 PM,Lenovo Center
26,90.5,#29 Louisville  at  #102 GA Tech,3:45 PM,McCamish Pavilion
27,88.5,#63 Utah  at  #107 Oklahoma St,3:00 PM,Gallagher-Iba Arena
28,87.7,#103 UNLV  at  #76 Nevada,10:00 PM,Lawlor Events Center
29,87.1,#97 Wash State  at  #87 San Francisco,10:00 PM,War Memorial at the Sobrato Center
30,86.7,#96 Washington  at  #92 Minnesota,12:00 PM,Williams Arena
31,85.7,#77 Geo Mason  at  #120 Davidson,4:00 PM,McKillop Court at John M. Belk Arena
32,84.4,#88 St Josephs  at  #123 Loyola-Chi,2:00 PM,Joseph J. Gentile Arena
33,83.6,#105 Syracuse  at  #113 California,10:00 PM,Haas Pavilion
33,83.6,#126 Utah Valley  at  #89 Grd Canyon,8:00 PM,Global Credit Union Arena at GCU
35,82.7,#116 VA Tech  at  #109 Virginia,4:00 PM,John Paul Jones Arena
36,82.4,#69 Notre Dame  at  #149 Miami,8:00 PM,Watsco Center
37,80.7,#90 Liberty  at  #151 Jksnville St,5:00 PM,Pete Mathews Coliseum
38,78.9,#181 Wyoming  at  #52 San Diego St,8:00 PM,Viejas Arena
39,77.6,#71 Florida St  at  #183 Boston Col,2:00 PM,Conte Forum
40,77.0,#67 McNeese St  at  #189 Nicholls,4:00 PM,Stopher Gymnasium
41,76.7,#93 Arkansas St  at  #176 Texas St,5:00 PM,Strahan Arena at the University Events Center
42,75.7,#161 TX El Paso  at  #122 Middle Tenn,3:00 PM,Murphy Center
43,75.6,#152 Wofford  at  #133 NC-Grnsboro,6:00 PM,First Horizon Coliseum
44,74.5,#162 E Carolina  at  #131 Temple,2:00 PM,The Liacouras Center
45,74.4,#86 Drake  at  #195 S Illinois,2:00 PM,Banterra Center
46,74.0,#164 U Mass  at  #132 Duquesne,2:00 PM,UPMC Cooper Fieldhouse
47,73.1,#119 Geo Wshgtn  at  #184 La Salle,2:30 PM,John Glaser Arena
48,73.0,#221 Richmond  at  #47 VCU,4:00 PM,Stuart C. Siegel Center
49,72.9,#169 N Mex State  at  #136 W Kentucky,3:00 PM,E.A. Diddle Arena
50,72.3,#186 Sam Hous St  at  #118 LA Tech,4:00 PM,Thomas Assembly Center
51,72.2,#202 Fordham  at  #95 St Bonavent,12:30 PM,Reilly Center
52,71.4,#223 UC Davis  at  #66 UC Irvine,4:00 PM,Bren Events Center
53,70.3,#225 UTSA  at  #74 North Texas,6:00 PM,UNT Coliseum
54,69.5,#158 Ohio  at  #172 Miami (OH),3:30 PM,Millett Hall
55,68.7,#222 Charlotte  at  #100 UAB,2:00 PM,Bartow Arena
56,68.3,#214 Indiana St  at  #115 IL-Chicago,3:00 PM,Credit Union 1 Arena
57,67.5,#190 Drexel  at  #154 Towson,6:00 PM,TU Arena
58,66.2,#211 Valparaiso  at  #137 Illinois St,5:00 PM,CEFCU Arena - Home of the Redbirds
59,65.8,#215 Brown  at  #138 Princeton,5:00 PM,Jadwin Gymnasium
60,65.4,#209 Mercer  at  #147 Chattanooga,2:00 PM,McKenzie Arena
61,65.3,#155 Hofstra  at  #207 Campbell,1:00 PM,Gore Arena/Pope Convocation Center
62,64.7,#187 Northeastrn  at  #179 Elon,7:00 PM,Schar Center
63,64.0,#270 Fresno St  at  #58 Boise St,4:00 PM,ExtraMile Arena
64,63.3,#98 High Point  at  #257 Presbyterian,2:00 PM,Ross E. Templeton Physical Education Center
