Rank,Hotness Score,Matchup,Time,Location
1,94.0,#2 Cleveland  at  #1 Okla City,7:30 PM,Paycom Center
2,85.8,#5 Houston  at  #13 Sacramento,10:00 PM,Golden 1 Center
3,73.1,#16 Indiana  at  #22 Detroit,7:00 PM,Little Caesars Arena
4,59.5,#10 LA Clippers  at  #29 Portland,10:00 PM,Moda Center
5,48.2,#17 Phoenix  at  #30 Washington,7:00 PM,Capital One Arena
