Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score
Phoenix,Washington,Washington,+11.5,231.5.,253,[]
Indiana,Detroit,Indiana,-2,229.5.,211,[]
Cleveland,Oklahoma City,Oklahoma City,-2.5,233.,248,[]
L.A. Clippers,Portland,L.A. Clippers,-7,220.5.,207,[]
Houston,Sacramento,Sacramento,-4.5,225.,259,[]
