Team,Over Record,Over %,Under %,Total +/-
Radford,8-0-0,100.0%,0.0%,+9.5
South Dakota,9-1-0,90.0%,10.0%,+10.9
TN State,9-1-0,90.0%,10.0%,+12.9
Siena,9-1-0,90.0%,10.0%,+14.7
Akron,9-1-1,90.0%,10.0%,+13.9
SE Missouri,8-1-0,88.9%,11.1%,+9.7
Le Moyne,8-1-0,88.9%,11.1%,+15.9
Howard,7-1-0,87.5%,12.5%,+16.2
Belmont,10-2-0,83.3%,16.7%,+9.7
Jackson St,5-1-0,83.3%,16.7%,+15.4
Wash State,9-2-0,81.8%,18.2%,+14.0
U Penn,9-2-0,81.8%,18.2%,+6.5
North Dakota,8-2-0,80.0%,20.0%,+9.7
N Florida,8-2-0,80.0%,20.0%,+14.4
N Dakota St,8-2-0,80.0%,20.0%,+8.2
Temple,8-2-0,80.0%,20.0%,+10.8
E Michigan,7-2-0,77.8%,22.2%,+17.2
Purdue,10-3-0,76.9%,23.1%,+5.8
Alab A&M,9-3-0,75.0%,25.0%,+6.2
Fordham,9-3-0,75.0%,25.0%,+13.4
Col Charlestn,9-3-0,75.0%,25.0%,+8.9
Gard-Webb,6-2-1,75.0%,25.0%,+0.9
Cornell,6-2-2,75.0%,25.0%,+14.5
Miami (OH),8-3-0,72.7%,27.3%,+7.6
North Texas,8-3-0,72.7%,27.3%,+2.0
CS Bakersfld,8-3-0,72.7%,27.3%,+5.9
Baylor,8-3-0,72.7%,27.3%,+2.1
NC Central,5-2-0,71.4%,28.6%,+11.8
Northwestern,10-4-0,71.4%,28.6%,+3.7
Norfolk St,5-2-0,71.4%,28.6%,+8.4
Harvard,5-2-0,71.4%,28.6%,-1.9
Dartmouth,5-2-0,71.4%,28.6%,+4.4
S Methodist,10-4-0,71.4%,28.6%,+6.7
Alabama St,5-2-0,71.4%,28.6%,+11.7
Denver,7-3-0,70.0%,30.0%,+2.1
Central Mich,7-3-0,70.0%,30.0%,+3.6
IPFW,7-3-0,70.0%,30.0%,+5.3
Kent St,7-3-0,70.0%,30.0%,+9.5
Winthrop,7-3-0,70.0%,30.0%,+15.3
N Colorado,7-3-0,70.0%,30.0%,+10.6
S Dakota St,7-3-0,70.0%,30.0%,+10.4
Central Ark,7-3-0,70.0%,30.0%,+1.2
Vermont,7-3-0,70.0%,30.0%,-1.4
Navy,7-3-0,70.0%,30.0%,+5.0
Queens,7-3-0,70.0%,30.0%,+4.2
Texas,9-4-2,69.2%,30.8%,+4.6
Georgia St,9-4-0,69.2%,30.8%,+7.5
USC,11-5-0,68.8%,31.3%,+3.3
UTSA,6-3-0,66.7%,33.3%,-1.1
IL-Chicago,6-3-0,66.7%,33.3%,+10.4
N Alabama,8-4-0,66.7%,33.3%,+7.0
Niagara,6-3-0,66.7%,33.3%,+6.6
Prairie View,4-2-0,66.7%,33.3%,+2.9
W Carolina,6-3-1,66.7%,33.3%,+1.9
Clemson,10-5-0,66.7%,33.3%,+4.0
Sam Hous St,4-2-0,66.7%,33.3%,-1.4
Troy,8-4-0,66.7%,33.3%,+3.7
Miss State,8-4-0,66.7%,33.3%,+6.1
Illinois St,8-4-1,66.7%,33.3%,+8.9
Memphis,8-4-0,66.7%,33.3%,+0.4
Ohio,6-3-1,66.7%,33.3%,+3.5
WI-Milwkee,6-3-0,66.7%,33.3%,-0.1
Manhattan,6-3-0,66.7%,33.3%,+10.1
NC-Grnsboro,6-3-0,66.7%,33.3%,+2.2
Wofford,6-3-1,66.7%,33.3%,+1.0
SE Louisiana,4-2-0,66.7%,33.3%,+7.5
S Car State,4-2-0,66.7%,33.3%,+7.1
Ball St,6-3-0,66.7%,33.3%,+5.3
UCSD,6-3-0,66.7%,33.3%,+0.9
Portland,8-4-0,66.7%,33.3%,+8.5
SC Upstate,6-3-0,66.7%,33.3%,+6.1
E Kentucky,6-3-0,66.7%,33.3%,+5.3
LSU,9-5-0,64.3%,35.7%,+1.0
Miami,9-5-0,64.3%,35.7%,+7.6
Boston Col,9-5-0,64.3%,35.7%,+9.5
NC-Wilmgton,9-5-0,64.3%,35.7%,+1.6
Washington,9-5-0,64.3%,35.7%,+1.3
Villanova,9-5-1,64.3%,35.7%,+1.8
Dayton,9-5-0,64.3%,35.7%,-0.3
Valparaiso,9-5-0,64.3%,35.7%,+7.0
Richmond,7-4-0,63.6%,36.4%,+5.2
CS Fullerton,7-4-0,63.6%,36.4%,+7.9
Pittsburgh,7-4-2,63.6%,36.4%,+3.8
Maryland BC,7-4-0,63.6%,36.4%,+1.8
Citadel,7-4-0,63.6%,36.4%,+2.3
Oklahoma St,7-4-0,63.6%,36.4%,+1.6
Rice,7-4-0,63.6%,36.4%,-0.1
Montana,7-4-0,63.6%,36.4%,-0.4
Bellarmine,7-4-0,63.6%,36.4%,+7.3
Stonehill,7-4-0,63.6%,36.4%,+5.4
Utah Valley,5-3-0,62.5%,37.5%,+4.4
St Fran (PA),5-3-0,62.5%,37.5%,+6.6
Idaho St,5-3-0,62.5%,37.5%,+2.8
Monmouth,5-3-0,62.5%,37.5%,+9.4
Weber St,5-3-1,62.5%,37.5%,+3.2
Texas St,5-3-0,62.5%,37.5%,+2.4
Chicago St,5-3-0,62.5%,37.5%,+1.1
Minnesota,10-6-0,62.5%,37.5%,+3.4
N Arizona,5-3-0,62.5%,37.5%,+4.0
Mercyhurst,5-3-0,62.5%,37.5%,+5.7
W Georgia,5-3-0,62.5%,37.5%,+1.3
VA Tech,8-5-0,61.5%,38.5%,+2.2
Air Force,8-5-0,61.5%,38.5%,+0.7
Oregon,8-5-0,61.5%,38.5%,+2.7
Gonzaga,8-5-0,61.5%,38.5%,+1.8
E Carolina,8-5-0,61.5%,38.5%,+0.6
Loyola Mymt,8-5-1,61.5%,38.5%,-2.8
Oklahoma,8-5-0,61.5%,38.5%,+2.0
Utah St,8-5-0,61.5%,38.5%,+7.8
Idaho,6-4-0,60.0%,40.0%,+2.0
Delaware,6-4-0,60.0%,40.0%,+2.9
Maryland,9-6-0,60.0%,40.0%,+4.3
Stetson,6-4-0,60.0%,40.0%,+4.2
Hofstra,6-4-0,60.0%,40.0%,+1.5
California,9-6-0,60.0%,40.0%,+7.3
Loyola-MD,6-4-0,60.0%,40.0%,+0.4
SIU Edward,6-4-0,60.0%,40.0%,-1.9
Quinnipiac,6-4-0,60.0%,40.0%,+0.2
IU Indy,6-4-0,60.0%,40.0%,+4.9
Furman,6-4-0,60.0%,40.0%,-0.4
Lg Beach St,6-4-0,60.0%,40.0%,+3.9
Northeastrn,6-4-0,60.0%,40.0%,-0.5
Lipscomb,6-4-0,60.0%,40.0%,+1.7
Geo Mason,9-6-0,60.0%,40.0%,-0.4
Southern,3-2-0,60.0%,40.0%,+8.1
Kentucky,9-6-0,60.0%,40.0%,+5.7
U Mass,7-5-0,58.3%,41.7%,+0.9
UCSB,7-5-0,58.3%,41.7%,+1.0
Florida Intl,7-5-0,58.3%,41.7%,+1.8
Army,7-5-0,58.3%,41.7%,+7.6
Arizona,7-5-0,58.3%,41.7%,-2.1
W Kentucky,7-5-0,58.3%,41.7%,+2.3
Mass Lowell,7-5-0,58.3%,41.7%,+8.8
Colorado St,7-5-0,58.3%,41.7%,+2.1
Michigan,7-5-0,58.3%,41.7%,-0.3
New Mexico,7-5-0,58.3%,41.7%,+1.1
Bucknell,7-5-0,58.3%,41.7%,+2.4
Marquette,8-6-0,57.1%,42.9%,-1.7
Texas Tech,8-6-1,57.1%,42.9%,+3.7
NC-Asheville,4-3-0,57.1%,42.9%,+10.6
Illinois,8-6-0,57.1%,42.9%,-1.8
New Orleans,4-3-0,57.1%,42.9%,+6.8
St. Thomas,4-3-1,57.1%,42.9%,+9.4
DePaul,9-7-0,56.3%,43.8%,-0.7
UC Irvine,5-4-0,55.6%,44.4%,+2.2
Morgan St,5-4-0,55.6%,44.4%,+2.7
Brown,5-4-0,55.6%,44.4%,+4.8
Neb Omaha,5-4-0,55.6%,44.4%,+2.8
Kansas City,5-4-0,55.6%,44.4%,+1.2
App State,5-4-1,55.6%,44.4%,+1.3
E Washingtn,5-4-0,55.6%,44.4%,+3.4
American,5-4-0,55.6%,44.4%,+4.1
Fla Atlantic,5-4-0,55.6%,44.4%,+4.8
Towson,5-4-0,55.6%,44.4%,-2.2
TN Tech,5-4-0,55.6%,44.4%,+1.4
Youngs St,5-4-1,55.6%,44.4%,+6.6
Missouri St,6-5-0,54.6%,45.5%,+5.7
Auburn,6-5-0,54.6%,45.5%,-0.2
Hsn Christian,6-5-0,54.6%,45.5%,+0.2
Boise St,6-5-0,54.6%,45.5%,-1.7
Fresno St,6-5-0,54.6%,45.5%,+3.2
