Team,Over Record,Over %,Under %,Total +/-
Fresno St,9-0-0,100.0%,0.0%,+16.6
Temple,6-0-0,100.0%,0.0%,+13.3
Virginia,10-2-0,83.3%,16.7%,+9.2
Charlotte,5-1-0,83.3%,16.7%,+17.0
Iowa,4-1-0,80.0%,20.0%,+2.7
Northwestern,8-2-0,80.0%,20.0%,+5.2
Miami (OH),12-3-0,80.0%,20.0%,+7.1
IL-Chicago,12-3-0,80.0%,20.0%,+12.8
USC,8-2-0,80.0%,20.0%,+3.5
Le Moyne,8-2-0,80.0%,20.0%,+6.2
Alab A&M,11-3-0,78.6%,21.4%,+12.5
Fordham,7-2-0,77.8%,22.2%,+11.1
St. Thomas,7-2-0,77.8%,22.2%,+5.4
Valparaiso,10-3-0,76.9%,23.1%,+5.2
N Arizona,10-3-0,76.9%,23.1%,+0.6
Lg Beach St,10-3-0,76.9%,23.1%,+5.3
Radford,10-3-0,76.9%,23.1%,+2.4
NC Central,6-2-0,75.0%,25.0%,+11.3
IU Indy,9-3-0,75.0%,25.0%,+11.3
Wofford,9-3-1,75.0%,25.0%,+1.0
Yale,9-3-1,75.0%,25.0%,+12.6
Ohio St,6-2-0,75.0%,25.0%,+8.9
Morgan St,6-2-0,75.0%,25.0%,+7.6
Bryant,6-2-0,75.0%,25.0%,+7.3
Delaware,11-4-0,73.3%,26.7%,+6.8
Dayton,11-4-0,73.3%,26.7%,+3.3
Gonzaga,11-4-0,73.3%,26.7%,+4.1
U Penn,8-3-1,72.7%,27.3%,+1.4
Akron,8-3-0,72.7%,27.3%,+12.3
South Dakota,8-3-0,72.7%,27.3%,+6.7
Jackson St,8-3-0,72.7%,27.3%,+9.4
Cornell,5-2-1,71.4%,28.6%,+1.5
N Dakota St,10-4-0,71.4%,28.6%,+7.5
Georgia St,10-4-0,71.4%,28.6%,+7.9
Michigan,5-2-0,71.4%,28.6%,+6.1
Baylor,10-4-0,71.4%,28.6%,+8.0
Davidson,7-3-0,70.0%,30.0%,+9.0
Oregon,7-3-0,70.0%,30.0%,+6.1
Longwood,7-3-0,70.0%,30.0%,+4.3
Quinnipiac,7-3-0,70.0%,30.0%,+2.2
Southern,7-3-0,70.0%,30.0%,+7.3
Oakland,7-3-0,70.0%,30.0%,+8.4
Maryland,7-3-0,70.0%,30.0%,+2.9
DePaul,7-3-0,70.0%,30.0%,+2.4
Dartmouth,7-3-0,70.0%,30.0%,+6.0
Illinois St,9-4-0,69.2%,30.8%,+6.9
Illinois,9-4-0,69.2%,30.8%,+3.1
Auburn,9-4-0,69.2%,30.8%,+7.0
Winthrop,9-4-0,69.2%,30.8%,+7.0
GA Southern,9-4-0,69.2%,30.8%,+8.7
TN State,9-4-0,69.2%,30.8%,+7.3
Alabama St,9-4-0,69.2%,30.8%,+7.7
Gard-Webb,9-4-0,69.2%,30.8%,+2.7
Toledo,11-5-0,68.8%,31.3%,+6.5
San Jose St,11-5-1,68.8%,31.3%,+3.5
Iona,11-5-0,68.8%,31.3%,+2.6
Belmont,11-5-0,68.8%,31.3%,+4.4
Oklahoma,8-4-0,66.7%,33.3%,+2.9
Colorado St,8-4-0,66.7%,33.3%,+2.5
Ark Pine Bl,6-3-0,66.7%,33.3%,+4.0
Chattanooga,8-4-0,66.7%,33.3%,+3.1
UC Riverside,10-5-0,66.7%,33.3%,+6.6
Indiana St,12-6-0,66.7%,33.3%,+5.6
Creighton,6-3-0,66.7%,33.3%,+2.8
Siena,10-5-0,66.7%,33.3%,+3.5
NC-Asheville,6-3-2,66.7%,33.3%,+2.8
Alabama,8-4-1,66.7%,33.3%,+7.4
Providence,8-4-0,66.7%,33.3%,+4.8
Air Force,8-4-0,66.7%,33.3%,-0.2
