Team,Over Record,Over %,Under %,Total +/-
Minnesota,241-195-3,55.3%,44.7%,+2.9
LA Lakers,230-195-4,54.1%,45.9%,+1.4
Washington,225-199-3,53.1%,46.9%,+0.7
Utah,226-202-7,52.8%,47.2%,+2.1
Chicago,218-197-4,52.5%,47.5%,+2.1
Denver,234-215-3,52.1%,47.9%,+0.7
Charlotte,218-202-3,51.9%,48.1%,+0.9
Philadelphia,226-210-9,51.8%,48.2%,+0.9
Memphis,222-210-4,51.4%,48.6%,+1.0
San Antonio,218-208-8,51.2%,48.8%,0.0
Phoenix,219-212-6,50.8%,49.2%,+0.7
Cleveland,229-223-1,50.7%,49.3%,-0.1
Orlando,213-208-5,50.6%,49.4%,-0.5
Houston,219-214-5,50.6%,49.4%,+0.7
Toronto,222-217-6,50.6%,49.4%,-0.3
LA Clippers,220-215-7,50.6%,49.4%,+0.9
Dallas,221-217-4,50.5%,49.5%,+0.6
Indiana,219-219-8,50.0%,50.0%,+0.9
Atlanta,219-220-6,49.9%,50.1%,+0.4
Brooklyn,207-208-7,49.9%,50.1%,+1.6
Portland,215-219-4,49.5%,50.5%,-0.4
New York,210-216-9,49.3%,50.7%,-0.1
Golden State,234-242-4,49.2%,50.8%,+0.3
Milwaukee,220-228-5,49.1%,50.9%,+0.3
Detroit,200-217-7,48.0%,52.0%,+0.6
Okla City,208-232-5,47.3%,52.7%,-0.8
Miami,213-239-0,47.1%,52.9%,-1.7
New Orleans,197-222-3,47.0%,53.0%,-0.5
Boston,218-252-4,46.4%,53.6%,-0.6
Sacramento,191-222-7,46.3%,53.8%,-1.1
