Team,Over Record,Over %,Under %,Total +/-
Utah,489-424-13,53.6%,46.4%,+1.7
Minnesota,471-419-12,52.9%,47.1%,+1.8
LA Clippers,479-437-14,52.3%,47.7%,+0.8
Chicago,474-440-12,51.9%,48.1%,+1.6
LA Lakers,488-455-10,51.8%,48.3%,+0.8
Toronto,467-444-9,51.3%,48.7%,+0.5
Phoenix,471-449-12,51.2%,48.8%,+0.9
Charlotte,425-413-10,50.7%,49.3%,+0.7
New York,451-441-11,50.6%,49.4%,+0.1
Philadelphia,461-451-18,50.6%,49.5%,+0.4
Indiana,468-460-15,50.4%,49.6%,+0.1
Cleveland,482-474-6,50.4%,49.6%,+0.4
Washington,454-448-12,50.3%,49.7%,+0.5
Milwaukee,460-456-12,50.2%,49.8%,+0.2
Atlanta,466-466-10,50.0%,50.0%,+0.3
San Antonio,480-480-19,50.0%,50.0%,-0.1
Denver,465-467-8,49.9%,50.1%,+0.3
Memphis,458-460-10,49.9%,50.1%,+0.1
Houston,457-460-12,49.8%,50.2%,+1.3
Dallas,468-481-13,49.3%,50.7%,-0.2
Portland,447-462-10,49.2%,50.8%,-0.6
Okla City,455-473-10,49.0%,51.0%,+0.1
Brooklyn,441-468-13,48.5%,51.5%,+1.0
Sacramento,421-456-18,48.0%,52.0%,-0.3
Boston,469-510-8,47.9%,52.1%,+0.3
Miami,468-509-9,47.9%,52.1%,-1.2
New Orleans,426-467-13,47.7%,52.3%,-0.1
Golden State,453-498-9,47.6%,52.4%,+0.2
Orlando,427-476-16,47.3%,52.7%,-0.6
Detroit,434-487-13,47.1%,52.9%,-0.2
