Rank,Hotness Score,Matchup,Time,Location
34,61.6,#118 Tulane  at  #255 Louisiana,8:00 PM,Cajundome
35,59.5,#143 Winthrop  at  #249 Coastal Car,7:00 PM,HTC Center
36,58.4,#281 Queens  at  #102 Duquesne,8:00 PM,UPMC Cooper Fieldhouse
37,58.2,#303 E Illinois  at  #60 Notre Dame,7:30 PM,Purcell Pavilion at the Joyce Center
38,56.8,#236 Northeastern  at  #185 Harvard,7:00 PM,Lavietes Pavilion
39,56.7,#321 Morehead St  at  #24 Clemson,7:00 PM,Littlejohn Coliseum
40,56.5,#2 Duke  at  #326 Army,7:00 PM,Christl Arena
41,55.9,#223 CS Northridge  at  #205 N Dakota St,8:00 PM,Scheels Center
42,55.0,#222 Norfolk St  at  #212 Old Dominion,7:00 PM,Chartway Arena at the Ted Constant Convocation Cen
43,54.7,#293 C Connecticut  at  #119 Boston College,7:00 PM,Conte Forum
44,54.5,#310 Buffalo  at  #90 DePaul,8:00 PM,Wintrust Arena
45,54.1,#239 Drexel  at  #200 Colgate,7:00 PM,Cotterell Court
46,53.4,#144 UCSB  at  #283 Sacramento St,10:00 PM,Hornet Pavilion
47,51.4,#270 Lipscomb  at  #181 NC Asheville,6:30 PM,Kimmel Arena
48,51.3,#289 Stonehill  at  #155 Rhode Island,7:00 PM,Thomas M. Ryan Center
49,50.1,#341 Chicago St  at  #64 Butler,7:00 PM,Hinkle Fieldhouse
50,49.3,#324 Alabama St  at  #112 UAB,7:30 PM,Bartow Arena
50,49.3,#359 C Arkansas  at  #23 Arkansas,8:00 PM,Bud Walton Arena
52,48.8,#358 Maryland ES  at  #37 Nebraska,8:00 PM,Pinnacle Bank Arena
53,48.4,#351 Alcorn St  at  #63 Maryland,7:00 PM,Xfinity Center
54,47.0,#238 Bucknell  at  #244 Princeton,7:00 PM,Jadwin Gymnasium
55,46.9,#363 AR-Pine Bluff  at  #49 Oklahoma,8:00 PM,McCasland Field House
56,46.7,#242 Georgia So  at  #243 FGCU,7:00 PM,Alico Arena
57,44.5,#356 Florida A&M  at  #95 UCF,7:00 PM,Addition Financial Arena
58,42.7,#159 Iona  at  #333 Kansas City,1:00 PM,Swinney Center
59,35.6,#299 NW State  at  #248 N Alabama,7:00 PM,CB&S Bank Arena at Flowers Hall
60,33.9,#294 W Illinois  at  #264 CS Bakersfield,9:30 PM,Icardo Center
61,33.8,#335 Wagner  at  #218 Fordham,7:00 PM,Rose Hill Gymnasium
62,32.4,#286 Merrimack  at  #282 Tarleton St,8:00 PM,Wisdom Gym
63,27.4,#269 UMBC  at  #327 Morgan St,6:00 PM,Talmadge L. Hill Field House
64,23.3,#285 LIU  at  #330 Air Force,4:00 PM,Clune Arena
65,17.4,#348 NJIT  at  #298 Loyola MD,7:00 PM,Reitz Arena
66,17.0,#290 Mt St Mary's  at  #360 St Francis PA,7:00 PM,DeGol Arena
67,--,Cleary University  at  #328 Detroit Mercy,7:00 PM,Calihan Hall
67,--,Bethesda University  at  #307 S Utah,8:30 PM,America First Events Center
67,--,St. Francis (IL)  at  #140 Illinois Chicago,8:00 PM,Credit Union 1 Arena
67,--,Lincoln (CA)  at  #241 Pepperdine,9:00 PM,Firestone Fieldhouse
67,--,Pensacola Christian College  at  #120 Troy,7:00 PM,Trojan Arena
67,--,Catawba  at  #91 George Mason,7:00 PM,EagleBank Arena
67,--,St. Joseph's (LI)  at  #272 Stony Brook,6:30 PM,Stony Brook Arena
67,--,SUNY-Delhi  at  #332 Albany,6:30 PM,Broadview Center
67,--,Oakwood  at  #220 Tennessee St,8:00 PM,Gentry Center
67,--,Coastal Georgia  at  #246 Bethune,6:00 PM,Moore Gymnasium
67,--,New Mexico Highlands  at  #168 New Mexico St,9:30 PM,Pan American Center
67,--,Mayville State  at  #323 North Dakota,8:00 PM,Betty Engelstad Sioux Center
67,--,Southwestern Christian  at  #240 Incarnate Word,6:00 PM,Alice P. McDermott Convocation Center
67,--,Wilson College  at  #122 Towson,7:30 PM,TU Arena
67,--,SW Adventist  at  #204 Abl Christian,4:00 PM,Moody Coliseum
67,--,IU Columbus  at  #352 IU Indy,11:00 AM,The Jungle
