Rank,Hotness Score,Matchup,Time,Location
1,97.9,#22 Baylor  vs.  #33 Mississippi St,12:15 PM,Lenovo Center
2,97.7,#36 Xavier  vs.  #17 Illinois,9:45 PM,Fiserv Forum
3,97.6,#27 North Carolina  vs.  #30 Mississippi,4:05 PM,Fiserv Forum
4,97.2,#43 Oklahoma  vs.  #23 UConn,9:25 PM,Lenovo Center
5,97.0,#45 New Mexico  vs.  #21 Marquette,7:25 PM,Rocket Arena
6,95.3,#56 Vanderbilt  vs.  #35 Saint Mary's,3:15 PM,Rocket Arena
7,94.6,#54 Colorado St  vs.  #51 Memphis,2:00 PM,Climate Pledge Arena
8,92.9,#82 Liberty  vs.  #32 Oregon,10:10 PM,Climate Pledge Arena
9,92.3,#92 Grand Canyon  vs.  #11 Maryland,4:35 PM,Climate Pledge Arena
10,91.8,#99 Lipscomb  vs.  #7 Iowa St,1:30 PM,Fiserv Forum
11,91.0,#106 Akron  vs.  #10 Arizona,7:35 PM,Climate Pledge Arena
12,90.6,#107 Troy  vs.  #18 Kentucky,7:10 PM,Fiserv Forum
13,88.8,#120 Bryant  vs.  #12 Michigan St,10:00 PM,Rocket Arena
14,82.6,#170 Robert Morris  vs.  #5 Alabama,12:40 PM,Rocket Arena
15,82.0,#172 Norfolk St  vs.  #4 Florida,6:50 PM,Lenovo Center
16,71.8,#240 Mt St Mary's  vs.  #1 Duke,2:50 PM,Lenovo Center
