Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Baylor,Norfolk State,25.5,145.,163,[],False
Massachusetts Lowell,LIU,14.5,151.,131,[],False
Alabama St.,Alabama St.,-4.5,145.5.,196,[],False
Pittsburgh,Pittsburgh,-18.5,148.5.,152,[],False
Notre Dame,Dartmouth,17.0,142.,142 pushed the pre-game total of 142.,[],False
Duquesne,Maine,4.0,133.,117,[],False
Purdue Fort Wayne,IUPUI,14.5,151.,154,[],False
Louisville,Texas-El Paso,14.5,145.5.,151,[],False
St. John'S,St. John's,-21.5,160.,176,[],False
Delaware State,Delaware State,-5.0,141.,130,[],False
Villanova,Fairleigh Dickinson,28.5,151.,158,[],False
East Carolina,North Alabama,7.5,139.,141,[],False
Wright St.,Wright St.,-5.5,150.5.,167,[],False
Green Bay,Milwaukee,-5.5,159.,155,[],False
UL Monroe,UL Monroe,-12.0,156.5.,162,[],False
Kentucky,Colgate,32.0,156.,145,[],False
Utah Valley,Utah Valley,-11.0,147.,137,[],False
UL Lafayette,UL Lafayette,-4.5,144.,129,[],False
Brigham Young,Brigham Young,-25.5,157.5.,162,[],False
San Diego St.,California Baptist,14.0,136.,156,[],False
Nevada,Nevada,-11.5,142.,140,[],False
