Team,ATS Record,Cover %,MOV,ATS +/-
Brooklyn,108-88-2,55.1%,0.5,+1.5
Chicago,104-89-4,53.9%,-0.3,+0.7
Indiana,101-88-3,53.4%,2.0,+1.0
Okla City,99-90-6,52.4%,4.6,+1.3
Sacramento,104-95-11,52.3%,0.2,+0.6
Boston,97-89-4,52.2%,8.2,+1.6
Atlanta,100-92-1,52.1%,0.5,+0.4
Portland,102-94-3,52.0%,-0.2,+0.5
Miami,104-98-5,51.5%,3.0,+0.6
New York,103-98-1,51.2%,-0.7,-0.4
Golden State,110-106-9,50.9%,6.6,-0.3
San Antonio,97-94-2,50.8%,2.6,+1.1
Detroit,101-99-4,50.5%,-0.1,+1.2
New Orleans,98-98-5,50.0%,0.6,+0.8
LA Clippers,107-107-2,50.0%,3.5,-1.2
Houston,98-100-1,49.5%,2.7,+0.3
Utah,91-93-4,49.5%,3.1,-0.7
Dallas,85-87-4,49.4%,2.0,+0.2
Denver,98-104-8,48.5%,3.8,-0.6
Memphis,97-103-3,48.5%,0.6,-0.1
LA Lakers,98-105-2,48.3%,0.9,-0.2
Minnesota,95-102-3,48.2%,2.3,+0.1
Cleveland,102-110-4,48.1%,1.9,-0.6
Phoenix,102-114-4,47.2%,0.8,+0.1
Milwaukee,94-107-7,46.8%,4.3,-1.2
Washington,92-105-3,46.7%,-3.0,-1.6
Toronto,91-104-4,46.7%,2.6,0.0
Philadelphia,90-108-2,45.5%,0.4,-0.8
Orlando,80-103-3,43.7%,-3.2,-1.7
Charlotte,72-96-4,42.9%,-3.8,-2.8
