Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Wagner,St. Francis (PA),3.0,123.5.,138,[],False
UNC Wilmington,UNC Wilmington,-6.5,154.5.,159,[],False
Prairie View A&M,Alcorn St.,4.0,143.,148,[],False
Nicholls State,Lamar,4.5,142.,152,[],False
Northwestern St.,Northwestern St.,-9.5,143.5.,134,[],False
LIU,LIU,-7.5,126.5.,135,[],False
Princeton,Columbia,7.0,153.,138,[],False
Cornell,Brown,8.0,155.,165,[],False
Harvard,Pennsylvania,7.0,142.,149,[],False
Texas A&M Commerce,Southeastern Louisiana,-6.5,137.,144,[],False
Yale,Dartmouth,16.5,153.,150,[],False
Drexel,Drexel,-3.0,124.5.,115,[],False
Texas Southern,Texas Southern,-4.5,142.,154,[],False
McNeese St.,McNeese St.,-15.0,133.,138,[],False
New Mexico,New Mexico,-21.5,161.,162,[],False
Incarnate Word,Texas Rio Grande Valley,3.0,146.5.,163,[],False
Villanova,Georgetown,7.5,135.5.,127,[],False
Penn St.,Penn St.,-7.0,155.,152,[],False
Le Moyne,Le Moyne,1.5,143.,145,[],False
Houston Christian,Houston Christian,6.0,145.5.,148,[],False
Florida A&M,Florida A&M,-14.5,137.,136,[],False
Bethune-Cookman,Arkansas-Pine Bluff,12.0,154.5.,137,[],False
Chicago St.,Fairleigh Dickinson,-3.0,145.,106,[],False
Colgate,Bucknell,7.5,136.,167,[],False
North Carolina A&T,North Carolina A&T,2.0,146.,147,[],False
Montana St.,Montana St.,-5.5,145.5.,138,[],False
