Team,ATS Record,Cover %,MOV,ATS +/-
Boston,539-458-16,54.1%,1.0,+1.1
Dallas,520-446-15,53.8%,-0.9,+0.3
Miami,519-469-21,52.5%,-0.9,+0.4
Okla City,498-451-19,52.5%,-1.5,+0.1
Toronto,481-443-16,52.1%,-2.3,+0.6
New York,475-442-14,51.8%,-4.0,+0.5
Chicago,481-450-15,51.7%,-2.4,+0.9
Sacramento,461-434-21,51.5%,-5.0,-0.1
Brooklyn,473-448-17,51.4%,-4.3,+0.4
Phoenix,480-457-16,51.2%,-2.4,0.0
Houston,484-462-9,51.2%,-1.1,+0.5
Orlando,469-454-19,50.8%,-3.9,0.0
Milwaukee,471-464-17,50.4%,-2.6,-0.3
Denver,478-471-21,50.4%,-1.8,-0.3
San Antonio,494-487-19,50.4%,0.5,+0.4
Philadelphia,470-464-14,50.3%,-3.7,+0.2
Memphis,470-466-17,50.2%,-3.1,+0.4
Detroit,464-467-26,49.8%,-3.3,+0.1
Indiana,477-481-16,49.8%,-2.7,-0.1
Golden State,481-488-21,49.6%,-1.1,-0.2
New Orleans,449-457-17,49.6%,-3.9,+0.4
Minnesota,453-461-17,49.6%,-3.7,+0.3
Charlotte,419-431-20,49.3%,-6.6,-0.3
Cleveland,472-487-24,49.2%,-2.3,-0.4
LA Clippers,462-478-13,49.2%,-1.9,+0.1
Portland,454-474-12,48.9%,-4.5,-0.4
Utah,453-476-15,48.8%,-3.3,-0.5
Washington,440-475-20,48.1%,-5.9,-0.6
Atlanta,455-501-11,47.6%,-4.1,-0.3
LA Lakers,457-504-15,47.6%,-3.0,-0.9
