Rank,Hotness Score,Matchup,Time,Location
1,94.8,#63 Minnesota  at  #34 Missouri,8:00 PM,Mizzou Arena
2,85.1,#94 N Texas  at  #113 Oregon St,9:30 PM,Gill Coliseum
3,84.8,#130 Saint Joseph's  at  #70 Virginia Tech,7:00 PM,Cassell Coliseum
4,84.3,#152 E Kentucky  at  #19 Vanderbilt,8:00 PM,Memorial Gymnasium
5,82.1,#156 S Dakota St  at  #61 Oregon,9:30 PM,Matthew Knight Arena
6,81.2,#139 S Illinois  at  #95 Nevada,10:00 PM,Lawlor Events Center
7,78.8,#195 Oakland  at  #4 Houston,8:00 PM,Fertitta Center
8,77.5,#192 Weber St  at  #48 Utah St,9:00 PM,Dee Glen Smith Spectrum
9,76.3,#159 Siena  at  #115 St Bonaventure,7:00 PM,Reilly Center
10,75.9,#213 Milwaukee  at  #15 Indiana,7:00 PM,Simon Skjodt Assembly Hall
11,73.6,#193 Montana St  at  #87 Stanford,10:00 PM,Maples Pavilion
12,73.2,#205 Portland St  at  #82 San Francisco,10:00 PM,War Memorial at the Sobrato Center
13,72.7,#162 E Washington  at  #148 Seattle,10:00 PM,Redhawk Center
14,68.2,#258 NC Greensboro  at  #26 NC State,8:00 PM,Lenovo Center
15,67.7,#235 UT Martin  at  #91 Bradley,8:30 PM,Carver Arena
16,66.6,#134 UCSD  at  #207 Fresno St,9:00 PM,Save Mart Center
16,66.6,#204 Elon  at  #141 Marshall,7:00 PM,Cam Henderson Center
18,64.1,#265 Cal Poly  at  #69 Colorado St,9:00 PM,Moby Arena
19,63.7,#272 Little Rock  at  #57 Marquette,8:00 PM,Fiserv Forum
20,61.9,#173 J Madison  at  #214 Longwood,7:00 PM,Joan Perry Brock Center
21,60.9,#276 American  at  #88 G Washington,7:00 PM,Charles E. Smith Center
22,58.8,#129 Middle Tenn  at  #267 Evansville,8:00 PM,Ford Center
23,58.1,#305 Saint Peter's  at  #51 VCU,7:00 PM,Siegel Center
24,57.8,#184 Idaho  at  #227 San Diego,9:00 PM,Jenny Craig Pavilion
25,56.8,#293 Presbyterian  at  #96 South Carolina,7:00 PM,Colonial Life Arena
26,55.9,#273 N Kentucky  at  #145 E Tennessee St,7:00 PM,Freedom Hall Civic Center
27,54.8,#120 Tulsa  at  #290 Oral Roberts,8:00 PM,Mabee Center
28,54.0,#337 N Florida  at  #16 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
29,52.4,#222 UTSA  at  #224 Texas St,8:00 PM,Strahan Arena at the University Events Center
30,50.7,#350 F Dickinson  at  #32 Texas,8:00 PM,Moody Center
31,48.4,#355 Prairie View  at  #50 Oklahoma St,8:00 PM,Gallagher-Iba Arena
32,45.7,#356 Binghamton  at  #79 Georgetown,6:30 PM,Capital One Arena
33,45.4,#244 Manhattan  vs.  #250 Utah Tech,9:30 PM,Bankoh Arena at the Stan Sheriff Center
34,43.9,#182 Purdue FW  at  #310 W Michigan,7:00 PM,University Arena in Read Fieldhouse
35,41.4,#365 Miss Valley St  at  #104 Hawai'i,11:59 PM,Bankoh Arena at the Stan Sheriff Center
35,41.4,#263 Brown  at  #248 Boston U,7:00 PM,Case Gym
37,41.0,#364 Coppin St  at  #112 S Florida,7:00 PM,Yuengling Center
38,40.7,#314 Long Beach St  at  #190 Pacific,10:00 PM,Alex G. Spanos Center
39,36.6,#208 Samford  at  #330 Texas So,8:00 PM,H&PE Arena
40,36.0,#243 Nicholls  at  #302 Valparaiso,8:00 PM,Athletics-Recreation Center
41,34.7,#297 S Indiana  at  #254 South Dakota,8:00 PM,Sanford Coyote Sports Center
42,26.8,#284 Dartmouth  at  #313 Bryant,8:30 PM,Chace Athletic Center
43,16.2,#301 Mercyhurst  at  #349 Canisius,7:00 PM,Koessler Athletic Center
44,--,St. Scholastica  at  #160 N Dakota St,8:00 PM,Scheels Center
44,--,Westminster College  at  #137 Utah Valley,8:00 PM,UCCU Center
44,--,Webster  at  #211 SE Missouri St,7:30 PM,Show Me Center
44,--,Emmanuel (MAS)  at  #342 New Hampshire,7:00 PM,Lundholm Gymnasium
44,--,Bluefield State College  at  #343 NC Central,7:00 PM,McDougald-McLendon Arena
44,--,Bob Jones  at  #286 SC Upstate,7:00 PM,G.B. Hodge Center
44,--,Vassar College  at  #154 Marist,7:00 PM,McCann Arena
44,--,Penn State Shenango  at  #76 Akron,7:00 PM,James A. Rhodes Arena
44,--,Point University  at  #110 Kennesaw St,7:00 PM,KSU Convocation Center
44,--,Hanover  at  #344 Bellarmine,7:00 PM,Knights Hall
44,--,Virginia-Lynchburg  at  #275 VMI,6:00 PM,Cameron Hall
