Rank,Hotness Score,Matchup,Time,Location
1,98.3,#28 Missouri  at  #4 Tennessee,7:00 PM,Thompson-Boling Arena at Food City Center
2,97.6,#36 Oregon  at  #16 Michigan,6:30 PM,Crisler Center
3,96.5,#43 Arkansas  at  #27 Texas,9:00 PM,Moody Center
4,95.6,#13 Illinois  at  #64 Rutgers,8:30 PM,Jersey Mike's Arena
5,94.1,#46 Cincinnati  at  #59 UCF,7:00 PM,Addition Financial Arena
5,94.1,#60 LSU  at  #41 Georgia,9:00 PM,Stegeman Coliseum
5,94.1,#42 W Virginia  at  #65 TX Christian,8:00 PM,Ed and Rae Schollmaier Arena
8,93.6,#30 Creighton  at  #78 Providence,8:30 PM,Amica Mutual Pavilion
9,92.5,#73 Colorado St  at  #47 New Mexico,10:30 PM,The Pit
10,91.7,#63 Wake Forest  at  #77 Stanford,11:00 PM,Maples Pavilion
11,90.8,#2 Duke  at  #105 Syracuse,7:00 PM,JMA Wireless Dome
12,90.6,#51 Nebraska  at  #94 Washington,10:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
13,89.2,#49 Villanova  at  #110 DePaul,9:00 PM,Wintrust Arena
13,89.2,#95 Colorado  at  #66 Utah,9:00 PM,Jon M. Huntsman Center
15,88.9,#39 S Methodist  at  #115 VA Tech,9:00 PM,Cassell Coliseum
16,85.4,#75 Geo Mason  at  #124 Geo Wshgtn,7:00 PM,Charles E. Smith Center
17,85.3,#86 NC State  at  #117 California,11:00 PM,Haas Pavilion
18,81.5,#80 Butler  at  #150 Seton Hall,6:30 PM,Prudential Center
19,80.2,#32 Louisville  at  #181 Boston Col,7:00 PM,Conte Forum
20,80.1,#153 Belmont  at  #90 Bradley,9:00 PM,Carver Arena
21,78.9,#137 Illinois St  at  #122 IL-Chicago,8:00 PM,Credit Union 1 Arena
22,77.8,#112 Troy  at  #156 James Mad,7:00 PM,Atlantic Union Bank Center
23,75.5,#147 Chattanooga  at  #140 Wofford,7:00 PM,Jerry Richardson Indoor Stadium
24,75.0,#93 Arkansas St  at  #188 Marshall,9:00 PM,Cam Henderson Center
25,72.2,#99 High Point  at  #205 Radford,7:00 PM,Carilion Clinic Court at the Dedmon Center
26,71.6,#118 Rhode Island  at  #195 Fordham,7:00 PM,Rose Hill Gymnasium
27,70.7,#208 Mercer  at  #101 Samford,7:30 PM,Pete Hanna Center
28,69.5,#197 Wright St  at  #130 IPFW,7:00 PM,Allen County War Memorial Coliseum
29,69.3,#244 Tulsa  at  #44 Memphis,8:00 PM,FedExForum
30,67.2,#108 N Iowa  at  #229 Missouri St,7:00 PM,Great Southern Bank Arena
31,66.0,#145 Tulane  at  #211 UTSA,8:00 PM,Convocation Center
32,64.5,#202 Rice  at  #164 E Carolina,7:00 PM,Williams Arena at Minges Coliseum
33,62.4,#144 Duquesne  at  #234 Richmond,7:00 PM,Robins Center
34,57.4,#165 Cleveland St  at  #245 N Kentucky,7:00 PM,Truist Arena
35,57.3,#210 Valparaiso  at  #206 Indiana St,7:00 PM,Hulman Center
36,54.6,#271 S Mississippi  at  #151 App State,6:30 PM,Holmes Convocation Center
37,54.3,#199 S Illinois  at  #237 Evansville,8:00 PM,Ford Center
38,49.2,#154 E Tenn St  at  #302 VMI,6:00 PM,Cameron Hall
39,48.9,#157 N Alabama  at  #300 Austin Peay,8:00 PM,F&M Bank Arena
40,48.6,#176 Winthrop  at  #289 Charl South,7:00 PM,Buccaneer Field House
41,47.8,#129 WI-Milwkee  at  #323 IU Indy,6:30 PM,Corteva Coliseum
42,46.9,#106 Lipscomb  at  #340 W Georgia,7:00 PM,The Coliseum
42,46.9,#180 Texas St  at  #296 Old Dominion,7:00 PM,Chartway Arena at the Ted Constant Convocation Cen
44,46.0,#242 American  at  #247 Bucknell,7:00 PM,Sojka Pavilion
45,45.9,#158 S Alabama  at  #315 Coastal Car,7:00 PM,HTC Center
46,39.0,#354 W Carolina  at  #146 Furman,7:00 PM,Bon Secours Wellness Arena
47,38.8,#142 NC-Grnsboro  at  #359 Citadel,7:00 PM,McAlister Field House
48,35.7,#326 Detroit  at  #212 Rob Morris,7:00 PM,UPMC Events Center
49,34.8,#267 Navy  at  #286 Boston U,7:00 PM,Case Gym
50,30.5,#306 Louisiana  at  #269 GA Southern,7:00 PM,Jack and Ruth Ann Hill Convocation Center
51,29.5,#233 Queens  at  #342 Central Ark,7:30 PM,Farris Center
52,26.1,#321 Loyola-MD  at  #279 Lafayette,7:00 PM,Kirby Sports Center
53,25.8,#318 Holy Cross  at  #284 Army,6:00 PM,Christl Arena
54,23.5,#348 SC Upstate  at  #262 Presbyterian,7:00 PM,Ross E. Templeton Physical Education Center
55,22.9,#333 UL Monroe  at  #283 Georgia St,7:00 PM,Georgia State Convocation Center
