Rank,Hotness Score,Matchup,Time,Location
1,98.7,#9 UConn  vs.  #17 Florida,9:00 PM,Madison Square Garden
2,98.3,#13 Illinois  at  #25 Ohio St,7:30 PM,Value City Arena
3,97.6,#29 Clemson  vs.  #12 BYU,6:30 PM,Madison Square Garden
4,96.9,#37 Villanova  at  #1 Michigan,6:30 PM,Crisler Center
5,92.0,#93 Penn St  at  #24 Indiana,8:30 PM,Simon Skjodt Assembly Hall
6,85.8,#78 McNeese  at  #120 Rhode Island,7:00 PM,Thomas M. Ryan Center
7,72.6,#217 Brown  at  #61 Providence,7:30 PM,Amica Mutual Pavilion
8,67.1,#122 Columbia  at  #221 Stony Brook,7:00 PM,Stony Brook Arena
9,65.9,#36 USC  at  #269 San Diego,9:00 PM,Jenny Craig Pavilion
10,65.1,#256 Dartmouth  at  #69 Colorado St,9:00 PM,Moby Arena
11,64.7,#258 N Arizona  at  #75 Arizona St,9:00 PM,Desert Financial Arena
12,62.8,#254 South Dakota  at  #101 Wyoming,8:30 PM,Arena-Auditorium
13,53.4,#339 NC Central  at  #19 Kentucky,7:00 PM,Rupp Arena at Central Bank Center
14,52.1,#344 Maryland ES  at  #26 Virginia,7:00 PM,John Paul Jones Arena
15,52.0,#330 Little Rock  at  #68 West Virginia,7:00 PM,Hope Coliseum
16,49.2,#287 Long Beach St  at  #173 San Jose St,10:00 PM,Provident Credit Union Event Center
17,46.1,#157 S Dakota St  at  #314 Ball St,7:00 PM,Worthen Arena
18,43.1,#238 Buffalo  at  #268 UMBC,5:00 PM,Chesapeake Employers Insurance Arena
19,40.9,#352 Morgan St  at  #135 DePaul,8:00 PM,Wintrust Arena
20,29.8,#364 Coppin St  at  #200 Saint Joseph's,7:00 PM,Michael J. Hagan '85 Arena
21,24.7,#306 Howard  vs.  #304 NC A&T,7:00 PM,Cameron Indoor Stadium
22,15.9,#322 Loyola MD  at  #336 VMI,6:00 PM,Cameron Hall
23,14.4,#321 Bucknell  at  #343 Rider,7:00 PM,Alumni Gymnasium
24,--,Colorado Christian  at  #281 Denver,9:00 PM,Hamilton Gymnasium
24,--,Dominican (CA)  at  #72 California,10:00 PM,Haas Pavilion
24,--,Arkansas Baptist  at  #358 UL Monroe,1:00 PM,Fant-Ewing Coliseum
24,--,Doane  at  #264 Omaha,8:00 PM,Baxter Arena
24,--,Oakwood  at  #204 Chattanooga,7:00 PM,McKenzie Arena
24,--,Southern Wesleyan  at  #359 The Citadel,7:00 PM,McAlister Field House
24,--,Brescia  at  #190 N Kentucky,7:00 PM,Truist Arena
24,--,Georgian Court  at  #166 Temple,7:00 PM,The Liacouras Center
24,--,Bob Jones  at  #165 Furman,6:30 PM,Timmons Arena
24,--,Toccoa Falls  at  #115 Winthrop,6:30 PM,Winthrop Coliseum
24,--,Regis College  at  #300 Holy Cross,6:00 PM,Hart Center
24,--,Culver-Stockton  at  #260 Lindenwood,7:00 PM,Robert F. Hyland Arena
