Team,Over Record,Over %,Under %,Total +/-
Le Moyne,17-7-0,70.8%,29.2%,+6.7
Queens,25-11-0,69.4%,30.6%,+7.3
Wofford,80-38-2,67.8%,32.2%,+7.3
SE Louisiana,48-26-0,64.9%,35.1%,+4.3
UL Monroe,78-43-3,64.5%,35.5%,+4.9
Omaha,67-37-3,64.4%,35.6%,+6.0
Mercyhurst,7-4-0,63.6%,36.4%,+5.6
CS Bakersfield,55-32-0,63.2%,36.8%,+4.5
Milwaukee,84-49-0,63.2%,36.8%,+4.9
McNeese,50-30-2,62.5%,37.5%,+3.2
Hou Christian,48-29-1,62.3%,37.7%,+9.7
Oakland,77-47-0,62.1%,37.9%,+5.8
Florida St,95-60-4,61.3%,38.7%,+3.9
UCSD,36-23-0,61.0%,39.0%,+5.3
Boston U,67-43-2,60.9%,39.1%,+5.6
Loyola Mymt,87-56-3,60.8%,39.2%,+2.7
Radford,54-35-1,60.7%,39.3%,+1.9
Texas So,49-32-2,60.5%,39.5%,+5.1
Loyola MD,52-34-1,60.5%,39.5%,+2.7
Gardner-Webb,47-31-1,60.3%,39.7%,+2.3
Iowa,100-66-3,60.2%,39.8%,+4.8
Colorado St,86-57-2,60.1%,39.9%,+4.6
Kent St,81-54-2,60.0%,40.0%,+5.4
E Texas A&M,21-14-0,60.0%,40.0%,+6.1
SE Missouri St,67-45-2,59.8%,40.2%,+3.6
F Dickinson,55-37-3,59.8%,40.2%,+5.3
New Orleans,46-31-1,59.7%,40.3%,+3.5
N Colorado,68-46-2,59.7%,40.4%,+4.2
N Dakota St,65-44-2,59.6%,40.4%,+4.4
North Dakota,65-44-2,59.6%,40.4%,+2.0
E Illinois,69-47-2,59.5%,40.5%,+4.1
Lindenwood,19-13-1,59.4%,40.6%,+4.3
Rice,80-55-0,59.3%,40.7%,+3.3
Wyoming,87-60-2,59.2%,40.8%,+3.8
Yale,52-36-0,59.1%,40.9%,+5.0
Auburn,91-63-1,59.1%,40.9%,+3.4
Denver,69-48-1,59.0%,41.0%,+3.6
W Illinois,66-46-0,58.9%,41.1%,+2.3
Towson,67-47-0,58.8%,41.2%,+3.0
Howard,47-33-1,58.8%,41.3%,+5.0
Purdue,91-64-2,58.7%,41.3%,+3.2
S Carolina St,41-29-0,58.6%,41.4%,+4.4
Wake Forest,91-65-2,58.3%,41.7%,+1.8
N Arizona,64-46-3,58.2%,41.8%,+2.0
Air Force,84-61-1,57.9%,42.1%,+2.9
E Washington,63-46-0,57.8%,42.2%,+5.6
Oral Roberts,60-44-0,57.7%,42.3%,+2.3
Temple,79-58-1,57.7%,42.3%,+3.7
Bethune,38-28-0,57.6%,42.4%,+3.7
Tulane,78-58-3,57.4%,42.7%,+3.4
Norfolk St,39-29-0,57.4%,42.7%,+3.4
Wisconsin,94-70-3,57.3%,42.7%,+1.6
Lafayette,56-42-2,57.1%,42.9%,+1.6
South Dakota,65-49-1,57.0%,43.0%,+3.5
Idaho St,58-44-1,56.9%,43.1%,+2.8
Youngstown St,72-55-1,56.7%,43.3%,+4.4
Niagara,68-52-2,56.7%,43.3%,+3.9
E Tennessee St,74-57-1,56.5%,43.5%,+2.0
California,96-74-4,56.5%,43.5%,+1.7
Lipscomb,66-51-1,56.4%,43.6%,+3.9
Xavier,97-75-4,56.4%,43.6%,+1.6
Utah Valley,53-41-1,56.4%,43.6%,+3.3
Purdue FW,68-53-3,56.2%,43.8%,+2.8
Grand Canyon,70-55-1,56.0%,44.0%,+0.6
S Utah,66-52-0,55.9%,44.1%,+2.0
Colgate,58-46-1,55.8%,44.2%,+0.5
Montana,68-54-1,55.7%,44.3%,+1.2
Stanford,89-71-1,55.6%,44.4%,+2.5
Drake,75-60-0,55.6%,44.4%,+3.4
N Florida,50-40-1,55.6%,44.4%,+2.9
Kentucky,97-79-1,55.1%,44.9%,+3.0
Cincinnati,92-75-3,55.1%,44.9%,+3.1
Montana St,65-53-0,55.1%,44.9%,+1.4
St Bonaventure,76-62-0,55.1%,44.9%,+3.3
Oregon St,88-72-1,55.0%,45.0%,+2.2
Samford,66-54-1,55.0%,45.0%,+4.4
Belmont,72-59-1,55.0%,45.0%,+0.9
Penn,61-50-1,55.0%,45.1%,+1.6
Georgia St,67-55-0,54.9%,45.1%,+2.7
Elon,63-52-0,54.8%,45.2%,+3.3
Florida Intl,69-57-3,54.8%,45.2%,+2.4
SC Upstate,46-38-0,54.8%,45.2%,+2.2
N Texas,75-62-2,54.7%,45.3%,+1.1
Hofstra,64-53-1,54.7%,45.3%,+2.5
C Michigan,65-54-2,54.6%,45.4%,+2.4
Furman,65-54-1,54.6%,45.4%,0.0
Bellarmine,30-25-1,54.6%,45.5%,+3.0
DePaul,94-79-0,54.3%,45.7%,+2.3
Presbyterian,44-37-0,54.3%,45.7%,+3.9
UC Irvine,63-53-0,54.3%,45.7%,+2.0
Gonzaga,82-69-1,54.3%,45.7%,+1.1
G Washington,83-70-1,54.3%,45.8%,+2.7
NC Asheville,45-38-1,54.2%,45.8%,+0.2
Brown,58-49-0,54.2%,45.8%,+2.5
Winthrop,53-45-3,54.1%,45.9%,+2.7
Ball St,73-62-0,54.1%,45.9%,+1.6
William & Mary,60-51-2,54.1%,46.0%,+3.4
SF Austin,48-41-1,53.9%,46.1%,+2.4
Rider,62-53-0,53.9%,46.1%,+0.4
San Francisco,83-71-2,53.9%,46.1%,+2.1
Binghamton,49-42-1,53.9%,46.2%,+1.3
Miami,84-72-1,53.9%,46.2%,+2.0
Longwood,49-42-0,53.9%,46.2%,+2.5
W Georgia,7-6-0,53.9%,46.2%,+1.5
Lehigh,50-43-0,53.8%,46.2%,+2.7
Monmouth,65-56-1,53.7%,46.3%,+2.3
Pacific,73-63-1,53.7%,46.3%,+2.1
Arkansas St,68-59-0,53.5%,46.5%,+2.7
St Francis PA,48-42-0,53.3%,46.7%,+2.0
Bowling Green,72-63-2,53.3%,46.7%,+0.8
Cornell,48-42-3,53.3%,46.7%,+2.8
UMass,81-71-0,53.3%,46.7%,+1.6
Utah,89-78-2,53.3%,46.7%,+2.6
Pepperdine,73-64-3,53.3%,46.7%,+0.2
Ohio,74-65-2,53.2%,46.8%,+2.1
Chattanooga,66-58-0,53.2%,46.8%,+1.4
Weber St,58-51-5,53.2%,46.8%,+1.3
Minnesota,92-81-1,53.2%,46.8%,+1.1
Kennesaw St,51-45-2,53.1%,46.9%,+0.7
Richmond,77-68-2,53.1%,46.9%,+1.2
Princeton,52-46-1,53.1%,46.9%,+1.6
Colorado,87-77-3,53.1%,47.0%,+1.4
Troy,61-54-5,53.0%,47.0%,+1.2
Austin Peay,61-54-2,53.0%,47.0%,+3.2
Nevada,80-71-1,53.0%,47.0%,+0.9
Utah St,73-65-1,52.9%,47.1%,+1.4
Delaware,64-57-2,52.9%,47.1%,+1.6
NC Central,37-33-0,52.9%,47.1%,+1.3
New Mexico,76-68-1,52.8%,47.2%,+1.7
Texas Tech,90-81-1,52.6%,47.4%,+1.2
SIU Edward,61-55-0,52.6%,47.4%,-0.8
