Team,Over Record,Over %,Under %,Total +/-
Mercyhurst,4-1-0,80.0%,20.0%,+11.4
Le Moyne,14-6-0,70.0%,30.0%,+7.1
Hampton,43-21-1,67.2%,32.8%,+7.4
Lindenwood,10-5-0,66.7%,33.3%,+2.7
UL Monroe,74-45-1,62.2%,37.8%,+4.3
E Texas A&M,13-8-0,61.9%,38.1%,+5.9
Oakland,168-104-2,61.8%,38.2%,+4.8
New Orleans,80-50-2,61.5%,38.5%,+4.8
Gardner-Webb,79-51-2,60.8%,39.2%,+3.0
SE Louisiana,55-36-0,60.4%,39.6%,+4.6
North Dakota,70-46-2,60.3%,39.7%,+1.9
Purdue FW,129-86-4,60.0%,40.0%,+4.0
Queens,24-16-1,60.0%,40.0%,+2.5
N Florida,63-43-1,59.4%,40.6%,+4.3
Wofford,184-127-4,59.2%,40.8%,+3.1
CS Bakersfield,55-38-0,59.1%,40.9%,+2.7
Lehigh,72-50-0,59.0%,41.0%,+5.1
Idaho,96-67-2,58.9%,41.1%,+2.8
Grand Canyon,110-77-1,58.8%,41.2%,+1.2
AR-Pine Bluff,24-17-0,58.5%,41.5%,+2.9
SIU Edward,59-42-0,58.4%,41.6%,+0.5
Lafayette,50-36-2,58.1%,41.9%,+2.2
South Dakota,97-70-3,58.1%,41.9%,+3.0
Maine,30-22-1,57.7%,42.3%,+0.1
CS Northridge,112-83-1,57.4%,42.6%,+3.4
McNeese,62-46-2,57.4%,42.6%,+2.3
Idaho St,78-58-1,57.4%,42.7%,+3.1
SE Missouri St,94-70-1,57.3%,42.7%,+4.7
Buffalo,195-146-4,57.2%,42.8%,+2.0
Wake Forest,198-150-6,56.9%,43.1%,+2.1
Omaha,66-51-1,56.4%,43.6%,+2.9
Colgate,106-82-1,56.4%,43.6%,+1.3
NC Asheville,72-56-1,56.3%,43.8%,+1.7
E Illinois,82-64-2,56.2%,43.8%,+2.1
SF Austin,87-69-2,55.8%,44.2%,+1.8
Texas So,92-73-2,55.8%,44.2%,+3.3
Abl Christian,68-54-0,55.7%,44.3%,+2.5
Howard,49-39-0,55.7%,44.3%,+2.7
La Salle,130-105-2,55.3%,44.7%,+2.0
Hou Christian,21-17-0,55.3%,44.7%,+9.4
Iowa,217-176-7,55.2%,44.8%,+2.2
Weber St,194-158-6,55.1%,44.9%,+2.0
VMI,38-31-0,55.1%,44.9%,+3.4
Radford,82-67-1,55.0%,45.0%,+1.4
Utah,221-181-4,55.0%,45.0%,+1.9
Pittsburgh,240-197-10,54.9%,45.1%,+1.1
Kennesaw St,40-33-1,54.8%,45.2%,+1.6
Lipscomb,92-76-1,54.8%,45.2%,+3.6
E Washington,151-125-2,54.7%,45.3%,+2.7
Providence,185-155-3,54.4%,45.6%,+1.9
Milwaukee,155-130-1,54.4%,45.6%,+2.1
Portland,112-94-2,54.4%,45.6%,+1.0
Bellarmine,25-21-2,54.4%,45.7%,+0.2
Delaware,121-102-2,54.3%,45.7%,+1.5
N Colorado,147-124-5,54.2%,45.8%,+2.3
Northeastern,162-137-3,54.2%,45.8%,+0.9
Binghamton,26-22-0,54.2%,45.8%,+1.7
Rider,150-127-4,54.2%,45.9%,+1.4
Colorado St,170-144-8,54.1%,45.9%,+2.4
UMass,174-148-1,54.0%,46.0%,+1.8
Auburn,188-160-1,54.0%,46.0%,+1.5
Southern Miss,128-109-2,54.0%,46.0%,+2.2
Montana,210-179-4,54.0%,46.0%,+1.6
Stetson,34-29-0,54.0%,46.0%,+3.9
Norfolk St,82-70-1,54.0%,46.1%,+0.2
Youngstown St,107-92-3,53.8%,46.2%,+2.3
American,66-57-0,53.7%,46.3%,+0.6
Notre Dame,220-190-4,53.7%,46.3%,+1.9
Florida Atlantic,127-110-4,53.6%,46.4%,+2.6
Charlotte,153-133-6,53.5%,46.5%,+2.0
St Bonaventure,163-142-4,53.4%,46.6%,+2.7
S Utah,78-68-1,53.4%,46.6%,+0.6
C Michigan,110-96-3,53.4%,46.6%,+2.1
Loyola Mymt,119-104-1,53.4%,46.6%,+0.9
Nevada,238-208-3,53.4%,46.6%,+1.0
Oregon St,131-115-3,53.3%,46.8%,+1.5
Illinois Chicago,117-103-0,53.2%,46.8%,+1.7
New Mexico,229-202-3,53.1%,46.9%,+1.1
Belmont,174-154-3,53.1%,47.0%,+2.0
UMBC,61-54-0,53.0%,47.0%,+1.6
San Jose St,62-55-0,53.0%,47.0%,+1.7
Vanderbilt,180-160-7,52.9%,47.1%,+0.7
Niagara,136-121-4,52.9%,47.1%,+2.7
St Thomas,37-33-3,52.9%,47.1%,+1.1
Duquesne,140-125-2,52.8%,47.2%,+1.7
Charleston So,28-25-1,52.8%,47.2%,+0.4
Xavier,276-247-8,52.8%,47.2%,+1.6
N Arizona,97-87-4,52.7%,47.3%,+2.8
UT Martin,88-79-5,52.7%,47.3%,+4.0
Toledo,188-169-3,52.7%,47.3%,+1.1
Arkansas St,133-120-4,52.6%,47.4%,+1.5
Samford,133-120-2,52.6%,47.4%,+2.3
Princeton,174-157-5,52.6%,47.4%,+0.9
Bradley,166-150-2,52.5%,47.5%,+1.1
Boston U,83-75-3,52.5%,47.5%,+0.7
Towson,125-113-0,52.5%,47.5%,+1.9
Yale,146-132-5,52.5%,47.5%,+1.8
Marshall,168-152-4,52.5%,47.5%,+1.6
E Tennessee St,127-115-1,52.5%,47.5%,+0.8
UNLV,234-212-5,52.5%,47.5%,+1.7
Coastal Car,64-58-1,52.5%,47.5%,-0.4
Oral Roberts,107-97-1,52.5%,47.6%,+1.7
Georgia So,125-114-3,52.3%,47.7%,+0.9
W Michigan,137-125-4,52.3%,47.7%,+1.2
North Carolina,372-340-6,52.3%,47.8%,+0.8
Rice,93-85-1,52.3%,47.8%,+1.6
Detroit Mercy,116-106-4,52.3%,47.8%,+2.1
NC Wilmington,140-128-3,52.2%,47.8%,+1.7
Penn,128-117-3,52.2%,47.8%,+2.4
Drake,154-141-5,52.2%,47.8%,+1.8
Austin Peay,143-131-4,52.2%,47.8%,+3.0
Dayton,245-225-7,52.1%,47.9%,+0.4
Northwestern,137-126-10,52.1%,47.9%,+0.4
Purdue,276-254-5,52.1%,47.9%,+1.2
Wyoming,130-120-4,52.0%,48.0%,+1.6
Brown,80-74-1,52.0%,48.1%,+0.2
