Rank,Hotness Score,Matchup,Time,Location
66,4.9,#364 Coppin St  at  #348 Rider,7:00 PM,Alumni Gymnasium
67,--,Piedmont  at  #299 Charleston So,7:30 PM,Buccaneer Field House
67,--,Rutgers-Camden  at  #200 Saint Joseph's,7:00 PM,Michael J. Hagan '85 Arena
67,--,Dominican (IL)  at  #227 Milwaukee,7:00 PM,UWM Panther Arena
67,--,Salve Regina  at  #342 New Haven,7:00 PM,Jeffery P. Hazell Athletics Center
67,--,Virginia-Lynchburg  at  #215 Norfolk St,7:00 PM,Joseph G. Echols Memorial Hall
67,--,Washington College  at  #310 Loyola MD,6:00 PM,Reitz Arena
67,--,Brescia  at  #218 UT Martin,7:00 PM,Kathleen and Tom Elam Center
67,--,San Francisco State  at  #296 Sacramento St,10:00 PM,Hornet Pavilion
67,--,Waynesburg  at  #326 Cleveland St,7:00 PM,Wolstein Center
67,--,#41 Texas  vs.   Chaminade,10:00 PM,Lahaina Civic Center
67,--,Adrian College  at  #282 C Michigan,7:00 PM,McGuirk Arena
67,--,Martin Methodist  at  #267 N Alabama,1:00 PM,CB&S Bank Arena at Flowers Hall
