Rank,Hotness Score,Matchup,Time,Location
1,99.4,#4 Michigan  vs.  #17 Auburn,8:30 PM,Mandalay Bay Events Center
2,99.3,#13 Tennessee  vs.  #5 Houston,6:00 PM,MGM Grand Arena
3,98.2,#37 Baylor  vs.  #7 St John's,4:30 PM,Mandalay Bay Events Center
4,96.5,#49 Creighton  vs.  #9 Iowa St,2:00 PM,Mandalay Bay Events Center
5,96.3,#51 Kansas St  at  #24 Indiana,8:00 PM,Simon Skjodt Assembly Hall
6,96.2,#48 Mississippi  vs.  #22 Iowa,9:30 PM,Acrisure Arena
7,96.1,#19 Kansas  vs.  #52 Syracuse,3:30 PM,MGM Grand Arena
8,95.2,#26 NC State  vs.  #66 Boise St,2:30 PM,Lahaina Civic Center
9,94.0,#69 Maryland  vs.  #2 Gonzaga,9:30 PM,MGM Grand Arena
10,93.9,#27 UCLA  vs.  #79 California,10:00 PM,Chase Center
11,92.2,#35 USC  vs.  #92 Seton Hall,5:00 PM,Lahaina Civic Center
12,91.9,#64 Oregon  vs.  #74 San Diego St,11:00 PM,Mandalay Bay Events Center
13,91.2,#16 Alabama  vs.  #97 UNLV,11:59 PM,MGM Grand Arena
14,89.4,#103 Winthrop  at  #42 Nebraska,8:30 PM,Pinnacle Bank Arena
15,88.6,#122 St Bonaventure  vs.  #23 North Carolina,6:00 PM,Suncoast Credit Union Arena
16,88.2,#55 G Washington  vs.  #108 Murray St,7:30 PM,John Gray Gymnasium
17,85.7,#84 George Mason  vs.  #115 Florida Atlantic,7:30 PM,Ocean Center
18,84.3,#131 Rutgers  vs.  #68 Notre Dame,1:00 PM,MGM Grand Arena
19,83.9,#116 Utah  vs.  #102 Grand Canyon,11:59 PM,Acrisure Arena
20,82.5,#126 Towson  vs.  #91 Liberty,12:00 PM,HP Field House
21,82.3,#119 UCSD  vs.  #105 Bradley,5:00 PM,HP Field House
22,82.0,#87 McNeese  vs.  #134 Middle Tenn,5:00 PM,John Gray Gymnasium
23,79.1,#173 Quinnipiac  at  #70 UCF,7:00 PM,Addition Financial Arena
24,78.8,#138 Utah Valley  vs.  #125 S Dakota St,6:00 PM,Hard Rock Hotel Riviera Maya
25,77.5,#172 Washington St  vs.  #86 Arizona St,8:00 PM,Lahaina Civic Center
26,77.0,#161 New Mexico St  vs.  #110 UC Irvine,8:30 PM,Hard Rock Hotel Riviera Maya
27,76.9,#151 San Jose St  vs.  #114 Tulsa,1:30 PM,Acrisure Arena
28,76.8,#190 Campbell  at  #62 Wake Forest,7:00 PM,LJVM Coliseum
29,73.5,#124 Rhode Island  vs.  #178 Vermont,2:30 PM,HP Field House
30,73.3,#221 Old Dominion  at  #38 Villanova,7:00 PM,William B. Finneran Pavilion
31,73.0,#145 Oakland  at  #162 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
32,70.1,#109 Loyola Mymt  vs.  #206 Ohio,5:00 PM,Ocean Center
33,66.1,#237 UTEP  vs.  #100 UAB,4:00 PM,John Hurst Adams Gymnasium
34,64.2,#253 Boston U  at  #94 Penn St,7:00 PM,Bryce Jordan Center
35,63.7,#255 Loyola Chi  vs.  #88 N Iowa,4:00 PM,Acrisure Arena
36,63.4,#156 William & Mary  vs.  #213 Abl Christian,6:30 PM,John Hurst Adams Gymnasium
37,63.3,#286 E Carolina  vs.  #20 Michigan St,1:00 PM,Suncoast Credit Union Arena
37,63.3,#284 Mt St Mary's  at  #29 Ohio St,6:30 PM,Value City Arena
39,63.2,#271 CS Bakersfield  at  #61 Florida St,7:00 PM,Donald L. Tucker Center
40,61.3,#141 Temple  vs.  #243 Princeton,7:30 PM,HP Field House
41,61.0,#248 San Diego  vs.  #129 Cal Baptist,6:30 PM,Acrisure Arena
42,59.8,#198 Rice  at  #197 FGCU,7:00 PM,Alico Arena
43,59.2,#266 E Washington  at  #123 N Texas,8:00 PM,The Super Pit
44,58.4,#176 Pacific  vs.  #230 Jacksonville,1:00 PM,Ocean Center
45,56.2,#246 N Illinois  at  #169 Austin Peay,8:00 PM,F&M Bank Arena
46,54.0,#229 Tennessee St  at  #210 NC Asheville,6:30 PM,Kimmel Arena
47,51.9,#306 Oral Roberts  vs.  #130 Kennesaw St,4:30 PM,Alico Arena
48,51.7,#191 J Madison  vs.  #259 Omaha,7:00 PM,Ocean Bank Convocation Center
49,50.5,#194 Portland St  at  #263 Utah Tech,9:00 PM,Burns Arena
50,50.1,#225 Cal Poly  vs.  #235 SE Missouri St,8:00 PM,Findlay Toyota Court at J. Lawrence Walkup Skydome
51,49.9,#354 S Carolina St  at  #31 Missouri,8:00 PM,Mizzou Arena
52,49.3,#260 Stony Brook  vs.  #207 Bethune,11:00 AM,Ocean Center
53,48.2,#280 Lehigh  at  #185 Marist,7:00 PM,McCann Arena
54,46.5,#239 UTSA  vs.  #245 Georgia So,9:00 PM,John Hurst Adams Gymnasium
55,45.5,#365 Miss Valley St  at  #63 Texas A&M,8:00 PM,Reed Arena
56,44.0,#135 Wright St  at  #344 Stetson,7:00 PM,Insight Credit Union Arena at Edmunds Center
57,35.8,#324 Georgia St  vs.  #217 Samford,3:00 PM,Hard Rock Hotel Riviera Maya
58,32.9,#275 NC Greensboro  vs.  #287 Delaware,1:30 PM,John Hurst Adams Gymnasium
59,32.3,#338 Chicago St  at  #224 Purdue FW,7:00 PM,Allen County War Memorial Coliseum
60,27.7,#254 Hampton  at  #337 Maryland ES,7:00 PM,Hytche Athletic Center
61,22.3,#261 Drexel  at  #358 Morgan St,6:00 PM,Talmadge L. Hill Field House
62,21.9,#341 NC Central  at  #276 SC Upstate,7:00 PM,G.B. Hodge Center
63,18.2,#329 Hou Christian  at  #315 Bellarmine,7:00 PM,Knights Hall
64,17.5,#352 Army  vs.  #297 E Texas A&M,2:00 PM,Bogota Savings Bank Center
65,15.8,#319 E Illinois  at  #340 C Arkansas,7:30 PM,Farris Center
