Team,Over Record,Over %,Under %,Total +/-
Le Moyne,17-7-0,70.8%,29.2%,+6.7
Queens,26-11-0,70.3%,29.7%,+7.6
Idaho St,137-74-1,64.9%,35.1%,+5.8
SE Louisiana,49-27-0,64.5%,35.5%,+4.2
Oakland,121-67-2,64.4%,35.6%,+6.3
Mercyhurst,7-4-0,63.6%,36.4%,+5.6
Hou Christian,54-31-1,63.5%,36.5%,+9.6
Omaha,83-48-3,63.4%,36.6%,+5.5
CS Bakersfield,56-33-0,62.9%,37.1%,+4.6
McNeese,52-31-2,62.7%,37.4%,+3.1
Wofford,142-86-4,62.3%,37.7%,+4.2
Texas So,57-36-2,61.3%,38.7%,+5.3
UCSD,36-23-0,61.0%,39.0%,+5.3
Lipscomb,80-54-2,59.7%,40.3%,+5.0
Purdue FW,105-71-5,59.7%,40.3%,+3.1
SE Missouri St,132-90-4,59.5%,40.5%,+4.2
Lindenwood,19-13-1,59.4%,40.6%,+4.3
F Dickinson,55-38-3,59.1%,40.9%,+5.2
Radford,57-40-1,58.8%,41.2%,+1.9
Boston U,74-52-3,58.7%,41.3%,+4.3
Gardner-Webb,51-36-1,58.6%,41.4%,+2.9
Colorado St,166-118-6,58.5%,41.6%,+3.9
E Texas A&M,21-15-0,58.3%,41.7%,+5.9
North Dakota,84-60-2,58.3%,41.7%,+1.8
South Dakota,90-65-1,58.1%,41.9%,+3.6
UL Monroe,123-89-7,58.0%,42.0%,+2.7
St Bonaventure,157-114-2,57.9%,42.1%,+4.4
Lafayette,63-46-3,57.8%,42.2%,+1.7
S Carolina St,41-30-0,57.8%,42.3%,+4.2
Norfolk St,42-31-0,57.5%,42.5%,+3.0
E Tennessee St,96-71-1,57.5%,42.5%,+2.2
Howard,47-35-1,57.3%,42.7%,+4.4
Denver,145-108-3,57.3%,42.7%,+3.0
N Florida,59-44-1,57.3%,42.7%,+3.2
Milwaukee,156-117-2,57.1%,42.9%,+2.8
N Colorado,114-86-4,57.0%,43.0%,+3.3
C Michigan,143-109-3,56.8%,43.3%,+2.9
Colgate,64-49-1,56.6%,43.4%,+0.7
Bethune,39-30-0,56.5%,43.5%,+3.3
Drake,152-119-6,56.1%,43.9%,+3.0
Wake Forest,200-157-6,56.0%,44.0%,+2.0
Temple,180-143-3,55.7%,44.3%,+3.2
Montana St,133-106-0,55.7%,44.4%,+1.9
Oral Roberts,85-68-0,55.6%,44.4%,+2.3
Towson,135-108-0,55.6%,44.4%,+3.0
Providence,189-152-3,55.4%,44.6%,+2.6
Niagara,138-111-5,55.4%,44.6%,+3.4
Montana,136-110-5,55.3%,44.7%,+1.4
Air Force,147-119-3,55.3%,44.7%,+2.4
Xavier,197-160-6,55.2%,44.8%,+1.2
Auburn,171-139-1,55.2%,44.8%,+2.3
Wyoming,162-132-4,55.1%,44.9%,+2.3
NC Asheville,50-41-1,55.0%,45.1%,+0.6
SF Austin,51-42-1,54.8%,45.2%,+2.9
Brown,109-90-2,54.8%,45.2%,+2.7
Presbyterian,46-38-0,54.8%,45.2%,+4.0
E Illinois,127-105-4,54.7%,45.3%,+2.3
Utah St,162-134-5,54.7%,45.3%,+2.5
N Texas,140-116-3,54.7%,45.3%,+1.6
North Carolina,205-170-5,54.7%,45.3%,+2.0
Grand Canyon,71-59-1,54.6%,45.4%,+0.2
Youngstown St,137-114-3,54.6%,45.4%,+2.8
Bellarmine,30-25-1,54.6%,45.5%,+3.0
Detroit Mercy,145-121-4,54.5%,45.5%,+2.2
Kent St,153-128-6,54.5%,45.6%,+3.1
W Michigan,143-120-4,54.4%,45.6%,+2.0
N Dakota St,89-75-2,54.3%,45.7%,+2.6
Longwood,51-43-0,54.3%,45.7%,+2.9
Nevada,166-140-2,54.3%,45.8%,+0.7
Georgia St,129-109-1,54.2%,45.8%,+2.5
Utah Valley,60-51-1,54.1%,46.0%,+1.9
La Salle,148-126-3,54.0%,46.0%,+1.7
Idaho,130-111-2,53.9%,46.1%,+1.0
IU Indy,89-76-1,53.9%,46.1%,+2.5
CS Northridge,131-112-1,53.9%,46.1%,+3.3
Austin Peay,132-113-3,53.9%,46.1%,+4.0
Coppin St,42-36-0,53.9%,46.2%,+0.7
Pittsburgh,180-155-7,53.7%,46.3%,+0.7
Yale,94-81-2,53.7%,46.3%,+1.1
Utah,183-158-3,53.7%,46.3%,+2.0
S Utah,97-84-0,53.6%,46.4%,+1.1
Belmont,90-78-2,53.6%,46.4%,+0.5
Rider,128-111-1,53.6%,46.4%,+0.5
Richmond,159-138-3,53.5%,46.5%,+1.8
SC Upstate,54-47-0,53.5%,46.5%,+1.3
Florida St,172-150-9,53.4%,46.6%,+1.1
New Orleans,78-68-1,53.4%,46.6%,+1.6
St Francis PA,49-43-0,53.3%,46.7%,+2.0
Samford,124-109-2,53.2%,46.8%,+3.2
Creighton,175-154-10,53.2%,46.8%,+2.0
Arkansas,176-155-6,53.2%,46.8%,+1.4
California,202-178-6,53.2%,46.8%,+1.1
Weber St,127-112-6,53.1%,46.9%,+1.3
Northeastern,120-106-1,53.1%,46.9%,+1.5
Florida Atlantic,112-99-2,53.1%,46.9%,+2.3
Purdue,179-159-4,53.0%,47.0%,+1.3
Florida Intl,129-115-4,52.9%,47.1%,+1.1
Portland St,120-107-2,52.9%,47.1%,+1.9
Arkansas St,131-117-1,52.8%,47.2%,+2.0
Boston College,169-151-4,52.8%,47.2%,+1.2
Portland,142-127-3,52.8%,47.2%,+1.2
W Illinois,86-77-1,52.8%,47.2%,+0.7
Winthrop,58-52-3,52.7%,47.3%,+2.4
Furman,118-106-2,52.7%,47.3%,+0.2
Mississippi,178-160-5,52.7%,47.3%,+1.7
SIU Edward,81-73-0,52.6%,47.4%,-0.3
Iowa,185-167-6,52.6%,47.4%,+1.5
Bowling Green,147-133-3,52.5%,47.5%,+0.6
W Kentucky,147-133-7,52.5%,47.5%,+2.1
N Arizona,118-107-5,52.4%,47.6%,+1.9
UT Martin,118-107-4,52.4%,47.6%,+3.3
Tulane,140-127-4,52.4%,47.6%,+1.7
