Rank,Hotness Score,Matchup,Time,Location
1,99.9,#4 Florida  at  #5 Alabama,7:00 PM,Coleman Coliseum
2,98.8,#12 Maryland  at  #26 Michigan,6:30 PM,Crisler Center
3,98.5,#6 Tennessee  at  #30 Mississippi,9:00 PM,The Sandy and John Black Pavilion at Ole Miss
4,98.4,#19 Marquette  at  #27 UConn,8:30 PM,Harry A. Gampel Pavilion
5,96.6,#20 Missouri  at  #51 Oklahoma,8:00 PM,Lloyd Noble Center
6,94.5,#63 Kansas St  at  #37 Cincinnati,7:00 PM,Fifth Third Arena
7,94.0,#40 Xavier  at  #69 Butler,7:00 PM,Hinkle Fieldhouse
8,93.1,#17 Wisconsin  at  #87 Minnesota,8:30 PM,Williams Arena
9,92.5,#89 Colorado  at  #9 Texas Tech,8:00 PM,United Supermarkets Arena
10,90.5,#48 Pittsburgh  at  #98 NC State,7:00 PM,Lenovo Center
11,89.3,#111 California  at  #28 Louisville,9:00 PM,KFC Yum! Center
11,89.3,#81 Stanford  at  #85 Notre Dame,9:00 PM,Purcell Pavilion at the Joyce Center
13,88.9,#96 Oklahoma St  at  #70 UCF,7:00 PM,Addition Financial Arena
14,88.7,#102 Washington  at  #62 USC,10:30 PM,Galen Center
15,85.1,#114 DePaul  at  #86 Providence,6:30 PM,Amica Mutual Pavilion
16,83.9,#131 Rhode Island  at  #76 Saint Joseph's,7:00 PM,Michael J. Hagan Arena
17,82.8,#22 Clemson  at  #166 Boston College,7:00 PM,Conte Forum
18,80.9,#129 Davidson  at  #112 Loyola Chi,9:00 PM,Joseph J. Gentile Arena
19,76.1,#169 UMass  at  #105 St Bonaventure,7:00 PM,Reilly Center
20,70.3,#221 La Salle  at  #83 George Mason,7:00 PM,EagleBank Arena
21,69.1,#117 G Washington  at  #211 Fordham,7:00 PM,Rose Hill Gymnasium
22,35.4,#315 Oral Roberts  vs.  #230 Kansas City,8:00 PM,Denny Sanford Premier Center
23,35.0,#350 Le Moyne  at  #182 C Connecticut,7:00 PM,Harrison J. Kaiser Hall/Detrick Gymnasium
24,34.9,#294 Southern Miss  vs.  #258 Georgia So,6:00 PM,Pensacola Bay Center
25,26.6,#298 Louisiana  vs.  #302 Old Dominion,8:30 PM,Pensacola Bay Center
26,25.0,#344 SC Upstate  vs.  #259 Gardner-Webb,7:30 PM,Freedom Hall Civic Center
27,24.4,#296 UT Martin  vs.  #316 Tenn Tech,7:00 PM,Ford Center
28,19.5,#327 Stonehill  at  #310 F Dickinson,7:00 PM,Bogota Savings Bank Center
29,17.2,#317 Morehead St  vs.  #333 Lindenwood,9:30 PM,Ford Center
30,15.5,#361 Chicago St  at  #291 LIU,7:00 PM,Steinberg Wellness Center
31,15.2,#334 Wagner  at  #324 St Francis PA,7:00 PM,DeGol Arena
