Team,ATS Record,Cover %,MOV,ATS +/-
Cleveland,27-12-0,69.2%,11.4,+4.0
Portland,12-6-1,66.7%,-2.7,+4.6
Okla City,22-13-2,62.9%,10.5,+2.7
LA Clippers,17-11-0,60.7%,4.3,+3.4
Toronto,9-6-0,60.0%,-1.9,+4.4
Charlotte,6-4-2,60.0%,-4.4,+2.5
Utah,6-4-0,60.0%,-8.7,-1.6
Memphis,19-13-0,59.4%,6.3,+3.4
Houston,18-13-1,58.1%,4.5,+2.1
Orlando,13-11-0,54.2%,1.5,-1.1
LA Lakers,13-13-1,50.0%,1.4,+0.8
Denver,14-14-1,50.0%,2.8,-1.0
Philadelphia,9-9-1,50.0%,-1.5,-0.9
New York,15-16-1,48.4%,6.2,-0.8
Brooklyn,7-8-0,46.7%,-10.7,-3.5
Indiana,12-14-0,46.2%,1.3,-1.5
Milwaukee,12-14-1,46.2%,3.6,-0.5
Detroit,10-12-2,45.5%,-2.3,-0.4
Atlanta,10-12-0,45.5%,-1.1,+0.7
Minnesota,12-15-0,44.4%,6.0,+1.5
San Antonio,9-12-0,42.9%,-2.9,-1.6
New Orleans,5-7-0,41.7%,-3.3,-3.0
Sacramento,9-13-2,40.9%,3.9,0.0
Dallas,10-15-1,40.0%,1.5,-0.8
Golden State,9-15-0,37.5%,-3.5,-4.6
Miami,8-15-0,34.8%,0.2,-2.3
Washington,2-4-0,33.3%,-10.3,-1.3
Chicago,6-13-2,31.6%,-8.6,-3.1
Phoenix,5-19-1,20.8%,-2.7,-6.5
Boston,6-27-1,18.2%,3.0,-6.6
