Team,Over Record,Over %,Under %,Total +/-
New Orleans,13-7-0,65.0%,35.0%,+8.3
Washington,11-6-0,64.7%,35.3%,+5.7
Atlanta,12-7-0,63.2%,36.8%,+7.7
Denver,12-7-0,63.2%,36.8%,+4.6
Golden State,9-7-0,56.3%,43.8%,-2.4
San Antonio,11-9-0,55.0%,45.0%,-0.1
New York,12-10-0,54.6%,45.5%,+0.5
LA Lakers,7-6-0,53.9%,46.2%,+0.3
Okla City,9-8-0,52.9%,47.1%,+0.3
Chicago,10-9-0,52.6%,47.4%,+3.3
Portland,10-9-0,52.6%,47.4%,-0.4
Philadelphia,6-6-0,50.0%,50.0%,+1.2
Toronto,10-10-0,50.0%,50.0%,-0.6
Phoenix,9-9-0,50.0%,50.0%,-1.2
Houston,8-8-0,50.0%,50.0%,-1.2
Dallas,10-11-0,47.6%,52.4%,+1.7
Orlando,9-10-0,47.4%,52.6%,-0.7
Miami,9-10-0,47.4%,52.6%,+1.6
Milwaukee,9-10-0,47.4%,52.6%,+1.9
Indiana,9-10-0,47.4%,52.6%,-3.5
Minnesota,10-12-0,45.5%,54.6%,+2.2
Boston,7-9-0,43.8%,56.3%,-3.8
LA Clippers,7-9-0,43.8%,56.3%,-0.9
Sacramento,7-11-0,38.9%,61.1%,-2.7
Utah,5-8-0,38.5%,61.5%,-1.3
Brooklyn,6-10-0,37.5%,62.5%,-3.1
Detroit,6-11-1,35.3%,64.7%,-7.8
Memphis,7-13-0,35.0%,65.0%,-3.2
Cleveland,7-14-0,33.3%,66.7%,-2.3
Charlotte,4-12-0,25.0%,75.0%,-4.9
