Rank,Hotness Score,Matchup,Time,Location
1,80.1,#155 Wright St  at  #83 California,10:00 PM,Haas Pavilion
2,79.1,#118 Illinois St  at  #142 Ohio,7:00 PM,Convocation Center
3,77.4,#185 Bethune  at  #70 Miami,7:00 PM,Watsco Center
4,75.4,#182 CS Northridge  at  #101 N Iowa,8:00 PM,McLeod Center
5,71.0,#235 Texas A&M-CC  at  #50 SMU,8:00 PM,Moody Coliseum
6,69.7,#231 Campbell  at  #69 West Virginia,7:00 PM,WVU Coliseum
7,67.1,#259 Merrimack  at  #37 Auburn,8:00 PM,Neville Arena
8,66.2,#271 Grambling  at  #14 Iowa St,8:00 PM,James H. Hilton Coliseum
9,60.9,#303 Jackson St  at  #5 Louisville,7:00 PM,KFC Yum! Center
10,59.5,#210 Omaha  at  #194 Abl Christian,8:00 PM,Moody Coliseum
11,59.4,#251 Robert Morris  at  #139 Drake,7:30 PM,Knapp Center
12,59.1,#280 NW State  at  #98 N Texas,8:00 PM,The Super Pit
13,56.7,#319 Denver  at  #40 Washington,10:00 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
14,55.7,#322 Texas So  at  #39 Texas A&M,8:00 PM,Reed Arena
15,54.9,#332 N Florida  at  #16 Florida,8:00 PM,Exactech Arena at the Stephen C. O'Connell Center
16,50.6,#335 Le Moyne  at  #72 Xavier,7:00 PM,Cintas Center
17,48.3,#351 St Francis PA  at  #71 TCU,8:00 PM,Schollmaier Arena
18,47.7,#349 Chicago St  at  #75 Saint Louis,8:00 PM,Chaifetz Arena
19,45.3,#333 The Citadel  at  #129 Boston College,7:00 PM,Conte Forum
20,43.6,#264 C Connecticut  at  #240 Quinnipiac,7:00 PM,M&T Bank Arena
21,40.9,#344 Alcorn St  at  #150 S Alabama,8:00 PM,Mitchell Center
22,39.9,#357 Mercyhurst  at  #136 Loyola Chi,9:00 PM,Joseph J. Gentile Arena
23,32.7,#257 UC Riverside  at  #307 North Dakota,8:00 PM,Betty Engelstad Sioux Center
24,22.1,#363 AR-Pine Bluff  at  #250 Portland,10:30 PM,Chiles Center
25,18.6,#297 LIU  at  #346 IU Indy,6:30 PM,The Jungle
26,--,Dakota State  at  #131 S Dakota St,8:00 PM,First Bank & Trust Arena
26,--,Midway  at  #167 E Kentucky,8:00 PM,Baptist Health Arena
26,--,Tougaloo  at  #302 Southern Miss,8:00 PM,Reed Green Coliseum
26,--,Penn State Abington  at  #315 Loyola MD,11:30 AM,Reitz Arena
26,--,Trinity College (FL)  at  #274 Jacksonville,7:30 PM,Swisher Gymnasium
26,--,Whittier  at  #253 CS Bakersfield,2:00 PM,Icardo Center
26,--,St. Louis College  at  #334 Lindenwood,7:00 PM,Robert F. Hyland Arena
26,--,Toccoa Falls  at  #343 Charleston So,7:00 PM,Buccaneer Field House
26,--,District of Columbia  at  #306 Howard,7:00 PM,Burr Gymnasium
26,--,Randolph  at  #217 Old Dominion,7:00 PM,Chartway Arena at the Ted Constant Convocation Cen
26,--,Capital  at  #232 Cleveland St,7:00 PM,Wolstein Center
26,--,Mid-Atlantic Christian  at  #243 Hampton,7:00 PM,Hampton Convocation Center
26,--,Northwood (MI)  at  #285 W Michigan,7:00 PM,University Arena in Read Fieldhouse
26,--,Illinois Tech  at  #207 Indiana St,7:00 PM,Hulman Center
26,--,Valley Forge  at  #275 Lehigh,7:00 PM,Stabler Arena
26,--,Allegheny  at  #355 Canisius,7:00 PM,Koessler Athletic Center
26,--,Curry  at  #359 New Hampshire,6:00 PM,Lundholm Gymnasium
26,--,Central Pennsylvania College  at  #336 Morgan St,6:00 PM,Talmadge L. Hill Field House
26,--,Bethany (WV)  at  #157 Bowling Green,7:00 PM,Stroh Center
