Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Washington,Washington,4.0,226.,237,[],False
Detroit,Utah,4.5,227.,245,[],False
Boston,Chicago,14.5,241.,225,[],False
Toronto,Brooklyn,2.5,219.,195,[],False
San Antonio,San Antonio,1.0,234.,259,[],False
Memphis,Memphis,-1.5,238.,237,[],False
Houston,Houston,-9.5,218.5.,246,[],False
Dallas,L.A. Clippers,-1.0,217.,213,[],False
Phoenix,Indiana,6.0,235.5.,231,[],False
Minnesota,New York,3.5,214.,240,[],False
Portland,Portland,8.5,234.5.,250,[],False
Sacramento,L.A. Lakers,4.5,230.,213,[],False
