Team,ATS Record,Cover %,MOV,ATS +/-
Okla City,9-4-1,69.2%,10.9,+5.2
Cleveland,8-4-0,66.7%,7.8,+2.7
Brooklyn,10-5-1,66.7%,-4.2,+4.5
LA Clippers,9-5-0,64.3%,-0.4,+4.1
Detroit,10-6-1,62.5%,-0.2,+5.0
Memphis,8-5-0,61.5%,6.3,+6.7
Golden State,9-6-0,60.0%,2.1,+1.6
Dallas,8-6-1,57.1%,3.6,+2.7
Houston,8-6-0,57.1%,3.7,+2.4
Toronto,8-6-0,57.1%,-6.9,+2.8
Chicago,8-6-1,57.1%,-0.5,+5.1
Utah,9-7-0,56.3%,-8.4,-0.2
Charlotte,7-6-0,53.9%,-9.4,-1.8
Atlanta,7-7-0,50.0%,-2.3,+0.8
Minnesota,7-7-0,50.0%,1.0,-2.4
New York,8-8-0,50.0%,4.1,+0.2
Portland,7-8-1,46.7%,-11.5,-1.9
Milwaukee,6-7-0,46.2%,-2.8,-1.5
Philadelphia,6-7-0,46.2%,-3.7,-2.5
Sacramento,6-7-0,46.2%,1.4,-1.7
San Antonio,5-6-0,45.5%,-5.2,0.0
Indiana,8-10-0,44.4%,-3.2,-1.8
Boston,6-8-0,42.9%,11.5,+1.1
Orlando,7-10-0,41.2%,-2.1,-1.4
Denver,6-9-0,40.0%,3.0,+0.8
Phoenix,5-8-0,38.5%,-5.2,-3.9
Miami,5-8-0,38.5%,-0.8,-0.5
LA Lakers,6-10-0,37.5%,-7.1,-6.3
Washington,4-7-2,36.4%,-15.8,-3.7
New Orleans,3-12-0,20.0%,-17.8,-11.0
