Team,ATS Record,Cover %,MOV,ATS +/-
Portland,82-65-5,55.8%,-0.4,+1.8
Dallas,79-66-4,54.5%,-1.7,+1.3
Boston,79-68-2,53.7%,3.7,+1.2
Miami,75-65-4,53.6%,-0.9,+0.4
Toronto,79-70-3,53.0%,-0.8,+0.4
Orlando,78-70-4,52.7%,-5.2,-0.3
Denver,74-67-2,52.5%,1.4,+1.5
Milwaukee,78-73-3,51.7%,1.6,+0.1
Phoenix,74-70-1,51.4%,-3.4,-0.7
New Orleans,76-72-0,51.4%,-4.1,-0.5
Charlotte,76-72-3,51.4%,-3.5,+1.2
Memphis,77-73-0,51.3%,-2.0,+0.3
LA Lakers,71-69-0,50.7%,-3.4,-0.5
Detroit,76-74-4,50.7%,-4.1,+0.5
Washington,77-77-2,50.0%,-4.3,+0.2
Minnesota,67-67-6,50.0%,-1.5,+0.5
Utah,72-72-6,50.0%,0.2,+0.9
Golden State,74-76-4,49.3%,2.5,-0.5
San Antonio,71-73-2,49.3%,-1.7,-0.2
Sacramento,76-80-5,48.7%,-6.0,-1.2
Philadelphia,71-75-2,48.6%,-2.8,-0.5
LA Clippers,75-80-1,48.4%,1.5,+0.8
Okla City,70-76-2,48.0%,-1.7,-1.2
Chicago,71-78-3,47.7%,-3.8,-0.6
Cleveland,72-81-5,47.1%,-2.1,-1.4
Atlanta,73-84-3,46.5%,-2.6,-1.4
New York,64-74-3,46.4%,-2.8,-0.2
Indiana,67-80-2,45.6%,-2.9,-0.9
Houston,61-81-4,43.0%,-2.0,-1.0
Brooklyn,60-84-2,41.7%,-7.9,-3.1
