Rank,Hotness Score,Matchup,Time,Location
1,98.2,#7 Kentucky  vs.  #31 Michigan St,6:30 PM,Madison Square Garden
2,98.0,#1 Duke  vs.  #21 Kansas,9:00 PM,Madison Square Garden
3,90.0,#87 Wichita St  at  #64 Boise St,9:00 PM,ExtraMile Arena
4,88.6,#122 Winthrop  at  #28 Arkansas,8:00 PM,Bud Walton Arena
5,86.0,#129 Troy  at  #45 San Diego St,10:00 PM,Viejas Arena
6,84.1,#137 Rhode Island  at  #53 Yale,8:00 PM,John J. Lee Amphitheater
7,81.6,#154 Montana  at  #71 Texas A&M,8:00 PM,Reed Arena
8,81.3,#162 Southern  at  #47 Washington,9:30 PM,Alaska Airlines Arena at Hec Edmundson Pavilion
9,78.5,#189 Austin Peay  at  #40 Mississippi,8:00 PM,The Sandy and John Black Pavilion at Ole Miss
10,78.1,#182 UT Martin  at  #68 Florida St,7:00 PM,Donald L. Tucker Center
11,77.7,#199 Navy  at  #23 North Carolina,7:00 PM,Smith Center
12,71.8,#233 SE Missouri St  at  #30 Iowa,8:30 PM,Carver-Hawkeye Arena
13,71.6,#176 E Kentucky  at  #135 Kent St,7:00 PM,Memorial Athletic and Convocation Center
14,71.5,#201 Purdue FW  at  #97 Utah,9:00 PM,Jon M. Huntsman Center
15,68.6,#127 SF Austin  at  #203 Fresno St,9:00 PM,Save Mart Center
16,67.7,#253 Monmouth  at  #43 Syracuse,9:00 PM,JMA Wireless Dome
17,67.3,#120 Towson  at  #219 J Madison,7:00 PM,Atlantic Union Bank Center
18,66.6,#227 Old Dominion  at  #114 Xavier,7:00 PM,Cintas Center
18,66.6,#234 UC Davis  at  #105 Nevada,10:00 PM,Lawlor Events Center
20,66.4,#230 Jacksonville  at  #102 George Mason,7:00 PM,EagleBank Arena
21,66.0,#250 Idaho St  at  #74 Santa Clara,10:00 PM,Leavey Center
22,65.9,#243 Georgia So  at  #95 Georgia Tech,7:30 PM,McCamish Pavilion
23,65.0,#244 Radford  at  #94 South Carolina,7:00 PM,Colonial Life Arena
24,64.7,#212 Princeton  at  #151 Iona,7:00 PM,Hynes Athletics Center
25,62.5,#286 Sacramento St  at  #39 UCLA,10:30 PM,Pauley Pavilion presented by Wescom Financial
26,62.1,#241 E Carolina  at  #134 NC Wilmington,7:00 PM,Trask Coliseum
27,62.0,#247 Hampton  at  #124 Boston College,7:00 PM,Conte Forum
28,59.6,#249 UC Riverside  at  #138 Cal Baptist,10:00 PM,Dale E. and Sarah Ann Fowler Events Center
29,59.3,#279 Louisiana  at  #89 Stanford,10:00 PM,Maples Pavilion
30,59.0,#282 American  at  #93 Rutgers,6:30 PM,Jersey Mike's Arena
