Rank,Hotness Score,Matchup,Time,Location
1,97.8,#31 Oregon  at  #27 UCLA,10:30 PM,Pauley Pavilion presented by Wescom
2,97.4,#26 Ohio St  at  #38 Penn St,6:30 PM,Bryce Jordan Center
3,96.4,#12 Illinois  at  #58 Nebraska,8:30 PM,Pinnacle Bank Arena
4,85.5,#42 Memphis  at  #140 Tulane,9:00 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
5,81.0,#118 S Dakota St  at  #123 N Dakota St,8:00 PM,Scheels Center
6,80.3,#150 Seattle  at  #89 Grd Canyon,11:00 PM,Global Credit Union Arena at GCU
7,75.4,#66 UCSD  at  #202 Hawaii,11:59 PM,SimpliFi Arena at Stan Sheriff Center
8,75.1,#91 Liberty  at  #190 Kennesaw St,8:00 PM,KSU Convocation Center
9,74.4,#159 TX El Paso  at  #136 W Kentucky,8:00 PM,E.A. Diddle Arena
10,73.8,#178 N Mex State  at  #115 Middle Tenn,7:30 PM,Murphy Center
11,73.2,#175 Cleveland St  at  #128 IPFW,9:00 PM,Allen County War Memorial Coliseum
12,71.2,#154 Cal St Nrdge  at  #167 UCSB,10:00 PM,The Thunderdome
13,69.4,#164 Hofstra  at  #168 Elon,7:00 PM,Schar Center
14,64.2,#251 E Kentucky  at  #95 Lipscomb,8:00 PM,Allen Arena
15,63.8,#132 Bryant  at  #234 Maryland BC,7:00 PM,Chesapeake Employers Insurance Arena
16,61.0,#157 Towson  at  #232 Delaware,6:30 PM,Bob Carpenter Center
17,60.5,#196 Wright St  at  #200 Youngs St,6:30 PM,Zidian Family Arena at Beeghly Center
18,59.1,#270 GA Southern  at  #113 Troy,7:00 PM,Trojan Arena
19,58.0,#192 Wm & Mary  at  #221 Campbell,7:00 PM,Gore Arena/Pope Convocation Center
19,58.0,#228 UC Davis  at  #180 UC Riverside,10:00 PM,SRC Arena
21,57.0,#242 Abl Christian  at  #171 Cal Baptist,10:00 PM,Dale E. and Sarah Ann Fowler Events Center
22,56.8,#260 Florida Intl  at  #147 Jksnville St,7:00 PM,Pete Mathews Coliseum
23,55.6,#63 UC Irvine  at  #315 Lg Beach St,10:00 PM,The Walter Pyramid
24,55.2,#96 Wash State  at  #302 Pacific,10:00 PM,Alex G. Spanos Center
25,52.9,#208 Portland St  at  #237 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
26,51.9,#185 Drexel  at  #263 Monmouth,7:00 PM,OceanFirst Bank Center
27,50.6,#262 S Utah  at  #193 TX-Arlington,8:00 PM,College Park Center
28,49.5,#199 Northeastrn  at  #266 Hampton,7:00 PM,Hampton Convocation Center
29,48.0,#117 NC-Wilmgton  at  #328 NC A&T,7:00 PM,Corbett Sports Center
30,46.8,#331 Stony Brook  at  #119 Col Charlestn,6:00 PM,TD Arena
31,46.2,#257 Idaho  at  #229 Weber St,9:00 PM,Dee Events Center
32,46.0,#294 Georgia St  at  #182 Marshall,7:00 PM,Cam Henderson Center
33,45.1,#322 Coastal Car  at  #149 James Mad,7:00 PM,Atlantic Union Bank Center
34,44.5,#318 Louisiana  at  #160 Texas St,8:00 PM,Strahan Arena at the University Events Center
35,43.4,#276 E Washingtn  at  #224 Idaho St,9:00 PM,Holt Arena
36,43.3,#334 UL Monroe  at  #144 S Alabama,8:00 PM,Mitchell Center
37,42.2,#281 TN State  at  #225 AR Lit Rock,8:00 PM,Jack Stephens Center
37,42.2,#326 Portland  at  #165 Loyola Mymt,10:00 PM,Gersten Pavilion
39,41.0,#207 Central Conn  at  #305 LIU,7:00 PM,Steinberg Wellness Center
40,40.6,#284 Cal Poly  at  #233 CS Bakersfld,9:30 PM,Icardo Center
41,39.8,#211 Pepperdine  at  #309 San Diego,10:00 PM,Jenny Craig Pavilion
42,39.2,#277 TN Martin  at  #249 SE Missouri,8:30 PM,Show Me Center
43,37.4,#330 Sac State  at  #194 Montana St,9:00 PM,Brick Breeden Fieldhouse
44,37.2,#174 Mass Lowell  at  #347 NJIT,7:00 PM,Joel & Diane Bloom Wellness and Events Center
45,35.9,#222 Vermont  at  #321 Binghamton,6:05 PM,Events Center
46,35.1,#316 IU Indy  at  #227 Rob Morris,7:00 PM,UPMC Events Center
47,33.0,#344 WI-Grn Bay  at  #204 Oakland,7:00 PM,OU Credit Union O'rena
48,32.8,#214 Kansas City  at  #342 Denver,9:00 PM,Hamilton Gymnasium
49,32.5,#358 N Hampshire  at  #188 Maine,6:00 PM,Memorial Gym
50,29.8,#246 N Kentucky  at  #333 Detroit,7:00 PM,Calihan Hall
51,28.9,#247 SIU Edward  at  #335 Lindenwood,8:30 PM,Robert F. Hyland Arena
52,28.4,#312 TN Tech  at  #275 Morehead St,7:30 PM,Ellis T. Johnson Arena
53,26.9,#307 Utah Tech  at  #289 Tarleton St,8:00 PM,Wisdom Gym
54,17.2,#345 Le Moyne  at  #301 F Dickinson,7:00 PM,Bogota Savings Bank Center
55,17.1,#325 Wagner  at  #323 Stonehill,7:00 PM,Merkert Gymnasium
56,15.1,#356 Bellarmine  at  #298 Austin Peay,8:00 PM,F&M Bank Arena
57,11.5,#329 St Fran (PA)  at  #350 Mercyhurst,7:00 PM,Owen McCormick Court at the Mercyhurst Athletic
58,10.5,#338 E Illinois  at  #346 W Illinois,8:30 PM,LeRoy A. Ufkes Court at Western Hall
