Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Orlando,Atlanta,6.5,221.5.,218,[],False
Cleveland,Cleveland,-8.0,231.5.,235,[],False
Washington,Washington,11.0,237.5.,252,[],False
Miami,Boston,-8.5,210.5.,188,[],False
Brooklyn,Brooklyn,-5.0,212.,186,[],False
Oklahoma City,Oklahoma City,-17.5,232.5.,238,[],False
Milwaukee,Golden State,-7.0,231.5.,236,[],False
Dallas,Dallas,1.5,238.5.,257,[],False
Denver,Denver,-9.0,229.5.,263,[],False
L.A. Lakers,L.A. Lakers,-12.0,235.5.,245,[],False
