Rank,Hotness Score,Matchup,Time,Location
1,98.6,#19 Baylor  at  #3 Houston,9:00 PM,Fertitta Center
2,96.7,#35 N Carolina  at  #31 Clemson,7:00 PM,Littlejohn Coliseum
3,67.4,#231 Charlotte  at  #98 Fla Atlantic,9:00 PM,Eleanor R. Baldwin Arena
4,62.0,#275 Fresno St  at  #73 Nevada,11:00 PM,Lawlor Events Center
5,59.6,#171 TX A&M-CC  at  #229 Lamar,8:00 PM,Neches Federal Credit Union Arena at the Montagne
6,49.1,#339 TX A&M-Com  at  #81 McNeese St,7:00 PM,Legacy Center
7,49.0,#286 NW State  at  #174 Nicholls,7:30 PM,Stopher Gymnasium
8,45.8,#247 TX-Pan Am  at  #243 Ste F Austin,7:30 PM,William R. Johnson Coliseum
9,41.9,#221 SE Louisiana  at  #290 Hsn Christian,8:00 PM,Sharp Gymnasium
10,40.1,#212 Southern  at  #305 Alabama St,7:00 PM,Dunn-Oliver Acadome
11,39.9,#327 NC A&T  at  #181 Campbell,8:00 PM,Gore Arena/Pope Convocation Center
12,37.6,#285 Lafayette  at  #250 American,6:00 PM,Bender Arena
13,33.2,#266 Beth-Cook  at  #297 TX Southern,8:00 PM,H&PE Arena
14,21.4,#354 New Orleans  at  #267 Incar Word,7:30 PM,Alice P. McDermott Convocation Center
15,15.2,#363 Ark Pine Bl  at  #288 Jackson St,8:00 PM,Williams Assembly Center
16,13.1,#306 Howard  at  #361 Maryland ES,8:00 PM,Hytche Athletic Center
17,11.7,#320 Grambling St  at  #358 Alab A&M,8:00 PM,Alabama A&M Events Center
18,9.7,#336 Florida A&M  at  #352 Prairie View,7:00 PM,William J. Nicks Building
19,6.1,#364 Miss Val St  at  #334 Alcorn St,7:00 PM,Davey Whitney Complex
