Rank,Hotness Score,Matchup,Time,Location
1,71.6,#5 Houston  at  #22 Atlanta,7:30 PM,State Farm Arena
2,70.4,#16 LA Lakers  at  #21 Philadelphia,7:30 PM,Wells Fargo Center
3,61.9,#10 Milwaukee  at  #28 Portland,10:00 PM,Moda Center
4,56.8,#27 Utah  at  #14 Golden State,10:00 PM,Chase Center
