Team,Over Record,Over %,Under %,Total +/-
Le Moyne,24-11-0,68.6%,31.4%,+2.8
New Orleans,91-47-2,65.9%,34.1%,+4.2
Iowa,74-48-0,60.7%,39.3%,+3.8
Queens,37-25-1,59.7%,40.3%,+1.2
Coppin St,76-54-1,58.5%,41.5%,+1.7
Wright St,111-81-0,57.8%,42.2%,+1.5
Miss Valley St,78-57-0,57.8%,42.2%,+3.4
E Texas A&M,38-28-0,57.6%,42.4%,+2.6
UNLV,89-66-0,57.4%,42.6%,+2.7
Oregon St,109-81-0,57.4%,42.6%,+1.4
Montana,111-83-1,57.2%,42.8%,+2.7
Dayton,93-70-2,57.1%,42.9%,+2.3
Samford,102-77-2,57.0%,43.0%,+3.4
Purdue,88-67-2,56.8%,43.2%,+2.0
North Dakota,101-77-1,56.7%,43.3%,+2.2
Norfolk St,72-55-0,56.7%,43.3%,+1.5
Fresno St,86-66-1,56.6%,43.4%,+1.5
Arizona St,100-77-1,56.5%,43.5%,+2.3
Grand Canyon,87-67-1,56.5%,43.5%,+0.7
S Indiana,35-27-0,56.5%,43.6%,+2.5
Morgan St,62-48-2,56.4%,43.6%,+2.5
Rice,102-79-1,56.4%,43.7%,+2.0
Kentucky,102-79-1,56.4%,43.7%,+3.0
SIU Edward,107-83-4,56.3%,43.7%,+0.3
SE Louisiana,77-60-0,56.2%,43.8%,+3.3
Long Beach St,96-75-2,56.1%,43.9%,+2.3
High Point,78-61-2,56.1%,43.9%,+3.5
Howard,69-54-1,56.1%,43.9%,+2.2
South Dakota,79-62-2,56.0%,44.0%,+4.7
Gardner-Webb,84-66-0,56.0%,44.0%,+2.2
Boston U,90-71-2,55.9%,44.1%,+1.1
Colorado St,81-64-1,55.9%,44.1%,+2.3
Loyola MD,78-62-1,55.7%,44.3%,+2.6
Oakland,106-85-1,55.5%,44.5%,+2.4
Lehigh,76-61-0,55.5%,44.5%,+3.4
CS Bakersfield,82-66-1,55.4%,44.6%,+1.8
Pepperdine,103-83-4,55.4%,44.6%,+2.1
Nebraska,67-54-2,55.4%,44.6%,+1.9
Kennesaw St,83-67-2,55.3%,44.7%,+1.3
LSU,101-82-3,55.2%,44.8%,+2.0
West Virginia,107-87-2,55.2%,44.9%,+1.8
Arizona,108-88-3,55.1%,44.9%,+2.7
Butler,81-66-6,55.1%,44.9%,+3.6
Boston College,76-62-1,55.1%,44.9%,+1.7
George Mason,88-72-0,55.0%,45.0%,+0.7
Columbia,77-63-3,55.0%,45.0%,+2.0
NC Central,66-54-0,55.0%,45.0%,+1.0
Indiana St,100-82-1,55.0%,45.1%,+2.1
UTEP,111-91-4,55.0%,45.1%,+1.5
Green Bay,101-83-2,54.9%,45.1%,+1.3
Omaha,85-70-1,54.8%,45.2%,+1.5
Chattanooga,108-89-3,54.8%,45.2%,+1.4
UT Rio Grande,74-61-2,54.8%,45.2%,+1.1
Mississippi St,104-86-1,54.7%,45.3%,+2.4
Tennessee St,99-82-2,54.7%,45.3%,+1.6
N Colorado,99-82-3,54.7%,45.3%,+1.6
CS Fullerton,88-73-3,54.7%,45.3%,+3.3
South Carolina,94-78-3,54.7%,45.4%,+1.3
UCSD,42-35-3,54.6%,45.5%,+5.2
Delaware,109-91-1,54.5%,45.5%,+1.7
E Washington,109-91-1,54.5%,45.5%,+2.2
Lafayette,79-66-3,54.5%,45.5%,+0.5
Idaho St,98-82-4,54.4%,45.6%,+1.6
NC State,87-73-1,54.4%,45.6%,+1.5
N Florida,81-68-1,54.4%,45.6%,+1.9
S Utah,88-74-2,54.3%,45.7%,+1.6
Furman,102-86-1,54.3%,45.7%,+1.2
Alabama,102-86-5,54.3%,45.7%,+1.6
Duquesne,77-65-1,54.2%,45.8%,+2.3
Cornell,71-60-1,54.2%,45.8%,+3.1
Missouri St,97-82-1,54.2%,45.8%,+2.4
VMI,97-82-2,54.2%,45.8%,+2.5
Virginia Tech,85-72-1,54.1%,45.9%,+3.1
Gonzaga,118-100-1,54.1%,45.9%,+1.2
Texas St,105-89-3,54.1%,45.9%,+1.9
American,80-68-0,54.1%,46.0%,+0.9
W Carolina,114-97-1,54.0%,46.0%,+1.4
Denver,81-69-2,54.0%,46.0%,+1.9
Lipscomb,88-75-1,54.0%,46.0%,+1.2
Wofford,104-89-2,53.9%,46.1%,+0.9
Milwaukee,98-84-0,53.9%,46.2%,+1.5
Nevada,92-79-2,53.8%,46.2%,+1.8
Texas Tech,100-86-2,53.8%,46.2%,+1.7
Penn,86-74-2,53.8%,46.3%,+1.8
Stetson,79-68-1,53.7%,46.3%,+2.4
NC Asheville,72-62-5,53.7%,46.3%,+1.2
Alcorn St,67-58-3,53.6%,46.4%,+1.7
Temple,67-58-3,53.6%,46.4%,+1.8
Auburn,105-91-1,53.6%,46.4%,+1.7
SE Missouri St,99-86-4,53.5%,46.5%,+2.6
F Dickinson,77-67-2,53.5%,46.5%,+3.6
Florida St,79-69-2,53.4%,46.6%,+0.4
SC Upstate,72-63-0,53.3%,46.7%,0.0
Sacred Heart,81-71-3,53.3%,46.7%,+2.3
Montana St,106-93-0,53.3%,46.7%,+2.0
Coastal Car,98-86-1,53.3%,46.7%,+1.6
Xavier,82-72-4,53.3%,46.8%,+0.9
Binghamton,74-65-2,53.2%,46.8%,+1.4
New Mexico,74-65-0,53.2%,46.8%,+2.0
UMass Lowell,67-59-3,53.2%,46.8%,+2.0
Austin Peay,110-97-2,53.1%,46.9%,+3.0
Loyola Mymt,93-82-3,53.1%,46.9%,+0.2
Texas,95-84-3,53.1%,46.9%,+1.3
Illinois,78-69-2,53.1%,46.9%,+2.3
