Team,Over Record,Over %,Under %,Total +/-
Phoenix,517-442-9,53.9%,46.1%,+1.2
Washington,389-354-13,52.4%,47.6%,+1.7
Milwaukee,482-454-7,51.5%,48.5%,+0.8
Toronto,465-446-10,51.0%,49.0%,+1.1
New York,385-372-8,50.9%,49.1%,+0.8
Portland,442-432-14,50.6%,49.4%,+0.6
Utah,475-465-13,50.5%,49.5%,+0.7
Minnesota,378-374-3,50.3%,49.7%,-0.2
Okla City,510-507-14,50.2%,49.9%,+0.2
Sacramento,371-370-16,50.1%,49.9%,0.0
Atlanta,435-434-8,50.1%,49.9%,+0.6
Detroit,413-414-22,49.9%,50.1%,+0.1
Philadelphia,421-424-13,49.8%,50.2%,0.0
Cleveland,502-511-9,49.6%,50.4%,+0.5
Charlotte,317-324-4,49.5%,50.6%,0.0
Denver,532-544-10,49.4%,50.6%,+0.1
Golden State,523-537-19,49.3%,50.7%,-0.1
LA Clippers,475-495-20,49.0%,51.0%,-0.1
Dallas,529-553-16,48.9%,51.1%,-0.1
Miami,548-580-10,48.6%,51.4%,-0.1
Memphis,445-473-12,48.5%,51.5%,+0.1
Brooklyn,391-418-5,48.3%,51.7%,+0.3
Boston,557-601-16,48.1%,51.9%,+0.1
New Orleans,388-420-16,48.0%,52.0%,-0.1
Chicago,436-472-8,48.0%,52.0%,+0.4
LA Lakers,486-527-12,48.0%,52.0%,-0.5
San Antonio,564-622-14,47.6%,52.5%,-0.4
Orlando,384-426-11,47.4%,52.6%,-0.3
Houston,480-537-11,47.2%,52.8%,-0.3
Indiana,450-520-13,46.4%,53.6%,-0.5
