Rank,Hotness Score,Matchup,Time,Location
1,98.6,#23 BYU  at  #7 Iowa St,9:00 PM,James H. Hilton Coliseum
2,98.4,#2 Auburn  at  #26 Texas A&M,9:00 PM,Reed Arena
3,96.2,#43 Indiana  at  #34 Oregon,9:00 PM,Matthew Knight Arena
3,96.2,#42 Texas  at  #31 Mississippi St,8:00 PM,Humphrey Coliseum
5,95.7,#55 Nebraska  at  #29 Ohio St,9:00 PM,Value City Arena
6,95.4,#40 Arkansas  at  #50 Vanderbilt,10:00 PM,Memorial Gymnasium
7,95.2,#22 Baylor  at  #67 TCU,8:00 PM,Ed and Rae Schollmaier Arena
8,95.0,#65 Rutgers  at  #13 Purdue,7:00 PM,Mackey Arena
9,94.9,#66 Arizona St  at  #10 Arizona,11:00 PM,McKale Memorial Center
9,94.9,#63 LSU  at  #18 Kentucky,7:00 PM,Rupp Arena at Central Bank Center
11,94.6,#46 West Virginia  at  #59 Utah,9:00 PM,Jon M. Huntsman Center
12,93.5,#38 Georgia  at  #75 South Carolina,6:00 PM,Colonial Life Arena
13,93.4,#45 New Mexico  at  #71 Nevada,9:00 PM,Lawlor Events Center
14,92.4,#44 Villanova  at  #84 Georgetown,8:00 PM,Capital One Arena
15,89.6,#105 Syracuse  at  #41 SMU,9:00 PM,Moody Coliseum
15,89.6,#33 North Carolina  at  #113 Virginia Tech,7:00 PM,Cassell Coliseum
15,89.6,#56 San Diego St  at  #102 UNLV,11:00 PM,Thomas & Mack Center
18,87.7,#83 Florida St  at  #97 Virginia,9:00 PM,John Paul Jones Arena
18,87.7,#36 VCU  at  #126 Duquesne,7:00 PM,UPMC Cooper Fieldhouse
20,87.0,#107 Saint Louis  at  #76 Dayton,7:00 PM,University of Dayton Arena
21,84.4,#35 Creighton  at  #151 Seton Hall,7:00 PM,Prudential Center
22,80.7,#141 Miami  at  #95 Georgia Tech,7:00 PM,McCamish Pavilion
23,77.8,#185 San Jose St  at  #61 Colorado St,9:00 PM,Moby Arena
24,76.2,#47 Memphis  at  #203 UTSA,7:00 PM,Convocation Center
25,67.4,#110 Akron  at  #226 Toledo,7:00 PM,Savage Arena
26,60.6,#194 UMass Lowell  at  #201 Maine,6:00 PM,Memorial Gym
27,59.5,#51 Boise St  at  #299 Air Force,9:00 PM,Clune Arena
28,57.4,#157 Temple  at  #254 Tulsa,8:00 PM,Reynolds Center
29,52.4,#255 Albany  at  #189 Vermont,7:00 PM,Patrick Gymnasium
30,51.5,#123 Kent St  at  #309 W Michigan,7:00 PM,University Arena in Read Fieldhouse
31,50.0,#187 Wyoming  at  #272 Fresno St,10:00 PM,Save Mart Center
32,48.8,#302 E Michigan  at  #154 Ohio,7:00 PM,Convocation Center
33,46.8,#214 C Michigan  at  #268 Ball St,7:00 PM,Worthen Arena
34,41.0,#354 New Hampshire  at  #131 Bryant,6:00 PM,Chace Athletic Center
35,38.8,#166 Miami OH  at  #345 Buffalo,7:00 PM,Alumni Arena
36,35.5,#321 IU Indy  at  #221 Wright St,8:00 PM,Nutter Center
37,32.3,#338 Green Bay  at  #218 Oakland,7:00 PM,OU Credit Union O'rena
38,30.1,#337 Detroit Mercy  at  #234 N Kentucky,7:00 PM,Truist Arena
39,27.0,#283 Lehigh  at  #314 Loyola MD,7:00 PM,Reitz Arena
40,26.3,#319 Holy Cross  at  #280 Lafayette,7:00 PM,Kirby Sports Center
41,23.5,#322 Coastal Car  vs.  #294 Southern Miss,6:00 PM,Pensacola Bay Center
42,19.9,#282 Bowling Green  at  #351 N Illinois,7:00 PM,NIU Convocation Center
43,18.6,#343 UL Monroe  vs.  #297 Louisiana,8:30 PM,Pensacola Bay Center
44,14.8,#350 NJIT  at  #308 Binghamton,7:00 PM,Events Center
