Team,Over Record,Over %,Under %,Total +/-
Denver,581-513-16,53.1%,46.9%,+1.4
Sacramento,517-466-23,52.6%,47.4%,+1.2
Milwaukee,515-471-11,52.2%,47.8%,+1.0
Atlanta,534-495-9,51.9%,48.1%,+1.4
Minnesota,520-499-12,51.0%,49.0%,+0.2
Okla City,563-546-16,50.8%,49.2%,+0.6
Phoenix,551-537-9,50.6%,49.4%,+0.5
Utah,521-513-19,50.4%,49.6%,+0.1
Portland,529-522-15,50.3%,49.7%,+0.5
San Antonio,574-570-14,50.2%,49.8%,+0.2
Detroit,511-509-15,50.1%,49.9%,-0.1
Miami,582-586-11,49.8%,50.2%,-0.3
LA Lakers,577-582-9,49.8%,50.2%,-0.2
Indiana,514-525-14,49.5%,50.5%,-0.1
Brooklyn,501-512-14,49.5%,50.5%,-0.2
LA Clippers,504-517-24,49.4%,50.6%,+0.2
Cleveland,512-527-10,49.3%,50.7%,+0.2
New York,508-525-9,49.2%,50.8%,+0.4
New Orleans,498-516-10,49.1%,50.9%,+0.2
Houston,515-537-15,49.0%,51.1%,+0.2
Toronto,533-556-11,48.9%,51.1%,+0.6
Boston,573-601-8,48.8%,51.2%,-0.1
Dallas,545-572-16,48.8%,51.2%,+0.1
Washington,485-514-20,48.6%,51.5%,+0.5
Golden State,522-555-13,48.5%,51.5%,-0.4
Memphis,484-528-10,47.8%,52.2%,-0.2
Charlotte,428-470-13,47.7%,52.3%,-0.2
Chicago,469-522-12,47.3%,52.7%,-0.1
Philadelphia,467-552-20,45.8%,54.2%,-1.3
Orlando,473-572-14,45.3%,54.7%,-0.8
