Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Central Arkansas,The Citadel,4.5,137.5.,144,[],False
Grambling State,Southeastern Louisiana,2.5,134.5.,140,[],False
Charleston,Charleston,-6.0,149.,144,[],False
Middle Tennessee St.,Middle Tennessee St.,-5.0,148.,139,[],False
Louisiana Tech,Louisiana Tech,3.0,144.5.,140,[],False
Northern Colorado,Air Force,9.5,140.5.,157,[],False
Texas Tech,Texas Tech,-28.0,148.,136,[],False
Rice,Alcorn St.,15.0,136.5.,152,[],False
Texas Christian,South Alabama,12.5,136.5.,107,[],False
Northern Iowa,Northern Iowa,-10.5,146.,180,[],False
Texas-El Paso,Tarleton State,15.0,130.5.,129,[],False
New Mexico St.,Southern Utah,5.0,146.,141,[],False
