Team,Over Record,Over %,Under %,Total +/-
Washington,457-381-10,54.5%,45.5%,+1.5
Minnesota,459-401-6,53.4%,46.6%,+1.2
Denver,481-428-9,52.9%,47.1%,+1.4
San Antonio,448-404-11,52.6%,47.4%,+0.8
Atlanta,446-415-10,51.8%,48.2%,+1.3
Portland,446-416-11,51.7%,48.3%,+1.0
Milwaukee,468-440-8,51.5%,48.5%,+0.9
Cleveland,463-436-8,51.5%,48.5%,+0.5
Philadelphia,453-427-12,51.5%,48.5%,+0.7
Toronto,462-437-9,51.4%,48.6%,+0.1
Utah,442-421-11,51.2%,48.8%,+1.4
New Orleans,430-412-7,51.1%,48.9%,+0.7
Phoenix,442-425-9,51.0%,49.0%,+0.4
Boston,483-480-10,50.2%,49.8%,+0.3
LA Lakers,437-437-6,50.0%,50.0%,-0.3
Indiana,441-442-11,49.9%,50.1%,+0.8
Okla City,443-446-13,49.8%,50.2%,-0.1
Houston,432-435-17,49.8%,50.2%,+0.2
Miami,457-465-4,49.6%,50.4%,-0.1
Detroit,405-414-13,49.5%,50.6%,+0.5
Sacramento,405-415-14,49.4%,50.6%,+0.3
Memphis,420-435-12,49.1%,50.9%,+0.2
LA Clippers,430-448-17,49.0%,51.0%,+0.4
Golden State,457-483-13,48.6%,51.4%,-0.4
Chicago,400-424-8,48.5%,51.5%,+0.3
Orlando,408-433-8,48.5%,51.5%,-0.6
Brooklyn,408-435-10,48.4%,51.6%,+0.1
Charlotte,393-426-7,48.0%,52.0%,0.0
Dallas,418-460-10,47.6%,52.4%,0.0
New York,406-447-12,47.6%,52.4%,0.0
