Team,Over Record,Over %,Under %,Total +/-
Cleveland,286-242-7,54.2%,45.8%,+1.2
Phoenix,216-191-3,53.1%,46.9%,+0.5
New Orleans,180-160-2,52.9%,47.1%,+0.9
Milwaukee,333-296-6,52.9%,47.1%,+1.5
Philadelphia,246-219-6,52.9%,47.1%,+1.4
Okla City,273-248-10,52.4%,47.6%,+0.8
Boston,380-353-7,51.8%,48.2%,+0.8
Portland,189-177-5,51.6%,48.4%,+2.0
Sacramento,163-153-7,51.6%,48.4%,+0.6
Washington,151-142-2,51.5%,48.5%,+0.8
Toronto,270-254-6,51.5%,48.5%,+0.1
Detroit,135-128-3,51.3%,48.7%,+0.8
San Antonio,214-203-4,51.3%,48.7%,+0.8
Atlanta,193-184-4,51.2%,48.8%,+1.1
Minnesota,213-204-3,51.1%,48.9%,+0.4
Miami,261-251-3,51.0%,49.0%,+0.5
Houston,237-235-13,50.2%,49.8%,-0.1
Denver,288-288-5,50.0%,50.0%,+1.1
Charlotte,136-137-1,49.8%,50.2%,+2.1
Utah,240-244-4,49.6%,50.4%,+0.4
Golden State,335-349-10,49.0%,51.0%,-0.3
LA Clippers,275-287-10,48.9%,51.1%,0.0
Indiana,206-221-4,48.2%,51.8%,+0.1
Dallas,196-214-5,47.8%,52.2%,0.0
Brooklyn,137-153-3,47.2%,52.8%,-1.2
LA Lakers,194-217-3,47.2%,52.8%,-1.0
New York,162-185-3,46.7%,53.3%,-0.1
Orlando,124-143-2,46.4%,53.6%,-1.4
Memphis,176-204-9,46.3%,53.7%,-0.4
Chicago,130-164-2,44.2%,55.8%,-1.1
