Team,Over Record,Over %,Under %,Total +/-
Sacramento,235-193-7,54.9%,45.1%,+2.2
Portland,240-203-8,54.2%,45.8%,+2.5
Milwaukee,252-216-3,53.9%,46.2%,+1.5
Washington,229-199-9,53.5%,46.5%,+1.1
Philadelphia,220-196-6,52.9%,47.1%,+0.4
Phoenix,255-229-3,52.7%,47.3%,+0.8
Atlanta,218-198-4,52.4%,47.6%,+2.2
Cleveland,229-210-6,52.2%,47.8%,+1.1
Toronto,200-188-1,51.6%,48.5%,+0.5
Utah,223-214-4,51.0%,49.0%,+1.5
Detroit,206-202-4,50.5%,49.5%,-0.2
LA Lakers,216-215-5,50.1%,49.9%,-0.2
Houston,212-212-9,50.0%,50.0%,+0.6
Orlando,215-217-6,49.8%,50.2%,-0.1
Dallas,207-209-7,49.8%,50.2%,+0.9
Brooklyn,206-209-3,49.6%,50.4%,+0.4
Charlotte,196-199-5,49.6%,50.4%,-0.1
Denver,223-228-4,49.5%,50.6%,+0.7
Indiana,207-212-7,49.4%,50.6%,-0.2
Boston,196-201-6,49.4%,50.6%,+0.6
LA Clippers,223-237-9,48.5%,51.5%,+1.0
Chicago,221-235-6,48.5%,51.5%,+0.4
New Orleans,213-229-5,48.2%,51.8%,-0.2
Golden State,228-246-4,48.1%,51.9%,+0.9
Minnesota,203-220-6,48.0%,52.0%,-0.1
New York,191-216-6,46.9%,53.1%,-0.5
San Antonio,197-223-9,46.9%,53.1%,0.0
Okla City,196-229-7,46.1%,53.9%,-1.1
Miami,197-234-1,45.7%,54.3%,-1.1
Memphis,192-230-6,45.5%,54.5%,-1.3
