Team,ATS Record,Cover %,MOV,ATS +/-
New Haven,2-0-0,100.0%,-9.0,+17.8
Hofstra,84-53-4,61.3%,1.4,+2.0
Jacksonville St,88-56-5,61.1%,-1.4,+2.2
Wichita St,62-41-3,60.2%,2.2,+1.1
Providence,64-43-1,59.8%,-2.2,+1.7
Santa Clara,61-41-3,59.8%,-3.0,+2.0
Saint Mary's,56-39-1,59.0%,7.9,+2.4
S Florida,63-44-4,58.9%,-7.2,+1.4
N Colorado,82-58-4,58.6%,-2.0,+2.4
Gardner-Webb,72-51-2,58.5%,-4.4,+1.3
Towson,70-50-2,58.3%,0.7,+1.8
NW State,70-50-3,58.3%,-11.4,+0.7
Kansas St,64-46-1,58.2%,-4.8,+1.1
UC Davis,79-57-1,58.1%,-3.0,+1.8
Mercyhurst,11-8-1,57.9%,-11.7,+1.4
Lafayette,70-51-1,57.9%,-7.2,+1.2
SE Louisiana,72-53-1,57.6%,-7.8,+0.6
Toledo,80-60-1,57.1%,1.4,+1.1
Chattanooga,85-64-1,57.1%,-1.2,+1.1
Robert Morris,77-58-0,57.0%,-5.9,+0.5
Navy,69-52-1,57.0%,-1.2,+1.6
Vanderbilt,61-46-3,57.0%,-6.5,+0.5
Buffalo,74-56-3,56.9%,-1.6,+2.2
Campbell,62-47-2,56.9%,-3.6,+1.5
Stony Brook,68-52-2,56.7%,-3.9,+0.2
Virginia,61-47-3,56.5%,1.5,-0.1
Utah Valley,70-54-2,56.5%,-2.3,+1.8
Georgia Tech,66-51-1,56.4%,-6.1,+1.4
Georgetown,61-48-1,56.0%,-6.7,+1.4
C Connecticut,71-56-1,55.9%,-9.1,+0.9
Temple,62-49-5,55.9%,-3.5,+0.1
Florida A&M,72-57-0,55.8%,-13.3,+0.8
Saint Peter's,82-65-1,55.8%,-3.8,+0.9
S Alabama,73-58-3,55.7%,-5.1,-0.4
E Washington,93-74-2,55.7%,-3.4,+1.5
CS Northridge,79-63-4,55.6%,-7.1,+0.5
Baylor,55-44-5,55.6%,-0.1,0.0
Merrimack,50-40-3,55.6%,-3.6,+1.6
Jackson St,80-64-2,55.6%,-8.7,+0.6
Bucknell,71-57-2,55.5%,-3.2,+0.9
UCSD,36-29-0,55.4%,-1.2,+2.0
Yale,67-54-5,55.4%,2.1,+1.5
Seton Hall,62-50-2,55.4%,-2.6,+0.8
Sam Houston,64-52-2,55.2%,-3.6,+0.7
Lipscomb,71-58-1,55.0%,-1.3,+1.6
N Texas,66-54-6,55.0%,-2.3,+0.7
Texas A&M-CC,61-50-1,55.0%,-4.3,+1.1
NJIT,67-55-2,54.9%,-7.8,+0.5
Arizona,57-47-2,54.8%,4.2,+0.1
Oakland,84-70-3,54.6%,-2.5,+1.0
Furman,74-62-4,54.4%,2.6,+1.4
Hou Christian,62-52-1,54.4%,-13.4,-0.2
Marist,75-63-3,54.4%,-4.8,+0.8
Brown,63-53-3,54.3%,-4.8,+1.1
Elon,76-64-0,54.3%,-6.5,+1.0
Idaho St,83-70-0,54.3%,-7.9,+1.3
VCU,58-49-0,54.2%,2.0,+0.5
Boise St,65-55-2,54.2%,1.1,+0.8
Marquette,59-50-2,54.1%,-0.7,+0.8
UMBC,66-56-2,54.1%,-3.8,+1.9
Duquesne,53-45-1,54.1%,-4.5,+0.4
Portland St,74-63-5,54.0%,-4.2,+0.4
Albany,64-55-4,53.8%,-2.9,+1.0
Northwestern,57-49-3,53.8%,-4.7,+1.0
UCSB,72-62-2,53.7%,-0.2,+0.7
Sacramento St,72-62-4,53.7%,-7.9,-0.4
South Carolina,59-51-1,53.6%,-5.2,+0.2
Alcorn St,74-64-3,53.6%,-12.2,0.0
Texas A&M,52-45-3,53.6%,-2.0,+1.1
Lehigh,67-58-0,53.6%,-4.6,+0.6
Loyola Mymt,61-53-6,53.5%,-5.8,+0.4
Stetson,62-54-5,53.5%,-9.6,+0.2
E Tennessee St,70-61-4,53.4%,-0.2,+1.1
San Diego,63-55-1,53.4%,-8.3,+0.3
N Illinois,79-69-1,53.4%,-8.0,+0.3
Charleston,64-56-2,53.3%,1.6,+0.9
NC Greensboro,72-63-1,53.3%,0.6,+1.6
N Florida,72-63-1,53.3%,-9.2,0.0
UC Irvine,82-72-2,53.3%,1.6,+1.1
Nicholls,59-52-3,53.2%,-7.2,+0.7
Fresno St,68-60-1,53.1%,-3.5,+1.1
W Kentucky,68-60-0,53.1%,-2.6,-0.6
Wofford,77-68-2,53.1%,-2.1,+0.9
Norfolk St,60-53-2,53.1%,-4.3,+0.4
Creighton,61-54-1,53.0%,-0.9,+0.2
Maine,73-65-1,52.9%,-11.6,-0.6
Colgate,65-58-2,52.9%,-0.5,+0.8
Vermont,57-51-3,52.8%,3.7,-0.6
S Carolina St,70-63-1,52.6%,-12.6,+0.5
Army,60-54-2,52.6%,-5.1,-0.6
Binghamton,61-55-2,52.6%,-9.4,+0.5
Morehead St,82-74-5,52.6%,-5.5,+0.4
Milwaukee,72-65-3,52.6%,-4.4,+0.4
F Dickinson,72-65-0,52.6%,-6.9,+0.4
Radford,62-56-4,52.5%,-3.7,+1.2
Nevada,62-56-3,52.5%,0.6,+0.7
Omaha,83-75-2,52.5%,-9.8,-0.8
Texas,53-48-0,52.5%,-3.3,+0.2
American,64-58-1,52.5%,-6.5,+0.3
S Illinois,64-58-3,52.5%,-3.8,+0.1
Montana St,75-68-6,52.5%,-4.3,-0.2
Jacksonville,65-59-1,52.4%,-6.8,-0.5
Belmont,76-69-2,52.4%,3.5,+0.4
Troy,76-69-2,52.4%,-4.6,+0.7
Illinois,55-50-2,52.4%,-1.1,+1.2
Miami,56-51-1,52.3%,-3.5,0.0
Niagara,79-72-1,52.3%,-6.3,+0.1
Florida,57-52-0,52.3%,0.4,+0.3
Penn St,57-52-3,52.3%,-4.6,+0.8
Texas St,69-63-6,52.3%,-2.8,+0.2
Loyola Chi,58-53-4,52.3%,-0.5,-0.5
Georgia,58-53-0,52.3%,-8.2,-0.9
George Mason,59-54-2,52.2%,-3.6,+1.5
Wyoming,60-55-3,52.2%,-7.3,-0.5
Canisius,74-68-6,52.1%,-6.0,-0.1
Coppin St,75-69-4,52.1%,-15.6,-0.4
SC Upstate,63-58-5,52.1%,-11.0,+0.5
UMass Lowell,63-58-0,52.1%,-4.3,-0.3
S Utah,76-70-2,52.1%,-7.4,-0.2
Grambling,64-59-1,52.0%,-7.6,+0.9
Long Beach St,77-71-1,52.0%,-7.5,+0.1
N Arizona,77-71-2,52.0%,-11.1,-0.7
UConn,54-50-0,51.9%,0.2,-0.1
Cal Baptist,41-38-2,51.9%,-4.0,+0.5
Notre Dame,55-51-4,51.9%,-3.5,+0.6
NC Central,55-51-2,51.9%,-6.7,-0.5
USC,56-52-0,51.9%,-1.8,-0.6
Colorado St,57-53-0,51.8%,-2.5,+0.5
Wisconsin,57-53-4,51.8%,-1.1,+0.3
Mississippi,58-54-1,51.8%,-4.8,-0.5
Saint Joseph's,60-56-4,51.7%,-4.6,+0.6
Youngstown St,76-71-1,51.7%,-5.8,0.0
Holy Cross,64-60-0,51.6%,-8.6,+0.6
Mercer,71-67-2,51.5%,-3.9,0.0
Dayton,54-51-3,51.4%,2.6,+0.4
Washington,54-51-2,51.4%,-7.1,-0.5
UC Riverside,74-70-5,51.4%,-5.9,-0.3
Princeton,56-53-3,51.4%,1.9,+1.0
Davidson,60-57-1,51.3%,-0.2,+0.2
Bellarmine,40-38-1,51.3%,-8.7,+0.2
Presbyterian,60-57-2,51.3%,-9.8,-0.1
Alabama St,61-58-3,51.3%,-11.9,-1.0
Maryland ES,61-58-2,51.3%,-16.2,-0.3
