Rank,Hotness Score,Matchup,Time,Location
1,99.6,#6 Iowa St  at  #12 Kansas,9:00 PM,Allen Fieldhouse
2,89.2,#110 Virginia  at  #36 Pittsburgh,7:00 PM,Petersen Events Center
3,87.6,#84 North Texas  at  #97 UAB,9:00 PM,Bartow Arena
4,68.9,#124 Col Charlestn  at  #208 Wm & Mary,8:00 PM,Kaplan Arena
5,63.5,#156 N Colorado  at  #217 Idaho St,9:00 PM,Holt Arena
6,62.9,#270 Incar Word  at  #72 McNeese St,7:00 PM,Legacy Center
7,53.3,#264 NC Central  at  #168 Norfolk St,7:00 PM,Joseph G. Echols Memorial Hall
8,52.1,#230 Lamar  at  #220 SE Louisiana,7:00 PM,Pride Roofing University Center
9,46.7,#293 Hsn Christian  at  #182 Nicholls,7:30 PM,Stopher Gymnasium
10,44.8,#240 N Arizona  at  #256 Weber St,9:00 PM,Dee Events Center
11,40.7,#303 Jackson St  at  #210 Southern,7:30 PM,F. G. Clark Activity Center
12,40.0,#227 Colgate  at  #295 Lehigh,7:00 PM,Stabler Arena
12,40.0,#167 TX A&M-CC  at  #339 TX A&M-Com,7:30 PM,The Field House
14,39.1,#234 S Car State  at  #294 Howard,7:30 PM,Burr Gymnasium
15,38.2,#236 TX-Pan Am  at  #297 NW State,7:30 PM,Prather Coliseum
16,25.0,#251 Ste F Austin  at  #353 New Orleans,7:30 PM,Lakefront Arena
17,22.0,#331 Morgan St  at  #291 Delaware St,7:30 PM,Memorial Hall/Bayhealth Court
18,20.7,#357 Alab A&M  at  #266 Beth-Cook,7:00 PM,Moore Gymnasium
19,19.4,#300 Alabama St  at  #337 Florida A&M,7:00 PM,Alfred Lawson Jr. Multipurpose Center
20,14.6,#338 Alcorn St  at  #325 Grambling St,9:00 PM,Willis Reed Court at the Fredrick C. Hobdy Center
21,2.5,#362 Coppin St  at  #361 Maryland ES,8:00 PM,Hytche Athletic Center
