Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Detroit,Atlanta,4.5,236.5.,262,[],False
Charlotte,Washington,4.5,216.,238,[],False
New York,Houston,7.0,224.5.,242,[],False
Memphis,Memphis,-4.0,241.5.,237,[],False
Oklahoma City,Oklahoma City,-17.5,226.5.,221,[],False
Minnesota,Sacramento,4.5,222.,230,[],False
Denver,Denver,-9.0,241.5.,238,[],False
Utah,Utah,6.5,243.,223,[],False
Golden State,Golden State,-3.0,209.,203,[],False
Portland,Portland,5.0,228.5.,240,[],False
