Team,Over Record,Over %,Under %,Total +/-
Cleveland,40-20-0,66.7%,33.3%,+4.2
Memphis,38-23-0,62.3%,37.7%,+4.4
Utah,36-24-1,60.0%,40.0%,+3.3
Denver,36-25-0,59.0%,41.0%,+5.3
Atlanta,36-25-0,59.0%,41.0%,+1.5
Okla City,35-25-2,58.3%,41.7%,+0.3
New Orleans,35-25-1,58.3%,41.7%,+2.0
New York,34-25-1,57.6%,42.4%,+3.8
Miami,33-27-0,55.0%,45.0%,+1.0
Indiana,31-26-2,54.4%,45.6%,-0.8
Philadelphia,31-26-3,54.4%,45.6%,+1.6
Sacramento,31-27-2,53.5%,46.6%,+1.9
Minnesota,33-29-0,53.2%,46.8%,+0.4
San Antonio,31-28-0,52.5%,47.5%,+0.8
Houston,31-29-1,51.7%,48.3%,-0.8
Golden State,31-30-0,50.8%,49.2%,-1.5
Toronto,31-30-0,50.8%,49.2%,-1.9
Phoenix,31-30-0,50.8%,49.2%,+0.8
Detroit,31-30-1,50.8%,49.2%,+2.8
Washington,30-30-0,50.0%,50.0%,-1.4
Portland,30-30-2,50.0%,50.0%,-0.1
Dallas,31-31-0,50.0%,50.0%,+0.2
Chicago,30-31-0,49.2%,50.8%,+1.1
Milwaukee,29-31-0,48.3%,51.7%,-1.0
LA Lakers,27-32-0,45.8%,54.2%,-2.2
Boston,27-34-0,44.3%,55.7%,-3.0
LA Clippers,25-33-2,43.1%,56.9%,-1.4
Brooklyn,25-35-0,41.7%,58.3%,-1.2
Orlando,23-39-0,37.1%,62.9%,-3.8
Charlotte,22-38-0,36.7%,63.3%,-4.8
