Rank,Hotness Score,Matchup,Time,Location
1,97.2,#7 Duke  vs.  #34 Texas,8:45 PM,Spectrum Center
2,86.8,#125 Hawai'i  at  #38 Oregon,10:30 PM,Matthew Knight Arena
3,79.9,#148 Louisiana Tech  at  #99 Nevada,10:00 PM,Lawlor Events Center
4,75.2,#220 Nicholls  at  #11 Kentucky,7:00 PM,Rupp Arena at Central Bank Center
5,75.1,#162 NC Asheville  at  #124 Wichita St,7:30 PM,Charles Koch Arena
6,74.9,#218 Robert Morris  at  #36 Iowa,8:30 PM,Carver-Hawkeye Arena
7,74.2,#211 NC Greensboro  at  #59 Kansas St,8:00 PM,Bramlage Coliseum
8,71.1,#209 Portland St  at  #96 Stanford,10:00 PM,Maples Pavilion
9,66.6,#272 Evansville  at  #1 Purdue,6:30 PM,Mackey Arena
10,65.0,#267 Long Beach St  at  #51 San Diego St,10:00 PM,Viejas Arena
11,64.6,#257 S Utah  at  #80 Arizona St,9:00 PM,Desert Financial Arena
12,63.0,#273 Mt St Mary's  at  #68 West Virginia,7:00 PM,WVU Coliseum
13,59.8,#291 Oral Roberts  at  #65 Oklahoma St,8:00 PM,Gallagher-Iba Arena
14,58.4,#314 Lindenwood  at  #15 Texas Tech,8:00 PM,United Supermarkets Arena
15,55.0,#258 Georgia So  at  #166 E Carolina,7:00 PM,Williams Arena at Minges Coliseum
16,52.3,#316 UT Martin  at  #97 UNLV,10:00 PM,Thomas & Mack Center
17,50.1,#323 Alcorn St  at  #104 Florida St,7:00 PM,Donald L. Tucker Center
18,49.2,#341 NC A&T  at  #77 South Carolina,7:00 PM,Colonial Life Arena
19,33.5,#358 NJIT  at  #185 Fordham,7:00 PM,Rose Hill Gymnasium
20,26.2,#332 E Illinois  at  #265 Valparaiso,8:00 PM,Athletics-Recreation Center
21,--,Dominican (CA)  at  #240 Sacramento St,10:00 PM,Hornet Pavilion
21,--,Humboldt State  at  #93 Santa Clara,10:00 PM,Leavey Center
21,--,Park University  at  #274 Idaho St,10:00 PM,Reed Gym
21,--,Converse  at  #137 E Tennessee St,7:00 PM,Freedom Hall Civic Center
21,--,San Francisco State  at  #158 UCSB,9:00 PM,The Thunderdome
21,--,West Coast Baptist  at  #133 Utah Valley,8:00 PM,UCCU Center
21,--,Adams St.  at  #138 New Mexico St,9:00 PM,Pan American Center
21,--,Occidental  at  #192 San Diego,9:00 PM,Jenny Craig Pavilion
21,--,East-West University  at  #245 SIU Edward,7:00 PM,First Community Arena at the Vadalabene Center
21,--,Caldwell  at  #221 Monmouth,7:00 PM,OceanFirst Bank Center
21,--,Missouri Southern State  at  #176 Missouri St,8:00 PM,Great Southern Bank Arena
21,--,College of Biblical Studies  at  #161 Rice,8:00 PM,Tudor Fieldhouse
21,--,Arkansas Baptist  at  #208 Little Rock,8:00 PM,Jack Stephens Center
21,--,Merchant Marine Academy  at  #264 Sacred Heart,7:00 PM,William H. Pitt Health and Recreation Center
21,--,St. Joe's (Brooklyn)  at  #275 Manhattan,7:00 PM,Draddy Gymnasium
21,--,Penn St.-York  at  #295 UMBC,6:00 PM,Chesapeake Employers Insurance Arena
