Rank,Hotness Score,Matchup,Time,Location
1,82.5,#97 Illinois St  at  #133 S Illinois,9:00 PM,Banterra Center
2,82.0,#131 Drake  at  #94 Murray St,8:00 PM,CFSB Center
3,75.4,#155 Temple  at  #125 Davidson,7:00 PM,John M. Belk Arena
4,73.8,#112 Bradley  at  #185 Indiana St,7:00 PM,Hulman Center
5,73.4,#219 American  at  #44 VCU,7:00 PM,Siegel Center
6,61.4,#299 W Carolina  at  #13 Georgia,7:00 PM,Stegeman Coliseum
7,61.0,#291 Oral Roberts  at  #50 TCU,8:00 PM,Schollmaier Arena
8,60.0,#251 Radford  at  #128 William & Mary,7:00 PM,Kaplan Arena
9,56.9,#226 Coastal Car  at  #195 App State,6:30 PM,Holmes Convocation Center
10,50.3,#344 Kansas City  at  #54 Oklahoma St,8:00 PM,Gallagher-Iba Arena
11,48.8,#116 Winthrop  at  #324 North Dakota,8:00 PM,Betty Engelstad Sioux Center
12,47.3,#244 UT Martin  at  #238 Tennessee St,8:30 PM,Gentry Center
13,46.7,#222 Norfolk St  vs.  #263 Grambling,7:30 PM,Gateway Center Arena at College Park
14,42.2,#292 Fairfield  at  #213 C Connecticut,7:00 PM,Harrison J. Kaiser Hall/Detrick Gymnasium
15,42.1,#165 Furman  at  #330 Manhattan,7:00 PM,Draddy Gymnasium
16,40.9,#231 SE Missouri St  at  #285 Tenn Tech,8:30 PM,Hooper Eblen Center
17,38.0,#323 Lafayette  at  #199 Charlotte,7:00 PM,Dale F. Halton Arena
18,34.5,#212 SIU Edward  at  #337 E Illinois,6:30 PM,Groniger Arena at Charles P. Lantz Complex
19,32.8,#339 Louisiana  at  #211 Southern Miss,8:30 PM,Reed Green Coliseum
20,32.5,#358 Delaware St  at  #193 Saint Joseph's,7:00 PM,Michael J. Hagan '85 Arena
21,31.4,#289 Pepperdine  at  #284 Long Beach St,10:00 PM,The Walter Pyramid
22,29.0,#333 Georgia St  at  #246 Georgia So,8:00 PM,Jack and Ruth Ann Hill Convocation Center
23,28.5,#318 S Utah  at  #267 N Arizona,7:00 PM,Findlay Toyota Court at J. Lawrence Walkup Skydome
23,28.5,#348 Jackson St  vs.  #234 Hampton,5:00 PM,Gateway Center Arena at College Park
25,27.9,#327 N Florida  at  #259 Charleston So,11:00 AM,Buccaneer Field House
26,25.3,#353 W Illinois  at  #241 Lindenwood,8:30 PM,Robert F. Hyland Arena
27,16.5,#335 Little Rock  at  #317 S Indiana,8:30 PM,"Liberty Arena, Home of the Screaming Eagles"
28,--,Toccoa Falls  at  #363 Gardner-Webb,11:00 AM,Paul Porter Arena
28,--,Morris College  at  #225 NC Asheville,6:30 PM,Kimmel Arena
28,--,Montana Western  at  #177 Idaho St,9:00 PM,Reed Gym
28,--,Nobel University  at  #319 CS Bakersfield,9:30 PM,Icardo Center
28,--,Penn St.-Hazleton  at  #302 Lehigh,7:00 PM,Stabler Arena
