Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Cornell,Illinois St.,6.0,157.5.,157,[],False
Iowa State,Morgan St.,42.5,160.,171,[],False
Miami (OH),Miami (OH),-7.5,148.,170,[],False
Oklahoma,Central Arkansas,26.5,148.,155,[],False
Colgate,Iona,4.0,137.5.,152,[],False
Stonehill,New Hampshire,8.5,135.,173,[],False
Alabama,Alabama,-20.5,153.5.,135,[],False
Towson,Towson,-4.0,146.5.,135,[],False
Army,Binghamton,4.0,139.,146,[],False
Missouri,Missouri,4.0,156.,157,[],False
Michigan,Michigan,-20.5,160.5.,147,[],False
South Carolina,South Carolina,-14.0,137.5.,122,[],False
Missouri St.,Missouri St.,1.0,137.,124,[],False
West Virginia,Mercyhurst,32.0,136.,113,[],False
Virginia,American U.,13.0,119.5.,121,[],False
Wisconsin,Detroit Mercy,29.0,147.,129,[],False
George Mason,George Mason,-15.5,137.5.,138,[],False
Texas Christian,Texas Christian,-10.5,139.5.,130,[],False
VCU,VCU,-16.5,155.5.,160,[],False
Rice,Rice,-14.0,156.,110,[],False
North Texas,Houston Christian,23.0,128.,108,[],False
Oklahoma State,Oral Roberts,20.0,153.,160,[],False
Kansas,Kansas,-24.5,145.5.,140,[],False
Charleston,Oregon St.,-7.0,140.5.,139,[],False
UL Lafayette,UL Lafayette,11.5,140.,120,[],False
UAB,Alcorn St.,22.5,153.5.,165,[],False
Louisiana State,New Orleans,26.5,152.5.,156,[],False
Georgia,Charleston Southern,27.5,146.,146 pushed the pre-game total of 146.,[],False
Cincinnati,Cincinnati,-30.0,136.,133,[],False
Southern California,Southern California,-15.5,144.,133,[],False
NC State,NC State,-18.0,133.5.,152,[],False
Grand Canyon,Saint Louis,10.0,155.5.,145,[],False
Oakland,Oakland,7.0,133.5.,143,[],False
Notre Dame,Notre Dame,-20.5,143.5.,153,[],False
Loyola Marymount,Loyola Marymount,-6.5,144.5.,154,[],False
Seton Hall,Seton Hall,2.0,129.5.,121,[],False
Saint Mary'S,Utah St.,6.0,142.5.,143,[],False
Murray St.,Nebraska,-8.0,145.,115,[],False
Hawaii,Hawaii,-7.0,137.5.,139,[],False
