Rank,Hotness Score,Matchup,Time,Location
1,97.0,#17 Illinois  vs.  #45 Missouri,1:00 PM,Enterprise Center
2,94.7,#42 Utah St  at  #58 St Marys,8:00 PM,University Credit Union Pavilion
3,89.2,#118 Kent St  at  #8 Alabama,1:00 PM,Coleman Coliseum
4,88.2,#107 Murray St  vs.  #56 Nebraska,9:00 PM,SimpliFi Arena at Stan Sheriff Center
5,87.9,#124 IPFW  at  #25 Michigan,1:00 PM,Crisler Center
6,85.2,#76 Georgetown  at  #122 Seton Hall,7:00 PM,Prudential Center
7,84.3,#69 Oregon St  vs.  #133 Col Charlestn,3:00 PM,SimpliFi Arena at Stan Sheriff Center
8,81.3,#178 Brown  at  #11 Kansas,3:00 PM,Allen Fieldhouse
9,81.2,#156 Montana St  at  #74 TX Christian,2:00 PM,Ed and Rae Schollmaier Arena
10,77.2,#163 Saint Louis  at  #103 Grd Canyon,4:00 PM,Global Credit Union Arena at GCU
11,76.8,#150 Illinois St  at  #123 Cornell,12:00 PM,Newman Arena at Bartels Hall
12,75.4,#201 Radford  at  #65 S Carolina,2:00 PM,Colonial Life Arena
13,73.9,#203 Southern  at  #73 USC,4:00 PM,Galen Center
14,73.2,#216 Wm & Mary  at  #57 VCU,2:00 PM,Stuart C. Siegel Center
15,69.0,#135 UCSB  at  #199 Missouri St,2:00 PM,Great Southern Bank Arena
16,66.7,#158 Bryant  at  #195 Towson,1:00 PM,TU Arena
17,66.2,#181 N Alabama  at  #176 Loyola Mymt,7:00 PM,Gersten Pavilion
18,65.9,#101 Loyola-Chi  vs.  #240 Oakland,5:00 PM,SimpliFi Arena at Stan Sheriff Center
19,62.9,#287 Grambling St  at  #22 Cincinnati,4:00 PM,Fifth Third Arena
20,61.6,#261 American  at  #104 Virginia,2:00 PM,John Paul Jones Arena
21,60.3,#298 Charl South  at  #34 Georgia,3:30 PM,Stegeman Coliseum
22,60.1,#200 Charlotte  at  #196 Hawaii,11:30 PM,SimpliFi Arena at Stan Sheriff Center
23,58.6,#87 McNeese St  at  #288 Louisiana,3:00 PM,Cajundome
24,58.0,#299 Rider  at  #67 NC State,4:00 PM,Lenovo Center
25,57.3,#295 U Penn  at  #82 Geo Mason,2:00 PM,EagleBank Arena
26,56.7,#316 Detroit  at  #38 Wisconsin,2:00 PM,Kohl Center
27,54.7,#314 Le Moyne  at  #75 Notre Dame,6:00 PM,Purcell Pavilion at the Joyce Center
28,54.6,#301 Oral Roberts  at  #99 Oklahoma St,3:00 PM,Gallagher-Iba Arena
29,52.5,#345 Morgan St  at  #6 Iowa St,1:00 PM,James H. Hilton Coliseum
30,51.5,#342 Central Ark  at  #40 Oklahoma,1:00 PM,Lloyd Noble Center
31,49.6,#349 New Orleans  at  #50 LSU,3:00 PM,Pete Maravich Assembly Center
32,49.1,#354 Mercyhurst  at  #41 W Virginia,2:00 PM,WVU Coliseum
33,47.4,#343 Hsn Christian  at  #90 North Texas,3:00 PM,UNT Coliseum
34,47.0,#164 Wyoming  at  #307 CS Fullerton,5:00 PM,Titan Gym
35,45.3,#280 Sacred Hrt  at  #207 Miami (OH),1:00 PM,Millett Hall
36,43.6,#352 Alcorn St  at  #115 UAB,3:00 PM,Bartow Arena
37,42.1,#276 Iona  at  #233 Colgate,1:00 PM,Cotterell Court
38,31.7,#353 Prairie View  at  #202 Rice,3:00 PM,Tudor Fieldhouse
39,28.4,#319 Binghamton  at  #266 Army,1:00 PM,Christl Arena
40,10.8,#359 N Hampshire  at  #317 Stonehill,1:00 PM,Merkert Gymnasium
41,--,Virginia-Wise  at  #131 Geo Wshgtn,12:00 PM,Charles E. Smith Center
41,--,La Sierra University  at  #291 Lg Beach St,5:00 PM,The Walter Pyramid
41,--,CSU Stanislaus  at  #339 Sac State,4:00 PM,The Nest
41,--,Midway  at  #227 Cleveland St,12:00 PM,Wolstein Center
41,--,University of Fort Lauderdale  at  #350 Stetson,2:00 PM,Insight Credit Union Arena at Edmunds Center
41,--,Calumet  at  #208 Valparaiso,2:00 PM,Athletics-Recreation Center
41,--,Florida Tech  at  #174 Fla Gulf Cst,1:00 PM,Alico Arena
41,--,North Central  at  #129 WI-Milwkee,3:00 PM,Klotsche Center
