Team,ATS Record,Cover %,MOV,ATS +/-
Buffalo,5-0-0,100.0%,9.0,+8.7
NC A&T,3-0-0,100.0%,4.0,+9.3
Wichita St,5-0-0,100.0%,19.0,+12.5
Portland St,3-0-0,100.0%,14.0,+2.8
N Arizona,3-0-0,100.0%,5.2,+3.2
Idaho St,4-0-0,100.0%,2.8,+5.1
New Mexico St,2-0-0,100.0%,11.0,+6.0
St John's,4-0-0,100.0%,21.4,+8.4
Butler,6-0-0,100.0%,17.7,+7.8
Sam Houston,3-0-0,100.0%,13.6,+7.8
UCSD,4-0-0,100.0%,15.6,+9.1
N Florida,4-0-0,100.0%,-6.3,+3.8
S Dakota St,4-0-0,100.0%,14.8,+10.6
Duke,6-1-0,85.7%,36.6,+6.2
Colgate,5-1-0,83.3%,-4.0,+5.3
Akron,5-1-0,83.3%,20.7,+9.8
G Washington,5-1-0,83.3%,18.7,+9.0
Denver,5-1-0,83.3%,-9.3,+6.7
Gonzaga,5-1-0,83.3%,31.8,+14.5
Winthrop,5-1-0,83.3%,8.0,+10.3
Columbia,5-1-0,83.3%,8.3,+8.4
Texas St,5-1-0,83.3%,14.0,+0.6
Auburn,5-1-0,83.3%,21.7,+4.7
Tarleton St,5-1-0,83.3%,-1.1,+4.3
W Georgia,5-1-0,83.3%,-2.1,+2.5
Mercyhurst,5-1-0,83.3%,4.6,+8.3
Florida St,4-1-0,80.0%,21.4,+6.9
Arizona St,4-1-1,80.0%,6.8,+2.8
Saint Louis,4-1-0,80.0%,27.0,+6.9
Memphis,4-1-0,80.0%,-4.8,-1.7
Iowa,4-1-0,80.0%,27.6,+2.7
Utah St,4-1-0,80.0%,24.7,+6.7
Wagner,4-1-0,80.0%,-11.2,+7.2
N Illinois,4-1-0,80.0%,4.2,+9.4
Florida Atlantic,4-1-0,80.0%,10.8,+4.8
E Tennessee St,4-1-0,80.0%,20.2,+6.1
William & Mary,4-1-0,80.0%,11.3,+5.4
Hampton,4-1-0,80.0%,1.1,-0.2
Montana St,4-1-0,80.0%,13.1,+3.6
Weber St,4-1-0,80.0%,12.5,+5.4
N Texas,4-1-0,80.0%,8.0,+1.0
Saint Mary's,4-1-0,80.0%,29.2,+8.0
Santa Clara,4-1-0,80.0%,20.3,+9.6
Syracuse,4-1-0,80.0%,21.8,+8.5
Villanova,4-1-0,80.0%,14.8,+4.5
SF Austin,4-1-0,80.0%,12.5,+8.1
N Dakota St,4-1-0,80.0%,17.2,+17.9
American,3-1-0,75.0%,11.3,-1.4
Miami OH,3-1-0,75.0%,28.4,+1.4
Prairie View,3-1-0,75.0%,0.3,+1.3
Richmond,3-1-0,75.0%,23.0,+9.9
Mercer,3-1-0,75.0%,3.0,+1.6
Hofstra,3-1-0,75.0%,4.6,0.0
Stony Brook,3-1-0,75.0%,9.5,+1.0
Middle Tenn,3-1-0,75.0%,12.0,+4.4
Iowa St,3-1-1,75.0%,26.8,+3.1
E Illinois,3-1-0,75.0%,-9.8,+1.8
UT Martin,3-1-0,75.0%,8.0,+11.9
Tenn Tech,3-1-0,75.0%,11.2,+2.5
Austin Peay,3-1-1,75.0%,12.8,+6.0
San Jose St,3-1-0,75.0%,5.8,+3.9
Wright St,3-1-0,75.0%,18.5,+7.5
Lamar,3-1-0,75.0%,6.0,+2.0
N Colorado,3-1-0,75.0%,14.3,+1.5
E Texas A&M,3-1-0,75.0%,13.3,-0.1
Maryland ES,5-2-0,71.4%,-9.1,+5.8
NJIT,5-2-0,71.4%,-10.1,+3.4
Marist,2-1-0,66.7%,11.2,+9.3
California,4-2-0,66.7%,16.0,+1.3
Louisville,4-2-0,66.7%,29.8,+4.2
UAB,4-2-0,66.7%,16.1,+2.3
UC Riverside,4-2-0,66.7%,4.1,+3.7
Mt St Mary's,4-2-0,66.7%,-10.7,-1.6
C Michigan,4-2-0,66.7%,-5.3,-1.3
W Michigan,4-2-0,66.7%,-1.6,+5.7
E Michigan,4-2-0,66.7%,-3.7,+3.3
Alabama A&M,2-1-0,66.7%,-3.5,-2.3
Miss Valley St,4-2-0,66.7%,-17.7,+4.1
Rhode Island,4-2-0,66.7%,9.7,+1.8
App State,4-2-0,66.7%,0.7,-5.5
Arkansas St,4-2-0,66.7%,-3.6,-2.8
W Kentucky,2-1-0,66.7%,15.8,+1.7
Missouri,4-2-0,66.7%,23.2,+0.6
Nebraska,4-2-0,66.7%,16.8,+1.5
Tennessee St,2-1-0,66.7%,7.8,+2.7
Loyola Mymt,4-2-0,66.7%,18.6,+3.6
Tulsa,2-1-1,66.7%,13.8,+6.8
Fresno St,4-2-0,66.7%,9.0,+1.2
High Point,4-2-0,66.7%,24.1,+4.4
Liberty,2-1-0,66.7%,26.8,+5.0
Coastal Car,4-2-0,66.7%,8.0,-0.9
McNeese,2-1-0,66.7%,29.5,+4.8
Kennesaw St,2-1-0,66.7%,26.4,-0.5
SIU Edward,4-2-0,66.7%,7.9,+2.8
New Haven,4-2-0,66.7%,-2.7,+2.3
North Carolina,3-2-0,60.0%,24.8,+1.9
NC State,3-2-0,60.0%,22.6,+2.5
Virginia,3-2-1,60.0%,19.2,-0.3
USC,3-2-0,60.0%,17.0,-1.1
S Florida,3-2-0,60.0%,18.4,+5.6
TCU,3-2-0,60.0%,16.4,-0.7
DePaul,3-2-1,60.0%,12.3,-4.6
Indiana,3-2-0,60.0%,25.8,+1.8
Lehigh,3-2-0,60.0%,-1.8,+2.7
Navy,3-2-0,60.0%,3.3,+2.4
Army,3-2-0,60.0%,-14.2,-3.7
Pacific,3-2-0,60.0%,7.7,+3.4
Oral Roberts,3-2-0,60.0%,-3.3,-1.4
Valparaiso,3-2-0,60.0%,-1.4,+2.5
Sacred Heart,3-2-0,60.0%,0.8,-3.8
Quinnipiac,3-2-0,60.0%,4.2,-0.6
C Connecticut,3-2-0,60.0%,8.2,+7.3
Bowling Green,3-2-0,60.0%,17.7,+4.2
Lipscomb,3-2-0,60.0%,-0.8,-1.0
Stetson,3-2-0,60.0%,-5.2,+1.5
Jacksonville,3-2-0,60.0%,5.7,+0.7
Elon,3-2-0,60.0%,10.3,+8.2
Davidson,3-2-0,60.0%,6.2,+1.0
Towson,3-2-0,60.0%,7.3,+1.6
