Rank,Hotness Score,Matchup,Time,Location
1,94.3,#72 Arizona St  at  #32 UCLA,10:30 PM,Pauley Pavilion presented by Wescom Financial
2,92.7,#87 S Florida  at  #11 Alabama,8:00 PM,Coleman Coliseum
2,92.7,#15 Vanderbilt  at  #83 Memphis,7:00 PM,FedExForum
4,91.7,#59 Creighton  at  #77 Xavier,6:30 PM,Cintas Center
5,86.6,#109 Georgetown  at  #80 Marquette,8:30 PM,Fiserv Forum
6,82.1,#142 N Texas  vs.  #76 Santa Clara,9:00 PM,Kaiser Permanente Arena
7,81.3,#164 Mercer  at  #56 UCF,7:00 PM,Addition Financial Arena
8,77.5,#171 UT Arlington  at  #92 Stanford,10:00 PM,Maples Pavilion
9,77.2,#124 Sam Houston  at  #147 Oregon St,9:30 PM,Gill Coliseum
10,76.2,#212 Campbell  at  #2 Gonzaga,9:00 PM,McCarthey Athletic Center
10,76.2,#139 Kennesaw St  at  #140 Middle Tenn,7:30 PM,Murphy Center
12,76.0,#85 N Iowa  at  #185 Illinois Chicago,5:00 PM,Credit Union 1 Arena
13,75.4,#181 Weber St  at  #93 Utah Valley,8:00 PM,UCCU Center
14,74.7,#201 Portland St  at  #64 Colorado,9:00 PM,CU Events Center
15,71.7,#116 Richmond  at  #194 Elon,7:00 PM,Schar Center
16,69.8,#115 Seattle  at  #211 UC Davis,9:00 PM,University Credit Union Center
17,69.7,#244 Bethune  at  #39 Saint Louis,8:00 PM,Chaifetz Arena
18,69.6,#145 Oakland  at  #188 N Kentucky,7:00 PM,Truist Arena
19,68.1,#150 Youngstown St  at  #192 Robert Morris,7:00 PM,UPMC Events Center
20,67.2,#204 Texas A&M-CC  at  #138 SF Austin,9:00 PM,William R. Johnson Coliseum
21,66.8,#255 Portland  at  #69 Oregon,11:00 PM,Matthew Knight Arena
22,65.9,#239 Wofford  at  #98 Wichita St,7:30 PM,Charles Koch Arena
23,65.0,#166 Siena  at  #199 Vermont,7:00 PM,Patrick Gymnasium
24,64.3,#263 Alabama St  at  #75 Cincinnati,7:00 PM,Fifth Third Arena
25,63.0,#281 UTSA  at  #42 USC,9:00 PM,Galen Center
26,60.6,#167 Arkansas St  at  #225 Texas St,8:30 PM,Strahan Arena at the University Events Center
27,60.1,#158 Quinnipiac  at  #234 Monmouth,7:00 PM,OceanFirst Bank Center
28,60.0,#176 Louisiana Tech  at  #223 Tulane,7:30 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
29,58.3,#306 Longwood  at  #44 Wake Forest,7:00 PM,LJVM Coliseum
30,57.4,#163 Washington St  vs.  #248 E Washington,10:00 PM,Spokane Arena
31,57.3,#312 Alabama A&M  vs.  #60 Mississippi,8:00 PM,BancorpSouth Arena
32,57.2,#202 J Madison  at  #218 Old Dominion,8:00 PM,Chartway Arena at the Ted Constant Convocation Cen
33,57.0,#287 Loyola Chi  at  #100 San Francisco,10:00 PM,Chase Center
34,54.8,#320 Air Force  at  #58 San Diego St,10:00 PM,Viejas Arena
35,54.5,#332 Texas So  vs.  #26 NC State,7:00 PM,Reynolds Coliseum
36,53.4,#323 Mercyhurst  at  #70 Syracuse,7:00 PM,JMA Wireless Dome
37,53.2,#228 E Kentucky  at  #217 Jacksonville St,7:00 PM,Pete Mathews Coliseum
38,50.7,#175 UCSB  at  #280 Green Bay,7:00 PM,Kress Events Center
39,49.7,#322 Cleveland St  at  #108 UAB,7:30 PM,Bartow Arena
40,49.0,#361 St Francis PA  at  #20 Florida,6:30 PM,Exactech Arena at the Stephen C. O'Connell Center
41,45.8,#190 Chattanooga  at  #294 Bellarmine,7:00 PM,Knights Hall
42,43.1,#358 Binghamton  at  #103 Pittsburgh,7:00 PM,Petersen Events Center
43,38.4,#321 Albany  at  #197 Stony Brook,7:00 PM,Stony Brook Arena
44,37.4,#298 Hou Christian  at  #241 Nicholls,7:30 PM,Stopher Gymnasium
45,34.7,#178 S Alabama  at  #356 UL Monroe,7:30 PM,Fant-Ewing Coliseum
46,33.8,#261 Presbyterian  at  #300 E Carolina,7:00 PM,Williams Arena at Minges Coliseum
47,33.5,#357 The Citadel  at  #182 Charleston,7:00 PM,TD Arena
48,21.2,#278 Jacksonville  at  #349 Florida A&M,7:00 PM,Alfred Lawson Jr. Multipurpose Center
49,16.5,#341 Maryland ES  at  #310 Wagner,7:00 PM,Spiro Sports Center
50,14.7,#334 Stonehill  at  #327 New Hampshire,6:00 PM,Lundholm Gymnasium
51,--,Kansas Christian  at  #286 C Arkansas,12:00 PM,Farris Center
51,--,Montana Tech  at  #189 Montana,9:00 PM,Dahlberg Arena/Robin Selvig Court
51,--,Dakota State  at  #260 South Dakota,8:00 PM,Sanford Coyote Sports Center
51,--,Olivet College  at  #315 C Michigan,7:00 PM,McGuirk Arena
51,--,Southwestern Christian  at  #198 Rice,12:15 PM,Tudor Fieldhouse
51,--,Mid-Atlantic Christian  at  #340 NC Central,7:00 PM,McDougald-McLendon Arena
51,--,Brewton Parker College  at  #297 W Georgia,7:00 PM,The Coliseum
51,--,Champion Baptist  at  #353 AR-Pine Bluff,1:00 PM,H.O. Clemmons Arena (K. L. Johnson Complex)
51,--,Southern Wesleyan  at  #233 SC Upstate,7:00 PM,G.B. Hodge Center
