Rank,Hotness Score,Matchup,Time,Location
1,99.3,#4 Alabama  at  #21 Texas A&M,8:00 PM,Reed Arena
2,98.6,#5 Iowa St  at  #16 Texas Tech,2:00 PM,United Supermarkets Arena
3,98.2,#20 Kentucky  at  #22 Miss State,8:30 PM,Humphrey Coliseum
3,98.2,#11 Kansas  at  #30 Cincinnati,2:00 PM,Fifth Third Arena
5,97.6,#6 Tennessee  at  #32 Texas,6:00 PM,Moody Center
6,97.3,#8 Florida  at  #38 Arkansas,4:00 PM,Bud Walton Arena
7,96.7,#43 Louisville  at  #25 Pittsburgh,12:00 PM,Petersen Events Center
8,96.4,#40 Villanova  at  #23 St Johns,7:00 PM,Madison Square Garden
9,96.2,#14 Baylor  at  #60 Arizona St,9:30 PM,Desert Financial Arena
10,95.9,#50 Oklahoma  at  #35 Georgia,6:00 PM,Stegeman Coliseum
11,95.4,#19 Connecticut  at  #68 Georgetown,2:00 PM,Capital One Arena
12,95.3,#47 Indiana  at  #44 Iowa,8:00 PM,Carver-Hawkeye Arena
13,95.1,#33 BYU  at  #62 TX Christian,2:00 PM,Ed and Rae Schollmaier Arena
14,95.0,#53 Vanderbilt  at  #39 Missouri,3:30 PM,Mizzou Arena
15,94.9,#42 San Diego St  at  #58 New Mexico,1:00 PM,The Pit
16,94.8,#56 LSU  at  #29 Mississippi,6:00 PM,The Sandy and John Black Pavilion at Ole Miss
17,94.5,#67 USC  at  #7 Illinois,12:00 PM,State Farm Center
18,94.4,#61 Florida St  at  #36 Clemson,2:00 PM,Littlejohn Coliseum
19,94.3,#75 UCF  at  #9 Arizona,10:00 PM,McKale Memorial Center
20,94.1,#26 N Carolina  at  #74 NC State,4:00 PM,Lenovo Center
21,93.8,#59 Boise St  at  #46 Utah St,9:00 PM,Dee Glen Smith Spectrum
22,93.7,#73 Notre Dame  at  #2 Duke,12:00 PM,Cameron Indoor Stadium
23,93.4,#1 Auburn  at  #79 S Carolina,1:00 PM,Colonial Life Arena
24,93.3,#84 Wash State  at  #10 Gonzaga,9:00 PM,McCarthey Athletic Center
25,93.2,#3 Houston  at  #86 Kansas St,6:00 PM,Bramlage Coliseum
26,92.8,#45 Creighton  at  #78 Butler,12:00 PM,Hinkle Fieldhouse
27,92.3,#66 UC Irvine  at  #64 UCSD,10:00 PM,LionTree Arena
28,90.0,#72 San Francisco  at  #85 Santa Clara,7:00 PM,Leavey Center
29,89.8,#96 GA Tech  at  #49 S Methodist,4:00 PM,Moody Coliseum
30,89.5,#52 Xavier  at  #105 DePaul,4:00 PM,Wintrust Arena
31,89.0,#98 Oklahoma St  at  #65 Utah,7:00 PM,Jon M. Huntsman Center
32,88.0,#69 Wake Forest  at  #102 Miami,5:15 PM,Watsco Center
33,86.2,#110 UNLV  at  #83 Colorado St,4:00 PM,Moby Arena
34,85.0,#112 Virginia  at  #92 Stanford,4:00 PM,Maples Pavilion
35,84.6,#111 Loyola-Chi  at  #97 St Josephs,3:00 PM,Michael J. Hagan Arena
36,83.9,#129 Seton Hall  at  #76 Providence,5:00 PM,Amica Mutual Pavilion
37,83.7,#80 Liberty  at  #134 LA Tech,8:00 PM,Thomas Assembly Center
38,83.5,#101 Arkansas St  at  #119 Troy,4:30 PM,Trojan Arena
39,82.9,#88 Bradley  at  #136 IL-Chicago,3:00 PM,Credit Union 1 Arena
40,81.5,#130 NC-Grnsboro  at  #104 Samford,6:00 PM,Pete Hanna Center
41,80.8,#103 N Iowa  at  #140 Illinois St,7:00 PM,CEFCU Arena - Home of the Redbirds
42,79.8,#180 E Carolina  at  #34 Memphis,2:00 PM,FedExForum
43,79.6,#128 VA Tech  at  #120 California,6:00 PM,Haas Pavilion
44,77.4,#169 La Salle  at  #87 St Bonavent,12:00 PM,Reilly Center
45,77.3,#151 Wofford  at  #118 Furman,12:00 PM,Bon Secours Wellness Arena
46,76.0,#150 Jksnville St  at  #131 Middle Tenn,6:00 PM,Murphy Center
47,75.7,#106 Syracuse  at  #177 Boston Col,3:00 PM,Conte Forum
48,75.0,#197 Nicholls  at  #71 McNeese St,5:00 PM,Legacy Center
49,74.9,#194 U Mass  at  #77 Geo Mason,2:00 PM,EagleBank Arena
50,73.8,#143 S Florida  at  #158 Tulane,2:00 PM,Avron B. Fogelman Arena in Devlin Fieldhouse
51,73.6,#186 Valparaiso  at  #107 Murray St,4:00 PM,CFSB Center
52,73.4,#166 Cal Baptist  at  #135 Utah Valley,4:00 PM,UCCU Center
53,73.3,#137 James Mad  at  #168 App State,1:00 PM,Holmes Convocation Center
54,73.2,#133 NC-Wilmgton  at  #171 Hofstra,1:00 PM,David S. Mack Sports Complex
55,72.8,#202 Brown  at  #90 Yale,12:00 PM,John J. Lee Amphitheater
56,71.2,#156 Belmont  at  #165 Indiana St,1:00 PM,Hulman Center
57,71.0,#175 N Mex State  at  #141 TX El Paso,9:00 PM,Don Haskins Center
58,70.8,#124 Temple  at  #196 Rice,2:00 PM,Tudor Fieldhouse
59,70.5,#145 Cornell  at  #178 Columbia,2:00 PM,Schiller Court in Francis S. Levien Gymnasium
60,68.5,#108 Rhode Island  at  #221 Richmond,6:00 PM,Robins Center
61,68.3,#179 Longwood  at  #162 Winthrop,2:00 PM,Winthrop Coliseum
62,67.4,#183 Towson  at  #163 Drexel,2:00 PM,Daskalakis Athletic Center
