Away Team,Home Team,Cover Team,Closing Spread,Closing Total Line,Actual Total Score,Home Cover
Hawaii,UC San Diego,-7.5,137.,137 pushed the pre-game total of 137.,[],False
Princeton,Yale,-2.0,148.,147,[],False
Kent St.,Akron,4.0,144.,156,[],False
Saint Louis,Dayton,2.0,143.5.,134,[],False
Rider,Rider,1.0,125.,131,[],False
Manhattan,Manhattan,1.0,146.5.,131,[],False
Cornell,Cornell,-10.5,165.,140,[],False
Pennsylvania,Brown,1.0,144.5.,167,[],False
Canisius,Canisius,4.0,135.5.,127,[],False
Merrimack,Mount St. Mary's,9.0,131.5.,124,[],False
Columbia,Harvard,3.0,145.,172,[],False
Purdue,Indiana,12.0,146.,157,[],False
Marist,Siena,5.5,127.,139,[],False
